,ae,exp,pred
SrS,1.0633142280578611,4.779999999999999,3.7166857719421382
BaZnOS,1.0630222799999998,3.9,2.83697772
Cs2HgI2Cl2,1.0566655158996583,2.15,3.206665515899658
NH6PO4,1.0543367195129392,6.805,5.7506632804870605
SnGa4Se7,1.0493402957916258,2.55,1.500659704208374
GaAs0.1P0.9,1.048913984298706,1.22,2.268913984298706
NaGe3P3,1.0452110147476197,2.06,1.0147889852523804
GdB6,1.0447965621948243,3.6,2.555203437805176
SiB3,1.043374777,2.0,3.043374777
La2MnNiO6,1.0414299488067629,1.2999999999999998,2.3414299488067627
MgO,1.039191360473633,7.745,6.705808639526367
Li4.5Fe0.5TeO6,1.0384490489959717,3.25,2.2115509510040283
ThO2,1.0368768215179438,3.4,2.363123178482056
RbF,1.0277046203613285,10.4,9.372295379638672
RbCaBO3,1.0273838806152344,3.67,4.697383880615234
Ge0.542Si0.458,1.0257166271209717,2.238,1.2122833728790283
EuCu2SnS4,1.0248402118682862,1.85,0.8251597881317139
Li4.5Al0.5TeO6,1.0237096786499027,4.9,3.8762903213500977
Cs2Hg5.75Cd0.25S7,1.0228689575195313,1.66,2.6828689575195312
InS,1.0193662170000002,2.0125,0.993133783
Ag2PdO2,1.0144236755371094,0.18,1.1944236755371094
Pd3P2S8,1.0109428119659425,2.12,1.1090571880340576
AgIn9Te14,1.009364128,1.5,0.490635872
Hg0.1Cd0.9Se,1.001125955581665,0.35,1.351125955581665
NaScSe2O6,0.9985933303833008,5.5,4.501406669616699
Hg0.8Zn0.2Te,0.9949815750122071,0.075,1.069981575012207
HgS,0.9932662010192872,2.1,1.106733798980713
Ba4B11O20F,0.9864231109619137,7.1,6.113576889038086
K3Ti2P5S18,0.986269130706787,1.61,2.596269130706787
CuGa2Se4,0.9855576705932615,0.63,1.6155576705932615
Bi3TeBO9,0.9854792594909667,2.6,3.585479259490967
La2CoTiO6,0.9847953128814697,1.02,2.0047953128814697
MnTe9,0.984619141,2.0,1.015380859
CsGeI3,0.9831594467163085,1.6,2.5831594467163086
Sb5O7I,0.9768136024475098,1.95,2.9268136024475098
Li4.5Cr0.5TeO6,0.9754104232788086,1.79,2.7654104232788086
AgScO2,0.9730122566223147,3.8,2.826987743377685
Cd6P7,0.971605443954468,0.85,1.821605443954468
AlSb,0.9707540637969969,1.6518000000000002,2.622554063796997
TlGaTe2,0.9676549911499024,1.8,0.8323450088500977
Li3Cs2B5O10,0.9623110769999998,7.3,6.337688923
Zn0.99Cd0.01Se,0.9621232986450194,3.65,2.6878767013549805
CaI2,0.96015308380127,5.98,5.0198469161987305
HgCl2,0.9574181556701662,4.45,3.492581844329834
SrLa2S4,0.9572824001312257,2.85,1.8927175998687744
CuBr,0.9567376277923585,2.998325,3.9550626277923584
TlGaS2,0.9558207035064696,3.4,2.4441792964935303
Li2MnGeS4,0.9556911563873292,3.06,2.104308843612671
Ag2Ga2SiS6,0.9542623996734618,2.35,3.304262399673462
RbIn5S6,0.9460740089416504,2.5,1.5539259910583496
BaZn2As2,0.9432370853424072,0.23,1.1732370853424072
Cd4Sb3,0.9431768655776978,1.25,0.3068231344223022
Sm2Se3,0.9414433717727657,2.3,1.358556628227234
Ge0.7Si0.3,0.939644570350647,0.88,1.819644570350647
YbTe,0.9394352912902832,1.8,0.8605647087097168
CuNbO3,0.9391474723815918,2.0,2.939147472381592
CuIn3Se5,0.9369648933410645,0.6,1.5369648933410645
RbCl,0.9311312408447279,8.278,9.209131240844728
CsCl,0.9293039321899421,7.949999999999999,8.879303932189941
Ca10Ge16B6O51,0.9285838317871091,5.47,4.541416168212891
Bi24VO41,0.9279444217681885,3.25,2.3220555782318115
AgS,0.926742214475359,1.1414285714285717,2.0681707859039307
CsSbS2,0.9227434873580931,2.8,1.8772565126419067
Zn0.43Cd0.57Se,0.920186614990234,2.8499999999999996,1.9298133850097656
Sc2S3,0.9167206287384042,2.0,2.916720628738404
SrThP2S8,0.9124293520000002,3.02,2.107570648
Tb4Al2O9,0.9121769332885741,4.59,3.677823066711426
K2.15Pb1.7Sb8.15Se15,0.9090028047561646,0.6,1.5090028047561646
Na7Co2O6,0.9062323617935181,0.495,1.401232361793518
LiAsS2,0.9052580833435058,1.6,2.505258083343506
Na2Zn3Se4O12,0.9047638416290282,4.9,3.995236158370972
La2NiVO6,0.9047170162200928,0.45,1.3547170162200928
BiCuOS,0.9017589616775514,1.07,1.9717589616775515
EuAl2O4,0.8970217800140379,2.74,3.637021780014038
Cu4Sn7S16,0.8968708038330078,0.8,1.6968708038330078
CsAu,0.8947511196136475,2.3,1.4052488803863523
Zr6O,0.8921005201339722,0.18,1.0721005201339722
Zn2MoSeO7,0.8913483142852785,4.2,3.3086516857147217
Ag7AsS6,0.890367627,1.0,1.890367627
LiPbB9O15,0.8893463611602783,4.75,3.8606536388397217
As2Te3,0.8892119693756104,1.67375,0.7845380306243896
AsSb,0.8877068519592286,1.6,0.7122931480407715
GaN,0.8876772079467772,3.441,2.5533227920532227
PbCrO4,0.885699987411499,2.25,1.364300012588501
TlPTe,0.8827186346054074,0.3,1.1827186346054075
K2Au2Sn2Se6,0.8809166240692139,2.28,1.399083375930786
CuYO2,0.878148078918457,3.5,2.621851921081543
Sn2WO5,0.8780804901123047,2.597,3.4750804901123047
Pb3Cl4TeO3,0.8778753662109375,3.79,2.9121246337890625
Lu2CrS4,0.8757227659225464,1.75,0.8742772340774536
TlTiPS5,0.8714739799499511,1.3,2.171473979949951
KH2PO4,0.8699480056762692,6.975,6.1050519943237305
Cs2Al2B2O7,0.868332977294922,4.13,4.998332977294922
RuS2,0.8623068809509277,1.8,0.9376931190490724
SeS,0.8567796707153321,1.9,2.756779670715332
BP,0.8547551155090334,4.2,3.345244884490967
Li2CdSnS4,0.8527190780639646,3.26,2.407280921936035
Eu2Se3,0.8450404214859009,1.02,1.8650404214859009
Tl2Hg3S4,0.8421812534332274,2.05,1.2078187465667725
Ca3Sb2,0.8414730072021483,1.4,0.5585269927978516
Mg3B50C8,0.8414684057235722,2.7,1.858531594276428
GaHSeO4,0.840172538757324,5.51,4.669827461242676
MoO3,0.8392306327819825,3.6625,2.8232693672180176
La3CuGeSe7,0.8391406536102295,2.0,1.1608593463897705
La6Sb4S3O12,0.8375381469726557,2.6,3.437538146972656
BaTaO2N,0.8372332763671875,1.78,2.6172332763671875
PdPS,0.8350891017913817,1.39,0.5549108982086182
Li6Al2Te8O22,0.8344441604614259,3.63,4.464444160461426
Cu1.8S,0.8337450504302979,2.3,1.466254949569702
LaZnAsO,0.833447933197021,1.5,2.333447933197021
CsInGeS4,0.8323016166687012,2.25,3.082301616668701
OsS2,0.8311780691146851,2.0,1.168821930885315
V2O5,0.8307467857996622,2.3916666666666666,1.5609198808670044
MnO,0.8299714088439942,3.6,2.770028591156006
Ce2Te3,0.8294126370000001,1.31,0.480587363
Sr5V3O12F,0.8285684585571289,4.5,3.671431541442871
CdTlS2,0.8265872001647949,1.5,2.326587200164795
Bi9O7.5S6,0.8262514877319336,1.27,2.0962514877319336
Ba4Ga2Se8,0.8247986984252931,1.63,2.454798698425293
Cu2ZnSiS4,0.8244801998138431,3.15,2.325519800186157
NbSe2,0.8216897010803224,1.4,2.2216897010803223
TaN,0.8198190212249754,2.3,1.4801809787750244
MgSiN2,0.818355274,4.05,4.868355274
Nd2O3,0.8178373336791989,4.4,5.217837333679199
SiAs2,0.817146177,0.88,1.697146177
Cs2Ga2Se5,0.8162920951843262,1.95,2.766292095184326
In2P3B1O12,0.816113128662109,5.39,4.573886871337891
TcS2,0.8132383823394771,1.0,1.813238382339477
Li2B12Si2,0.812266092300415,2.27,3.082266092300415
SmCuOSe,0.8121551036834718,2.6,1.7878448963165283
Tl2O3,0.811363697052002,2.25,3.061363697052002
Ba3Tb2P4S16,0.8104160976409913,3.37,2.559583902359009
Pr1.29Lu0.71S3,0.8101187896728521,1.38,2.190118789672852
CaZnOS,0.8100988388061521,3.7,2.889901161193848
Ba3Gd2P4S16,0.8078300094604494,3.41,2.602169990539551
KScSe2O6,0.806955718994141,5.4,4.593044281005859
VO2,0.8040181007385254,0.466,1.2700181007385254
Mn2P2Se6,0.8037033081054688,2.5,1.6962966918945312
CeN,0.8024185180664063,0.7,1.5024185180664062
SnSe2,0.7991926622390748,1.62,0.8208073377609253
PrCuOS,0.7991247463226316,3.03,2.230875253677368
YVTeO10,0.7978842735290526,2.2,2.9978842735290527
Gd2O3,0.7978542327880858,5.3,4.502145767211914
LaCuOTe,0.7977283573150638,2.31,1.5122716426849363
MgGeN2,0.7974825382232673,4.300000000000001,3.5025174617767334
LuP,0.7960941314697265,1.3,2.0960941314697266
NaBiS2,0.7939531469345094,0.41,1.2039531469345093
La2O2MnSe2,0.7926272392272948,1.6,2.392627239227295
CuAlS2,0.7913687229156494,3.5,2.7086312770843506
LiBiS2,0.790690985,0.16,0.950690985
NaIn3S5,0.7895186614990228,2.18,2.969518661499023
CrO3,0.7864502429962159,1.4,2.186450242996216
Cu3SbS4,0.7828592300415039,0.85,1.632859230041504
K2Se,0.7798978805541992,1.8,2.579897880554199
Nd3Te4,0.7735687255859376,1.6,0.8264312744140625
Cu2GeS3,0.7712795448303225,0.53,1.3012795448303225
BaB6,0.7696477031707762,2.64,3.4096477031707764
CsSbTe2,0.7690039348602296,0.43,1.1990039348602295
Cu2ZnSnTe4,0.7684327507019042,1.39,0.6215672492980957
ZnGa2Se4,0.7672968196868897,1.72,2.4872968196868896
Ag2.7Ba6Sn4.3S16,0.766403694152832,1.48,2.246403694152832
CdSc,0.7660344972610473,1.714,0.9479655027389526
AgI,0.7635834893544513,2.932183333333333,2.168599843978882
Li2FeSnS4,0.7633689498901368,1.86,1.0966310501098633
NaLa2TaO6,0.7627444267272949,4.5,3.737255573272705
Mg2Pb,0.761409047,0.097,0.858409047
CeFMoO4,0.7608449268341064,2.52,3.2808449268341064
LiGaTe2,0.7581554031372071,2.31,1.551844596862793
CsYTe3O8,0.755953884124756,3.4,4.155953884124756
TlS2,0.7558066368103027,1.8,2.5558066368103027
La2ZrS5,0.7553529834747312,2.01,1.2546470165252686
BaGa2S4,0.7540240287780762,4.125,3.370975971221924
Tl4Ta2S11,0.7536163234710693,1.26,2.0136163234710693
Ho2Mo3O12,0.7522392272949219,1.375,2.127239227294922
LiCl,0.7513523860000006,9.33,8.578647614
GeS,0.7510554646578707,1.690090909090909,2.4411463737487797
K2Sb8Se3,0.7509763813018799,1.31,0.5590236186981201
Li2ZnGeSe4,0.7504173660278319,1.86,2.610417366027832
CdP2S4,0.7500395870208738,3.76,3.009960412979126
Cs3As,0.7493306636810305,0.6,1.3493306636810305
CrTe2,0.7450331020355223,0.17,0.9150331020355223
Cs6.40Na1.60Ga8Ge38,0.74434133,0.221,0.96534133
MnSb2O4,0.739292764663696,2.65,1.910707235336304
Ge0.653Si0.347,0.7387442245483398,1.914,1.1752557754516602
GeP,0.7387325048446656,0.95,1.6887325048446655
Ba3InS4Cl,0.7383238506317138,3.42,2.681676149368286
MnP4,0.7342234563827517,0.28,1.0142234563827517
TiS2,0.7339283943176269,1.95,1.216071605682373
ZnTc,0.7333501529693605,2.37,1.6366498470306396
CuSmSe2,0.7321059465408324,2.1,1.3678940534591677
La2O2FeSe2,0.730224895477295,0.7,1.430224895477295
CuNiC4N4,0.7227044820785522,2.7,1.977295517921448
Ba3Ta5O14N,0.7221658706665037,2.8,2.077834129333496
CaSnO3,0.7219561576843265,4.4,3.678043842315674
BeSe,0.721705436706543,4.0,3.278294563293457
Ba6Al4B14O33,0.7212071989999997,3.44,4.161207199
CuScO2,0.7203648567199705,3.3,2.5796351432800293
UO2,0.7184230613708498,2.18,1.4615769386291504
Ba8Ga10Si36,0.7182299518585205,0.31,1.0282299518585205
Na2BaSnS4,0.7167651844024658,3.27,2.553234815597534
Al2Te3,0.7165235519409179,2.35,3.066523551940918
Ca3N2,0.7152928829193115,1.55,2.2652928829193115
Ag0.4Cd0.5In2.2Te4,0.7115592336654664,0.19,0.9015592336654664
SrGe2,0.7112121343612671,0.9,1.611212134361267
Cs2Cu3DyTe4,0.7108585879999999,1.38,0.669141412
Y6ZnSi2S14,0.7105966758728028,2.38,3.0905966758728027
Ca3La2Sn3S12,0.7087798595428467,1.45,2.1587798595428467
Sn0.5GaZn5.5O8,0.7028508281707757,2.99,3.692850828170776
NaCl,0.7012109756469727,8.5,7.798789024353027
K2CsSb,0.698787236213684,1.1,1.798787236213684
GaP,0.6920421218872068,2.76,2.067957878112793
Ba2GaBiSe5,0.6903123474121093,2.21,1.5196876525878906
LiInS2,0.6891043885548904,3.573333333333333,2.8842289447784424
TeI4,0.6880778312683102,1.1,1.7880778312683103
Rh0.67S2,0.6872352361679077,1.5,0.8127647638320923
Nd4Ge3S12,0.6864680004119874,2.62,1.9335319995880127
LiSbTe2,0.6858912191390991,0.129,0.8148912191390991
PbCdP4O12,0.6808932876586908,4.859999999999999,4.179106712341309
ScN,0.6805418491363524,2.6,1.9194581508636477
YbB66,0.6793563556671143,1.27,0.5906436443328857
Ba4Si3Se9Cl2,0.6791477108001709,1.76,2.439147710800171
Cd3As2,0.6790425950000001,0.2695,0.948542595
SmTe,0.6782437772750854,0.378,1.0562437772750854
In6Se7,0.6763202714920044,0.63875,1.3150702714920044
RbYTe2O6,0.6759304046630858,3.6,4.275930404663086
Ce2O2FeSe2,0.6751521682739258,0.64,1.3151521682739258
BaCu2SnSe4,0.6729124975204468,0.48,1.1529124975204468
K2CuNbS4,0.6710475159999998,2.82,2.148952484
Er3SmSe6,0.6698364019393921,2.0,1.330163598060608
AsI3,0.6657548507054647,2.4333333333333336,1.7675784826278689
Ba2B4O9H2,0.6628197479248046,5.12,5.782819747924805
K2RbSb,0.6599107265472408,1.2,1.8599107265472408
MnSb2Se4,0.6596880578994753,0.31,0.9696880578994752
AsBr3,0.6543189525604247,2.6,3.254318952560425
HgO,0.6502377958297729,2.347,1.696762204170227
La2Se3,0.648610808054606,1.7733333333333334,2.4219441413879395
Ba3Er2P4S16,0.6483405113220213,3.3,2.6516594886779785
Pb2N2SeO9,0.6474296951293947,3.76,4.4074296951293945
Rb2TeI6,0.6464551448822022,1.4,2.046455144882202
ZnS,0.6450488273620607,3.7042,3.0591511726379395
Ba4CuGa5Se12,0.6432145118713379,1.45,2.093214511871338
Ba3Nb2Se9,0.6430775642395019,1.3,1.943077564239502
ZnGeN2,0.6428172111511232,3.05,3.692817211151123
Ce2Ge2Se7,0.6422854900360107,1.1,1.7422854900360107
KAg11V4O16,0.6422057151794438,2.0,2.642205715179444
In2Bi3Se7I,0.6416423369999998,1.38,0.738357663
Ga2S3,0.6409153175354003,2.83,3.4709153175354004
RhAs2,0.6405401468276977,1.15,0.5094598531723022
Bi6Cu3S10I,0.6396540689468384,0.72,1.3596540689468384
Ag2O,0.6392087816238403,1.5324,0.8931912183761597
CdIO4H,0.638192510604858,4.35,3.7118074893951416
Pb6B2CrO12,0.6378643035888671,1.8,2.437864303588867
Zn3P2,0.6355233907699587,1.1749999999999998,1.8105233907699585
Ba3ZnTa2O9,0.6336608600616458,4.32,3.6863391399383545
PdPSe,0.6333882570266723,0.15,0.7833882570266724
Mg2Ge,0.6324606370925903,1.67,1.0375393629074097
K2ZnSn3S8,0.6318737665812173,2.3333333333333335,2.965207099914551
ZnSiAs2,0.6311136436462403,2.12,1.4888863563537598
Ba3ThSe7,0.6307627773284912,1.96,1.3292372226715088
Cs2TeBr6,0.6296471405029296,2.12,2.7496471405029297
Li6Fe2Te8O22,0.6295438003540039,1.98,2.609543800354004
Cs2AgBiCl6,0.6291580009460449,2.77,3.399158000946045
CaMg2N2,0.6290974619999998,3.25,3.879097462
HgIn2Se4,0.6278034687042237,0.6,1.2278034687042236
BaGa2SiS6,0.626258134841919,3.75,3.123741865158081
Pr2.48Tb0.52Ga1.67S7,0.6260751342773438,2.61,1.983924865722656
FePS,0.6242595911026001,0.25,0.8742595911026001
KSi2P3,0.623659878,1.72,2.343659878
RbMoPO6,0.6202664756774903,2.96,3.5802664756774902
KBiS2,0.6187966887156168,0.8933333333333334,1.5121300220489502
K2Au2SnS4,0.6175272464752197,2.75,2.1324727535247803
Hg0.06Zn0.94Te,0.617258143424988,2.075,1.4577418565750122
LiSbS2,0.6161874675750727,1.36,1.9761874675750728
TlCuCl3,0.6147155952453613,2.98,3.5947155952453613
CsLaHgSe3,0.6142574405670163,2.485,1.8707425594329836
Cd3P2,0.6118539876937866,0.5555,1.1673539876937866
Li4Cs3B7O14,0.6112644958496096,6.53,5.918735504150391
KCuThS3,0.6097576141357424,2.95,2.340242385864258
SrCrO4,0.6095438718795778,2.45,1.8404561281204224
In4S5,0.6087792873382568,0.9,1.5087792873382568
Hg0.08Zn0.92Te,0.6082179784774779,1.9,1.291782021522522
Na8Al8Si38,0.605977520942688,0.64,1.245977520942688
Rb2Cu2Sn2S6,0.6056991195678711,1.44,2.045699119567871
Ba3B1.5S6Sb0.5,0.604991922,3.01,2.405008078
CeBiW2O9,0.6046547031402589,2.34,2.944654703140259
BiTeI,0.6045780563354493,0.46,1.0645780563354492
Hg0.796Cd0.204Te,0.6035818328857422,0.0635,0.6670818328857422
ThOSe,0.6032186508178712,1.65,2.253218650817871
CBr4,0.6023199080000001,3.7,3.097680092
KV2I3O13,0.5998324871063234,2.3,2.8998324871063232
Pr2Sr2PtO7.07,0.5996087074279788,3.05,2.450391292572021
Gd2Se3,0.5990775346755981,2.2,1.600922465324402
BaAuI5O15,0.5981461334228522,2.32,2.918146133422852
Ag2ZnSiS4,0.5966537284851072,3.28,2.6833462715148926
SnGa2GeS6,0.5957588768005371,2.04,2.635758876800537
Sn2BiS2I3,0.5902903699874877,1.06,1.6502903699874878
Pb2MnO4,0.587092399597168,1.5,2.087092399597168
Zn2MoTeO7,0.5860386848449703,4.1,3.5139613151550293
Na7.36Ga7.24Sn4.78Se24,0.5852735042572021,1.5,2.085273504257202
Cs4Pb4Ge5S16,0.5840993404388428,1.95,2.5340993404388428
BaGa2Se4,0.5833670024871824,3.163,2.5796329975128174
HoN,0.582128899892171,1.856666666666667,2.438795566558838
Ce2Sn3Se9,0.5820418119430542,0.3,0.8820418119430542
Bi2V2Se4O16,0.5782177925109862,2.2,2.7782177925109863
InPS4,0.5781918716430665,3.12,2.5418081283569336
Ga0.25Al0.75As,0.5764266681671144,2.42,1.8435733318328855
Tl3CuNb2Se12,0.5755350112915039,0.8,1.375535011291504
