,ae,exp,pred
Rb2CdBr2I2,1.230252930967548,3.35,4.580252930967548
K2Se,1.2269275212852115,1.8,3.0269275212852116
NaScSe2O6,1.2228358353447284,5.5,4.277164164655272
Ge0.542Si0.458,1.2221152300835634,2.238,1.0158847699164366
RbCaBO3,1.2189455008752077,3.67,4.888945500875208
Mg3B50C8,1.218467617260855,2.7,1.4815323827391451
Ce2S3,1.217840855786235,1.12,2.337840855786235
ZrO2,1.2109999061080972,4.99,3.779000093891903
Li4.5Cr0.5TeO6,1.208237377756502,1.79,2.998237377756502
Cd8B5O15F,1.2063415110253533,3.14,4.346341511025353
Zr6O,1.200920113489969,0.18,1.380920113489969
BaB6,1.1975279070673857,2.64,3.837527907067386
LiBiS2,1.1964241090296346,0.16,1.3564241090296345
La2O3,1.1951446070447114,5.4,4.204855392955289
NaInS2,1.18928487542868,1.9,3.08928487542868
Nd2HfS5,1.1890472328670376,0.7,1.8890472328670376
ZnO,1.1883993252044704,3.402809090909091,4.591208416113561
RbBr,1.1817808217933141,7.45,6.268219178206686
BaZnOS,1.179780229890822,3.9,2.720219770109178
LiGaO2,1.1797549723121783,5.6,6.779754972312178
Na2Ti3O7,1.1697472021542739,3.51,4.679747202154274
PrB6,1.1677936957129953,4.9,3.732206304287005
Cu2Ta11O30,1.166429534013713,2.59,1.423570465986287
Cr3Se4,1.1590883957971947,1.59,0.4309116042028054
HgSe,1.149018944354892,0.2416666666666667,1.3906856110215586
La2V2IO9,1.1489491380018997,3.63,2.4810508619981
K4GeSe4,1.1485982749297299,0.64,1.78859827492973
K2Ho4Cu4S9,1.1485747828858033,2.43,1.2814252171141969
Tl4Ta2S11,1.1476675472946518,1.26,2.407667547294652
NaGe3P3,1.1472432609470884,2.06,0.9127567390529115
EuH2,1.1471636765651638,1.85,2.997163676565164
NbSe2,1.1466509882647045,1.4,2.5466509882647044
Pr2Sr2PtO7.07,1.1459216593143153,3.05,1.9040783406856845
Na2BaSnS4,1.1440733077112761,3.27,2.125926692288724
Ge2Sb2Te5,1.1437803357033394,0.5,1.6437803357033394
LiB3O5,1.142351709886242,7.843333333333334,6.700981623447092
CrTe2,1.1332247470646348,0.17,1.3032247470646348
BaZn2As2,1.129185486448541,0.23,1.359185486448541
Cd4Sb3,1.1282108678317853,1.25,0.1217891321682147
NH7Se2O6,1.121630960368532,4.81,5.9316309603685315
Pb2O3,1.1155116232680142,1.67,2.785511623268014
ZnTc,1.1127863402266016,2.37,1.2572136597733985
KV2I3O13,1.1116728022579832,2.3,3.411672802257983
PbSbBS4,1.110279666455023,1.803,2.913279666455023
Bi9O7.5S6,1.1099107863100137,1.27,2.3799107863100137
Li4.5Fe0.5TeO6,1.108366811364065,3.25,2.141633188635935
PbCdP4O12,1.1021761554617227,4.859999999999999,3.757823844538277
Ba3Ta2Se9,1.1012861682530588,1.6,0.4987138317469413
Ba2B6O11,1.0962057913523608,5.17,6.266205791352361
Ag2PdO2,1.0822896951997893,0.18,1.2622896951997893
AgScO2,1.0778237706487204,3.8,2.7221762293512795
BaAl4Se7,1.0775869265657803,3.4,2.3224130734342197
Ag3Ga3SiSe8,1.0747914996634207,2.3,1.2252085003365791
CsCdBO3,1.0733689394395416,2.58,3.6533689394395417
NaBa2Cu3S5,1.070578487367882,0.45,1.520578487367882
GeSe2,1.0610477363471584,2.3812499999999996,1.3202022636528412
La2CoVO6,1.0608264212489067,0.41,1.4708264212489066
Ca3N2,1.055454551782302,1.55,2.605454551782302
Na2Be4B4O11,1.0538326306048136,7.3,6.246167369395186
Ir0.67S2,1.0533043016786638,2.0,0.9466956983213362
Li2ZnGeSe4,1.0499281704760988,1.86,2.909928170476099
Ca2Si,1.044216632626766,1.9,0.855783367373234
CeScO3,1.0439886007228374,3.2,4.243988600722838
CuNbO3,1.0381617909092102,2.0,3.0381617909092102
Na2B6O9F2,1.0362835215258883,7.33,6.293716478474112
CsSbTe2,1.0289116228798558,0.43,1.4589116228798558
BaB2O4,1.024759932208311,6.4433333333333325,5.4185734011250215
Ba2B4O9H2,1.0222215891940492,5.12,6.142221589194049
Li9Ga13Te21O66,1.0178093887285353,4.45,3.432190611271465
SnGa4Se7,1.0149924825243375,2.55,1.5350075174756623
Tl3VS4,1.0129097731519905,1.81,0.7970902268480096
MoO3,1.0087038155494232,3.6625,2.653796184450577
TaON,1.0084949452278256,2.5999999999999996,3.608494945227825
MnSb2Se4,1.0014851058292016,0.31,1.3114851058292016
LiCdBO3,0.9996824475472645,4.28,3.2803175524527357
CuGa2Se4,0.9968361879943749,0.63,1.626836187994375
CuBS2,0.9959711724260596,3.61,2.6140288275739403
Gd1.05Sc0.95Se3,0.9914145167053963,1.2,2.191414516705396
In2Se2O7,0.9896634667325488,2.97,3.959663466732549
PbN6,0.9881949132880958,3.0,3.988194913288096
LiGaTe2,0.9881357802546276,2.31,1.3218642197453725
GaN,0.9852743855853427,3.441,4.426274385585343
TiO2,0.9847023565650792,3.3,4.284702356565079
Cs2Te,0.9838301984644557,3.5,2.5161698015355443
Ba3GeS5,0.9759957951831413,3.0,2.0240042048168587
GaAs0.1P0.9,0.975199252872591,1.22,2.195199252872591
AsSb,0.9750720405296369,1.6,0.6249279594703632
CaSm2S4,0.9694052901601662,2.05,3.019405290160166
LaSi2,0.968530190353192,0.19,1.158530190353192
BaPrO3,0.9674325565981041,2.0,2.967432556598104
Tl4GaIn3S8,0.967382428988274,2.63,1.662617571011726
MnTe9,0.9673589870689006,2.0,1.0326410129310994
Ag2Ga2SiS6,0.9669478972639136,2.35,3.3169478972639137
AgO,0.9665501769874709,1.57,2.536550176987471
TlN3,0.9664766220382264,3.58,2.6135233779617737
CaMg2N2,0.9621436071485654,3.25,2.2878563928514346
Ce2O2FeSe2,0.9606137529175461,0.64,1.6006137529175462
TlGaTe2,0.959657203837986,1.8,0.840342796162014
Cd4P2Cl3,0.9580001403777647,2.205,3.163000140377765
BaPdSe6,0.9556956893569364,2.15,1.1943043106430635
LiMoIO6,0.9527858327660002,2.8,3.752785832766
Cs3Bi,0.9520498409540139,0.625,1.577049840954014
TeI4,0.9514460351631651,1.1,2.051446035163165
LaInS2O,0.9514153443023416,2.73,3.6814153443023416
LiZnBO3,0.9509768312423623,3.1,4.050976831242362
ErN,0.9445514797649592,2.7,1.755448520235041
CuZr1.86S4,0.9390195277152988,1.26,2.199019527715299
K2Al2B2O7,0.9384823516547289,6.89,5.951517648345271
K3Ti2P5S18,0.936686028669987,1.61,2.546686028669987
Li2B6,0.9354482214960198,2.0,2.93544822149602
Ba3La3Cu6O14,0.9344330069919844,1.8,2.7344330069919844
LiMgAs,0.931177569217776,0.7,1.631177569217776
KIO3,0.9283281933951457,3.8575,4.785828193395146
Li6Rb5B11O22,0.9281060273970558,6.53,5.601893972602944
Zn2MoSeO7,0.9279746107371332,4.2,3.272025389262867
Ge0.653Si0.347,0.9236381323840164,1.914,0.9903618676159835
IrS2,0.9182888752841559,0.9,1.818288875284156
Ba5Ga2Se8,0.9150921857476775,2.51,1.5949078142523223
CuN3,0.9146336108421766,4.17,3.2553663891578233
Nd2O3,0.9086667662720074,4.4,3.491333233727993
Na2Se,0.9075120466567337,2.0,2.9075120466567337
Gd3.04Sc0.96S6,0.901774434123944,1.5,2.401774434123944
Li6Fe2Te8O22,0.9017479664408068,1.98,2.8817479664408068
Nd3Te4,0.8985543733603725,1.6,0.7014456266396276
Cu3TaS4,0.8961932155122012,3.0,2.103806784487799
Na3ZnB5O10,0.8911398415403937,3.2,4.091139841540394
SrThP2S8,0.8901774114371368,3.02,2.129822588562863
Ba2GaBiSe5,0.8898539192624881,2.21,1.3201460807375118
CaGd2S4,0.8889559336649007,2.55,1.6610440663350992
Sb5O7I,0.8889180910683459,1.95,2.838918091068346
YbS,0.8839874627813515,1.135,2.0189874627813515
GaHSeO4,0.8813789059992061,5.51,4.628621094000794
Sm3Te4,0.8791008597872865,0.51,1.3891008597872865
CsYTe3O8,0.8789472501803419,3.4,4.278947250180342
Cu1.8S,0.8782525079560066,2.3,1.4217474920439932
CsInGeSe4,0.8774419676953751,2.32,1.4425580323046248
RbCdB3O6,0.8740009852235224,4.2,3.3259990147764777
LiBr,0.8715260471599269,7.725,6.853473952840073
SiAs2,0.870638469223837,0.88,1.750638469223837
BaClBF4,0.8658358049440968,6.89,6.024164195055903
Pb17O8Cl18,0.8657980672816192,3.44,2.5742019327183807
CdF2,0.8632136174465579,6.0,5.136786382553442
CeFMoO4,0.8600542323080425,2.52,3.3800542323080425
NaCd4P3,0.8555965872541638,1.1,0.2444034127458363
Y3GaS6,0.855579178792865,2.88,2.024420821207135
CsF,0.8550380996226039,10.0,9.144961900377396
Li3ScN2,0.8521734727165486,2.9,2.0478265272834513
NiC2N2,0.8502455096751937,2.0,2.8502455096751937
YVTeO10,0.8487796276729647,2.2,3.048779627672965
Na2CdSnS4,0.8446976208279025,2.52,3.3646976208279025
EuVO4,0.8381389401043444,3.3499999999999996,2.5118610598956552
CsInGeS4,0.8363996058232468,2.25,3.086399605823247
MgSe,0.836349556685593,5.743333333333333,4.90698377664774
RbCu4AsS4,0.8356129909888883,2.15,1.3143870090111116
K2Te,0.832397799726361,1.9,2.732397799726361
Tl2CeP2S7,0.8317009096253156,2.4,1.5682990903746843
Sr3GeSb2Se8,0.8239222893360949,0.75,1.573922289336095
CaSnO3,0.8214821467167019,4.4,3.5785178532832984
Bi2YVO8,0.821129484454282,2.09,2.911129484454282
NaCl,0.8169667027390322,8.5,7.683033297260968
LaB6,0.8129887522939123,4.1,3.2870112477060873
NdB6,0.8099451926252019,4.9,4.090054807374798
EuTe,0.808267214772217,2.007,1.1987327852277831
Cd4LuB3O10,0.8051066155096618,3.7,2.8948933844903384
Cd12Ge17B8O58,0.8049659540455849,4.29,3.485034045954415
Pb2BO3Cl,0.8034031954402483,3.99,3.186596804559752
PdPS,0.8013532484392758,1.39,0.5886467515607241
Mg2Sn,0.8002613599153561,0.2723076923076923,1.0725690522230484
KCuThS3,0.7948590114396623,2.95,2.155140988560338
Ag4Ba6Sn4S16,0.7939541464817859,2.37,1.5760458535182142
K4P8Te4,0.7927485080255288,1.4,2.1927485080255287
La2O2FeSe2,0.792080671278292,0.7,1.492080671278292
MnP4,0.7904351444056048,0.28,1.0704351444056048
NaBiS2,0.7892567781892377,0.41,1.1992567781892376
HfO2,0.7879909569066266,5.55,4.762009043093373
GeP,0.7870704026946365,0.95,1.7370704026946364
TlPTe,0.7851669316345549,0.3,1.085166931634555
CsInTe2,0.783778259132585,2.16,1.376221740867415
OsP4,0.7831029136951335,0.5,1.2831029136951335
Ag3AsS3,0.7828906385973222,2.07225,1.2893593614026777
Dy2S3,0.7816149030784971,2.955,2.173385096921503
Pb2Nb2Se4O15,0.7812918642189834,2.79,3.5712918642189835
Cs2Ba3P4O14,0.7788285672249735,6.31,5.531171432775026
AgIn9Te14,0.7770282234696988,1.5,0.7229717765303012
Cs2B4SiO9,0.7764628662035715,6.53,5.753537133796429
Zn3Sb2,0.7764357907394266,0.1766666666666666,0.9531024574060932
Ba4Ga2Se8,0.7752415438363576,1.63,2.4052415438363575
MnAl3,0.7750253706269926,0.58,1.3550253706269926
K2Cu2ThS4,0.7732113785293775,2.17,2.9432113785293774
K10Co4Sn4S17,0.7730476696354822,1.5550000000000002,2.3280476696354824
SrSeO4,0.7725451059037134,4.75,5.522545105903713
CsSb,0.7716558883844584,0.7050000000000001,1.4766558883844585
LiPbB9O15,0.7715565539977289,4.75,3.978443446002271
La2MnNiO6,0.7684800423591167,1.2999999999999998,0.5315199576408831
ErSe2,0.7679361428152569,1.07,1.837936142815257
CsGeI3,0.7650681232577239,1.6,2.365068123257724
Cu2Te3O8,0.7630319757708026,2.64,1.8769680242291975
Bi3TeBO9,0.76198326306951,2.6,3.36198326306951
HgS,0.7607085067088377,2.1,1.3392914932911624
Mn3Ta2O8,0.7605639501274568,1.89,2.6505639501274567
Pd3P2S8,0.7575342109501042,2.12,1.362465789049896
PbSb2Se4,0.7572480402948867,1.8,1.0427519597051134
PbCrO4,0.7541725744900347,2.25,1.4958274255099653
AgAlO2,0.7531077460155235,3.6,2.8468922539844765
Eu3S4,0.7528874550480846,1.7,2.4528874550480846
FeIn2Se4,0.7516663181818717,1.15,0.3983336818181282
Na2ZnSn2S6,0.7497739222172077,2.93,2.1802260777827924
SnO,0.7490204298229854,3.0,2.2509795701770146
SnGa2GeS6,0.7489051873138379,2.04,2.788905187313838
KBiSiS4,0.748538990201639,2.25,1.501461009798361
Na8Al8Si38,0.748332938882272,0.64,1.388332938882272
CuPbBiS3,0.7428811483409753,0.12,0.8628811483409753
CsGaS3,0.7401043230626905,3.0,3.7401043230626905
AgIn5Te8,0.7359509604012593,0.47,1.2059509604012593
SbSi,0.7359362218848255,1.9,1.1640637781151744
LiAsS2,0.7343925680478156,1.6,2.3343925680478157
Na3WO4Cl,0.7334170201494921,4.99,4.256582979850508
Cs2Sb,0.7332944765955628,0.62,1.3532944765955628
YVSeO10,0.7332195532248158,2.7,3.433219553224816
Cs3W3PO13,0.7321087213145634,3.27,4.002108721314563
Pb7Bi4Se13,0.7302962782352573,0.29,1.0202962782352574
Rh0.67S2,0.728756834351469,1.5,0.771243165648531
K2MnSn2Se6,0.7275995594906617,2.0,1.2724004405093383
Cs4BiAs3Se7,0.7275389280559768,1.02,1.7475389280559768
GdAs,0.7256175045108181,0.63,1.355617504510818
BaGa2S4,0.7250139782013099,4.125,3.39998602179869
Ba4Si3Se9Cl2,0.724961038225014,1.76,2.484961038225014
Ba3Sn0.87Bi2.13Se8,0.7247910131983057,0.79,1.5147910131983058
Cu3YbS3,0.7166526233553889,1.56,0.8433473766446111
Ba5V3O12F,0.7161812406028969,3.85,4.566181240602897
LiSbS2,0.7160099820144075,1.36,2.0760099820144076
K3CdB5O10,0.7144743068537989,3.47,4.184474306853799
MgGeN2,0.7132377240897729,4.300000000000001,3.586762275910228
EuYb2Se4,0.7101394616588024,1.3,2.0101394616588024
Li3Cs2B5O10,0.7091580482882849,7.3,6.590841951711715
Cu2O,0.7074308433333356,2.6133333333333333,1.9059024899999977
AsBr3,0.7040582687291415,2.6,3.3040582687291415
SrZnSO,0.7026736618099609,3.1,3.802673661809961
BaCdSnS4,0.7025776973790849,2.3,3.0025776973790848
Zn2MoTeO7,0.7023494616499208,4.1,3.397650538350079
Cu3TbSe3,0.7016548822764722,0.16,0.8616548822764722
Tl2TeI6,0.7011304484920469,1.485,2.186130448492047
Bi2Mo2Se2O13,0.6994381214121108,3.15,2.450561878587889
RuS2,0.6990878344728091,1.8,1.100912165527191
Ba3Sb2S7,0.6987976367807986,2.4,1.7012023632192013
Bi2V2Se4O16,0.6979636198415795,2.2,2.8979636198415797
ZrS2,0.6969404411846432,2.75,2.053059558815357
La2NiVO6,0.696379574902789,0.45,1.146379574902789
Cu4Sn7S16,0.6933761579954669,0.8,1.493376157995467
ThO2,0.6928189943499721,3.4,2.707181005650028
K6CdTe4,0.6922588160922034,2.51,1.8177411839077964
Ba4CuGa5Se12,0.6920266155654893,1.45,2.1420266155654892
Rb3Ag9P4S16,0.6919702570843236,2.6,1.9080297429156765
Bi2O3,0.6903775116125703,2.855,2.1646224883874297
Nd2ZrS5,0.6900250014944689,1.83,1.1399749985055312
Tl4CuTeO6,0.6896893129576511,2.2,1.510310687042349
RbCu2VS4,0.6892037330276424,1.45,2.1392037330276423
AgAlTe2,0.6890925138918738,1.85,1.1609074861081263
GaAs0.01Sb0.99,0.6890105759625111,1.37,0.680989424037489
SiSn,0.6881871841197477,0.59,1.2781871841197476
SnSi,0.6881871841197477,0.59,1.2781871841197476
NdTe2,0.6875153105915763,0.48,1.1675153105915763
BaTaO2N,0.6861919434194308,1.78,2.466191943419431
AgS,0.6861410876383556,1.1414285714285717,1.8275696590669273
Bi2O2CO3,0.6819692394696144,3.42,4.101969239469614
PSe,0.6806301647318531,2.5,1.8193698352681469
Zn0.2Ba2B2S5.2,0.6801564847095385,3.54,2.8598435152904615
K2Cd2Te3,0.6793305326387704,1.93,2.6093305326387704
Ba2V2Te2O11,0.6787327707154192,3.16,2.481267229284581
Gd2Mn4S7,0.6769970132481085,1.44,2.1169970132481084
KScSe2O6,0.6763028484594429,5.4,4.7236971515405575
K2Gd2Sb2Se9,0.6758325134194529,1.33,2.005832513419453
Zn0.99Hg0.01Se,0.6753234836183057,2.6,1.9246765163816943
ZnS,0.6747629304693143,3.7042,3.029437069530686
As2Te3,0.6747507659800772,1.67375,0.9989992340199229
CsSbS2,0.6736041870776766,2.8,2.1263958129223233
Se2B2O7,0.6729507651407287,4.64,5.312950765140728
SbI3,0.6721954847190104,2.348,1.6758045152809895
Pb6B2CrO12,0.6709414247844336,1.8,2.4709414247844337
MgSiN2,0.6690465748218957,4.05,4.7190465748218955
Sm2Te3,0.667760042028829,0.7,1.367760042028829
Sr5V3O12F,0.6667210444817946,4.5,3.8332789555182054
GeSe2O6,0.6651698495019218,5.289999999999999,4.624830150498077
YbClWO4,0.6645611636175142,4.23,3.5654388363824863
AgLi0.33Ti0.67O2,0.6633838414268696,2.7,3.3633838414268697
ReO3,0.6618329595572705,2.3,2.9618329595572703
BiSCl,0.6618042011493166,1.91,2.5718042011493165
La3Te4,0.6609071937754691,0.43,1.090907193775469
TlTiPS5,0.6605028838059284,1.3,1.9605028838059284
Cu2ZnSnTe4,0.6562824198272932,1.39,0.7337175801727067
TlScTe2,0.6562515124197831,0.85,0.1937484875802169
HgIn2Se4,0.6555941775987723,0.6,1.2555941775987722
Ir0.67Se2,0.6538093908697145,0.45,1.1038093908697144
La2Sr2PtO7.13,0.6493643721900151,2.52,3.169364372190015
Ag2GeTe3,0.649319072587392,0.16,0.809319072587392
KUO3Cl,0.6485377372879868,2.37,3.018537737287987
AgPdI3O9,0.6482048523168822,1.5,2.148204852316882
K10Sn3P8Se24,0.6466808197819007,1.82,2.466680819781901
GeS,0.6459850610669389,1.690090909090909,2.336075970157848
OsS2,0.6456833616278386,2.0,1.3543166383721614
HgGa2Se4,0.6411687613186754,1.95,1.3088312386813246
Li3AlP2,0.638146141940072,2.75,2.111853858059928
LiGaGe2Se6,0.6378529212002793,2.64,2.002147078799721
Ga2O3,0.6351995439904412,4.470000000000001,5.105199543990442
ZnMoSb2O7,0.6340610381031819,3.3,3.9340610381031818
GaP,0.6326936674521066,2.76,2.127306332547893
SmB6,0.631613842288119,3.5,4.131613842288119
Cs4Cu3Bi9S17,0.6299563974741171,0.75,1.3799563974741171
Ba3FeS4Br,0.6276948956129638,1.65,2.2776948956129637
KAg11V4O16,0.626235157576922,2.0,2.626235157576922
RuP4,0.6250669141749945,0.51,1.1350669141749945
La1.86Tb1.14Ga1.67S7,0.6249734180159301,2.67,2.04502658198407
BaTe,0.6248757166088206,3.4,2.7751242833911793
Cu3Ta7O19,0.6210877543271072,2.47,1.848912245672893
Cu3VS4,0.6204498933971403,1.0,1.6204498933971403
Ta2O5,0.6197091419382001,4.2,3.5802908580618
HgCl2,0.6195746182826594,4.45,3.830425381717341
PdPSe,0.6190141883152868,0.15,0.7690141883152868
MoTe2,0.6178113561399903,1.1266666666666667,0.5088553105266764
Tl4CdI6,0.6169894434997487,2.8,2.183010556500251
CBr4,0.6169594666856981,3.7,3.083040533314302
CeBiW2O9,0.6162966472912625,2.34,2.9562966472912624
ZnGeN2,0.6161877401717533,3.05,3.666187740171753
K2ZnTe2,0.6160973207124374,3.0,2.3839026792875626
Pr2S3,0.6154559225349754,2.64,2.0245440774650247
BaGa2GeSe6,0.6138030434352226,2.515,1.9011969565647775
Pb6B2MoO12,0.6137519897237049,2.9,2.286248010276295
KBiCu2S3,0.6126908556195552,1.29,1.9026908556195552
Ca3Sb2,0.6124259639842209,1.4,2.012425963984221
Tl2PrInSe4,0.610076138882533,0.93,1.540076138882533
Zn3B2O6,0.6084491692362644,2.6,3.2084491692362644
Bi2S3,0.6079881862213217,1.3199999999999998,0.7120118137786782
Pr2Te4O11,0.6048818902098554,3.65,3.0451181097901445
Ca4Bi6O13,0.6048532473792605,2.76,3.3648532473792603
Ca6Bi6O15,0.6042586221671491,3.34,2.7357413778328508
Ba2NdGaS5,0.6040540343425258,2.12,2.724054034342526
LiInS2,0.6039399663348339,3.573333333333333,2.969393366998499
Ga2Te3O9,0.6035876994399505,4.145,3.541412300560049
Ba2Sb7O14H,0.601210624348262,2.7,3.301210624348262
ZnSiP2,0.6011872551665323,2.07,2.671187255166532
La5In3S9O3,0.5998188918378724,2.6,2.0001811081621277
Ce2GeSe5,0.5982788271033996,1.7,1.1017211728966003
Gd2O3,0.5971721551707816,5.3,4.702827844829218
LaVI5O16,0.5948708314368463,3.58,2.985129168563154
LiSbTe2,0.5946664560729062,0.129,0.7236664560729063
ZnGeP2,0.5945980479365987,2.16,1.5654019520634015
