,ae,exp,pred
La2O3,1.5027854127333033,5.4,3.897214587266697
Eu2Se3,1.49873615378596,1.02,2.51873615378596
Li6Fe2Te8O22,1.4982214477350002,1.98,3.478221447735
K2Au2SnS4,1.481516243783707,2.75,1.268483756216293
Pb2O3,1.47127385609968,1.67,3.14127385609968
TeI4,1.4686242996514345,1.1,2.5686242996514346
CaO,1.4678834977350705,7.003400000000001,5.53551650226493
Mn2P2Se6,1.4607219025405556,2.5,1.0392780974594444
InAsI,1.459593891544938,0.41,1.869593891544938
KPbB5O9,1.4570730174609712,3.1,4.557073017460971
Ag3AsSe3,1.4492594508839653,2.0884285714285715,0.6391691205446063
PrO,1.4359122682673267,0.55,1.9859122682673267
TlGaTe2,1.4145677971832273,1.8,0.3854322028167727
HgSc,1.408471863204534,0.24,1.648471863204534
K2Te,1.4035905616410642,1.9,3.303590561641064
Si3N4,1.3901073087567717,5.1,3.709892691243228
CsI,1.3739219767166642,6.3566666666666665,4.982744689950002
Ba3La3Cu6O14,1.3629960413463877,1.8,3.162996041346388
BP,1.3629210543686896,4.2,2.8370789456313106
FeP4,1.359592957656455,0.32,1.679592957656455
CrO3,1.3594745665468548,1.4,2.7594745665468547
Ba3P3O10Cl,1.3454869023251268,6.89,5.544513097674873
EuSe,1.3437385700948652,3.1,1.756261429905135
MnO,1.3436242735025727,3.6,2.2563757264974273
Tl2TeBr6,1.3405683705515945,2.06,3.4005683705515946
NaBa2Cu3S5,1.3368657558701373,0.45,1.7868657558701373
ReO3,1.323844706409373,2.3,3.623844706409373
K3Ti2P5S18,1.319144823502911,1.61,2.929144823502911
Li2B6,1.3156761357686793,2.0,3.3156761357686793
Na2Zn3Se4O12,1.3016662226711406,4.9,3.5983337773288597
SmSe,1.2982293561708917,0.46,1.7582293561708917
Nd2HfS5,1.2886690466743664,0.7,1.9886690466743664
TeI,1.2839793627859115,1.1,2.3839793627859116
Cu2Ta11O30,1.2789095578385803,2.59,1.3110904421614196
OsP4,1.2760576396031216,0.5,1.7760576396031216
ZrS2,1.2712745406301382,2.75,1.4787254593698618
Ag2HgI4,1.26379746856939,2.47,1.2062025314306102
CuSmSe2,1.2553210970286415,2.1,0.8446789029713587
TlGaS2,1.2499709540530581,3.4,2.1500290459469418
Li4.5Mn0.5TeO6,1.2478989009676937,1.97,3.2178989009676937
CeFMoO4,1.246421708954213,2.52,3.766421708954213
Lu2O3,1.241846129335734,5.5,4.258153870664266
Mg3B50C8,1.2405381358164307,2.7,1.4594618641835695
SiAs2,1.2382625389845314,0.88,2.1182625389845313
Mg2Sn,1.2322429012388783,0.2723076923076923,1.5045505935465706
MnO2,1.2207557152590944,1.3,2.5207557152590945
CeN,1.2190135033488456,0.7,1.9190135033488456
K4GeSe4,1.2180337905452183,0.64,1.8580337905452184
LaCuOS,1.2169432472942172,3.12,1.903056752705783
NaBiS2,1.2156643890695609,0.41,1.6256643890695608
Ag2PdO2,1.2137083373269668,0.18,1.3937083373269668
Tl4GaIn3S8,1.2110462020776842,2.63,1.4189537979223157
PbCdP4O12,1.2105455139330963,4.859999999999999,3.649454486066903
Ce3MoO7,1.209412081005877,2.0,3.209412081005877
TaN,1.2088827787406264,2.3,1.0911172212593734
SrSe,1.2052974977672992,4.42,3.2147025022327007
La2HfS5,1.202452896894613,0.7,1.902452896894613
RbF,1.1959493480540822,10.4,9.204050651945918
Li4SrB2O6,1.1930218537325503,6.67,5.47697814626745
BaV2SeO8,1.1889439433097682,2.13,3.318943943309768
MnTe9,1.1808150355860396,2.0,0.8191849644139604
YN,1.1794178739912495,1.9,3.0794178739912494
BaZn2As2,1.1790049908024822,0.23,1.4090049908024822
Li3Cs2B5O10,1.1661349250828508,7.3,6.133865074917149
PdTe2,1.1631108882416967,1.8,0.6368891117583034
Cu4Sn7S16,1.1593010654663989,0.8,1.959301065466399
CuGa2Se4,1.159253662782977,0.63,1.789253662782977
CBr4,1.1523302072719996,3.7,4.852330207272
EuYb2Se4,1.149954840275272,1.3,2.449954840275272
TlTiPS5,1.1394339519315324,1.3,2.4394339519315325
Cs2Al2B2O7,1.1361344896003,4.13,5.2661344896003
TlBr,1.1359334639985823,2.991275,1.8553415360014176
Cs2AgBiCl6,1.133970276332295,2.77,3.903970276332295
BaZnOS,1.1322824080699272,3.9,2.7677175919300727
Cu3SbS4,1.131602017472102,0.85,1.981602017472102
Cu3NbSe4,1.1276193778669747,2.45,1.3223806221330254
BaO,1.126484935004826,4.8,5.926484935004826
Ho2HfS5,1.1240294590112212,1.0,2.124029459011221
Ag2ZnSiS4,1.1177560818893348,3.28,2.162243918110665
Ce2S3,1.1146963778260677,1.12,2.234696377826068
YVTeO10,1.1108549657398163,2.2,3.3108549657398165
K2Au2Sn2Se6,1.1107009376997428,2.28,1.169299062300257
Co2Te3O8,1.1102244010789537,3.6,2.4897755989210464
Ca3N2,1.1079406807714947,1.55,2.6579406807714947
ZrO2,1.1056269088219395,4.99,3.8843730911780607
CuBS2,1.1029830636398255,3.61,2.5070169363601744
Cu2GeS3,1.0988967250651143,0.53,1.6288967250651143
Cu1.8S,1.0977393906855475,2.3,1.2022606093144523
Rb4Ge3B6O17,1.0952216858731445,5.42,4.324778314126855
Ga2O3,1.0951466011456343,4.470000000000001,5.565146601145635
Sb5O7I,1.0908296458172873,1.95,3.040829645817287
TlN3,1.0893122021295665,3.58,2.4906877978704336
AgS,1.0887634433998092,1.1414285714285717,2.230192014828381
NaLa2TaO6,1.083506215008824,4.5,3.416493784991176
In2Se2O7,1.0823382136646074,2.97,4.052338213664608
AgI,1.0812090593580532,2.932183333333333,1.85097427397528
Li4.5Cr0.5TeO6,1.0777572773581818,1.79,2.867757277358182
CsLiB6O10,1.077675675754863,6.89,5.812324324245137
HfO2,1.0770680573795,5.55,4.4729319426205
B12P2,1.076377336898163,3.3,2.2236226631018368
Sm2O3,1.0721874361124897,5.0,3.9278125638875103
ZnS,1.0721573813723992,3.7042,2.632042618627601
LiZnBO3,1.0709795133868112,3.1,4.170979513386811
Na3WO4Cl,1.069478517861484,4.99,3.920521482138516
PbSb2Se4,1.0646147875392935,1.8,0.7353852124607066
FePS,1.0637521769163882,0.25,1.3137521769163882
Ge0.542Si0.458,1.0624290587755223,2.238,1.1755709412244777
K2ZnTe2,1.0607552338135795,3.0,1.9392447661864205
LiAsS2,1.0583111480544356,1.6,2.6583111480544357
LaSi2,1.0563830547580224,0.19,1.2463830547580224
Al2S3,1.0562005150711125,4.1,3.043799484928887
ErN,1.0560428239461905,2.7,1.6439571760538096
AgPdI3O9,1.0513410970569188,1.5,2.551341097056919
KZn4B3O9,1.0507045102106511,2.32,3.370704510210651
Tb2Mo3O12,1.047476989208889,1.505,2.552476989208889
GeP,1.0395155682357584,0.95,1.9895155682357584
Mg2Ge,1.03531070008203,1.67,0.6346892999179699
Tl2TeI6,1.0341664385438445,1.485,2.5191664385438446
Bi9O7.5S6,1.0322211170484472,1.27,2.3022211170484472
Th2GeSe2,1.0315205607123357,1.98,0.9484794392876644
GaAs0.1P0.9,1.031511009713807,1.22,2.251511009713807
PbSeO4,1.0275170269179905,4.3,3.2724829730820093
NaI,1.0269708756262812,6.074,5.047029124373719
V2O4,1.024124259837126,0.66,1.684124259837126
Cs3As,1.0224306018467852,0.6,1.6224306018467851
Ca2CdAs2,1.0223449973128012,0.95,1.972344997312801
Sr3Ti2O7,1.0171230511233809,3.26,4.277123051123381
KV2I3O13,1.015373201632345,2.3,3.3153732016323447
Tb4Al2O9,1.0108646875485903,4.59,3.5791353124514096
DyN,1.0090427076083512,2.35,1.3409572923916488
Cs4Cu3Bi9S17,1.0074353962917395,0.75,1.7574353962917395
Ir0.67Se2,1.006201035385057,0.45,1.456201035385057
Cd4Sb3,1.0054005356114326,1.25,0.2445994643885673
NaInS2,1.004667219551846,1.9,2.904667219551846
CuGa3Se5,1.0034631651377997,1.8166666666666669,0.8132035015288672
AgScO2,1.0031042094516889,3.8,2.796895790548311
K8Ce2I18O53,1.0029521505985421,2.34,3.342952150598542
SrTiO3,1.0016996953421966,3.4124999999999996,4.414199695342196
CsSb,1.0008317223491034,0.7050000000000001,1.7058317223491035
La2V2IO9,0.9998290398041858,3.63,2.630170960195814
CsGeI3,0.9959875371130069,1.6,2.595987537113007
Zn0.99Hg0.01Se,0.9928107009758338,2.6,1.6071892990241663
LiMgAs,0.9902766230956084,0.7,1.6902766230956083
CI4,0.9901697956306137,2.26,3.2501697956306135
CsSbS2O8,0.9868306233484185,4.68,3.693169376651581
LaCuOSe,0.9865228668618473,2.83,1.8434771331381528
NdCuOS,0.9840885720944164,2.98,1.9959114279055836
TiS3,0.9799560258117325,0.9,1.8799560258117325
HgSe,0.9797036282965079,0.2416666666666667,1.2213702949631746
Tl2O3,0.9772426381053667,2.25,3.2272426381053667
Ba3Tb2P4S16,0.9701489765914957,3.37,2.3998510234085044
LiSbTe2,0.9692264515706763,0.129,1.0982264515706763
Ba3FeS4Br,0.9664378078146325,1.65,2.6164378078146324
Cu2ZnSiS4,0.9638617634411051,3.15,2.186138236558895
NaScSe2O6,0.9633741355856387,5.5,4.536625864414361
CdSc,0.9597603639008752,1.714,0.7542396360991248
Li3ScN2,0.9584054711813328,2.9,1.9415945288186671
CsSbTe2,0.9549929978148595,0.43,1.3849929978148594
Cs2Cd3B16O28,0.9535716420290612,4.76,3.8064283579709386
LaVI5O16,0.9474296645115894,3.58,2.6325703354884107
Li2MnGeS4,0.9411162985961044,3.06,2.1188837014038957
Li2ZnGeSe4,0.9405412774731718,1.86,2.800541277473172
BaB6,0.9383219129578388,2.64,3.578321912957839
Ta1.33Zr0.67O0.12N3.03,0.9346472082398112,1.71,2.644647208239811
AgF,0.9337389948500938,2.8,3.7337389948500936
PbI2,0.9299127539151941,2.534777777777778,1.6048650238625837
TlPSe2,0.9272627552048001,0.55,1.4772627552048
BaReH9,0.9259541391976436,3.44,2.5140458608023564
Cs2HgI2Cl2,0.9258163470841088,2.15,3.0758163470841087
Na3MoO4F,0.9254245705272082,4.77,3.8445754294727914
Li4.5Ga0.5TeO6,0.9241442535880244,4.99,4.065855746411976
AsI3,0.9175892726460069,2.4333333333333336,1.5157440606873267
HfS2,0.9139971442906263,2.9,1.9860028557093736
LaB6,0.909404607294312,4.1,3.1905953927056876
AsSb,0.9069349576723575,1.6,0.6930650423276425
PrCuOS,0.9067924343482874,3.03,2.1232075656517124
Na7.36Ga7.24Sn4.78Se24,0.9039295563023204,1.5,2.4039295563023204
CsSbS2,0.8999534702265166,2.8,1.9000465297734832
Ge0.653Si0.347,0.8990026486535405,1.914,1.0149973513464594
Li4Cs3B7O14,0.8986114081614787,6.53,5.631388591838522
Tl4CdI6,0.8962298278474079,2.8,1.903770172152592
Sr3GeSb2Se8,0.8961042953953886,0.75,1.6461042953953886
CsYbCoSe3,0.8960855055603201,0.95,1.84608550556032
Zn0.99Cd0.01Se,0.8925600963177067,3.65,2.757439903682293
Mg3As2,0.8894893034017042,2.4499999999999997,1.5605106965982956
CuPbBiS3,0.8894762020030019,0.12,1.009476202003002
Pb2Bi5.9La2.1S14,0.8884169080745128,1.0,1.8884169080745128
Dy2S3,0.8849346460866028,2.955,2.0700653539133973
BiCuOS,0.8803547785992563,1.07,1.9503547785992563
LiSbS2,0.8795479476201014,1.36,2.2395479476201015
Sm2S3,0.878343288289881,2.98,2.101656711710119
CeScO3,0.8781997550629619,3.2,4.078199755062962
K2Al2B2O7,0.8771095515402934,6.89,6.012890448459706
CeMn0.5OSe,0.8738986540285756,2.01,1.1361013459714242
NaNb2PS10,0.8733716995031571,1.72,2.593371699503157
HgIn2Se4,0.8725452796562262,0.6,1.4725452796562262
NaBr,0.8700032884723381,7.261666666666667,8.131669955139005
CeBiW2O9,0.8698706523877267,2.34,3.2098706523877265
HfSe2,0.8574225162691349,2.2,1.3425774837308653
Gd2S3,0.8572281446509553,2.55,1.6927718553490445
KTi2F7,0.8566709709193727,6.4,5.543329029080628
Ba6Al4B14O33,0.8560615136784908,3.44,4.296061513678491
YbClWO4,0.8546084115638561,4.23,3.3753915884361443
Ba4Si3Se9Cl2,0.8545573261749884,1.76,2.6145573261749884
Pb3Cl4TeO3,0.8530614281426487,3.79,2.9369385718573513
In0.01Al0.99P,0.852765078347629,2.4,3.252765078347629
CaMg2N2,0.850616897723877,3.25,2.399383102276123
La2O2ZnSe2,0.8449722811686797,3.4,2.55502771883132
Pb6B2CrO12,0.839531614294198,1.8,2.639531614294198
CuFeS2,0.8382481356207756,0.4866666666666666,1.3249148022874422
Ba2GaBiTe5,0.8375018955335982,1.43,0.5924981044664017
Tl3VS4,0.8365683903098953,1.81,0.9734316096901048
Zn3V2TeO10,0.8364373304650026,2.96,2.1235626695349974
CoP3,0.8360262010299524,0.45,1.2860262010299524
Cs3Bi,0.8357761432282409,0.625,1.460776143228241
Sr2V3Se5O18,0.8351297851444155,2.47,3.3051297851444157
Hg0.01Cd0.99Se,0.8336328562417223,0.29,1.1236328562417224
MnVTe2O8,0.8331089543782948,1.9,2.7331089543782947
CdP2S4,0.832739794027789,3.76,2.927260205972211
BaTaO2N,0.8277800403321904,1.78,2.6077800403321905
TlCl,0.8272536094379377,3.4182,2.5909463905620624
NiP2,0.8260279691577557,0.51,1.3360279691577557
Cu2ZnSiTe4,0.8258243834704826,1.47,0.6441756165295174
GaAs0.01Sb0.99,0.8248789849452204,1.37,0.5451210150547797
Li3AlP2,0.8208964895316793,2.75,1.9291035104683207
ZnSb,0.8206591770428014,1.0833333333333333,0.2626741562905318
SrTe,0.8182048258652372,3.75,2.9317951741347628
AgAlTe2,0.8179129408425623,1.85,1.0320870591574378
Rb4Ti3S14,0.8176736513092429,1.59,2.407673651309243
SnGa2GeS6,0.8176240140279636,2.04,2.8576240140279636
Tl2InGaSe4,0.8169312162374773,2.05,1.2330687837625225
Ag3Ga3SiSe8,0.8134247571539599,2.3,1.48657524284604
Pb2BO3Cl,0.8110070867280217,3.99,3.1789929132719785
Bi2V2Se4O16,0.8108802655328127,2.2,3.010880265532813
Pb4Ga5GeS12,0.8098396706703799,2.35,1.5401603293296202
Ba5CdGa6Se15,0.8084795086491245,2.6,1.7915204913508755
Rh2S3,0.8079780995831276,0.8,1.6079780995831277
ZnI2,0.807354563325088,4.53,3.722645436674912
CsScSe2O6,0.804358870260395,5.2,4.395641129739605
SiTe2,0.7999824021105588,2.015,1.2150175978894413
La3Mg0.5SnS14,0.7988523715263876,1.71,2.5088523715263875
Cs3Nb9Te4O32,0.7988364422083065,3.22,2.4211635577916937
Sr2Bi5.42La2.58S14,0.7976945412127181,1.0,1.797694541212718
SmCuOSe,0.7970934704790191,2.6,1.802906529520981
YH2NO5,0.7948486373365284,4.83,5.6248486373365285
Ba3Sn0.87Bi2.13Se8,0.7941205003822958,0.79,1.5841205003822958
InN,0.7937934261863755,2.13,2.9237934261863754
AgGaGeS4,0.7932847201100373,3.0,2.2067152798899627
BaIn2Se4,0.7853769479908752,2.625,1.8396230520091248
KH2PO4,0.7841812990766437,6.975,6.190818700923356
Li4.5Fe0.5TeO6,0.7827934212892185,3.25,2.4672065787107815
RbMoPO6,0.7810789731203802,2.96,3.74107897312038
Hg0.1Cd0.9Se,0.7810527852170087,0.35,1.1310527852170087
PdPSe,0.7806365496071176,0.15,0.9306365496071176
In4As5O12Br3,0.7791226252977976,4.22,3.440877374702202
Na2B6O9F2,0.7779060766960892,7.33,6.552093923303911
La1.86Tb1.14Ga1.67S7,0.7774984989306839,2.67,1.892501501069316
ErB6,0.775971058422456,3.5,2.724028941577544
Gd1.05Sc0.95Se3,0.7717386582324803,1.2,1.9717386582324803
TiO2,0.7709568579774446,3.3,4.070956857977444
OsS2,0.7704073729475345,2.0,1.2295926270524655
Cs6.40Na1.60Ga8Ge38,0.7703814772486021,0.221,0.991381477248602
Ta0.67Zr1.33O0.42N2.61,0.7695092332094282,1.93,2.699509233209428
In6S7,0.7663328887063537,0.8450000000000001,1.6113328887063538
CdIO3Cl,0.7649518695898005,4.3,3.5350481304101993
AlB12,0.764918358176895,2.14,2.904918358176895
SrThP2S8,0.764146828623558,3.02,2.255853171376442
Zn0.2Ba2B2S5.2,0.7640741782791172,3.54,2.775925821720883
Cu3TbSe3,0.7637548398488355,0.16,0.9237548398488356
CrTe2,0.7629504638652204,0.17,0.9329504638652204
RbBiSe2,0.7627676741745626,0.8466666666666667,1.6094343408412293
KCuThS3,0.7618266617482732,2.95,2.188173338251727
Mg2GeSe4,0.7611828150791777,2.02,2.7811828150791778
YVSeO10,0.7608678281368553,2.7,3.4608678281368555
PdPS,0.7591746851400754,1.39,0.6308253148599245
La2O2FeSe2,0.7590545014784691,0.7,1.459054501478469
La2NiVO6,0.758387985351233,0.45,1.208387985351233
RuP4,0.7558821945297796,0.51,1.2658821945297796
CsBiSe2,0.7529559267063128,1.07,1.822955926706313
Cs2TeI6,0.7517134807514014,1.5,2.2517134807514014
Ca3La2Sn3S12,0.7482044059646216,1.45,2.1982044059646215
ZnIn2Te4,0.7468949751283114,1.8733333333333333,1.126438358205022
NH7Se2O6,0.7433638946061629,4.81,5.5533638946061625
YbTe,0.7411512129446325,1.8,1.0588487870553676
NaSbTe2,0.74062301408427,0.47,1.21062301408427
Gd3.04Sc0.96S6,0.7403020550345523,1.5,2.2403020550345523
K2.15Pb1.7Sb8.15Se15,0.7398336204897639,0.6,1.3398336204897638
BiTeI,0.73708669176841,0.46,1.19708669176841
Ir0.67S2,0.7363840763776783,2.0,1.2636159236223217
K10Co4Sn4S17,0.734973276356099,1.5550000000000002,2.289973276356099
EuGa2S4,0.7343378349448915,2.25,2.9843378349448915
K4P8Te4,0.7339539482442259,1.4,2.133953948244226
RbCd4Ga5S12,0.7320326901461862,3.02,2.287967309853814
La2CoVO6,0.7299916816609029,0.41,1.1399916816609028
LiPbB9O15,0.7286948053552447,4.75,4.021305194644755
CuZr1.86S4,0.7275834937600496,1.26,1.9875834937600496
Ba5Ga6GeP12,0.7275821120306818,1.39,2.1175821120306817
CdTeO3,0.7260673251193488,3.73,3.003932674880651
LiBi4Ta3O12,0.7232606628825708,3.5,2.776739337117429
Nd3Te4,0.7227911793419917,1.6,0.8772088206580084
K2Ta15O32,0.722525732178096,0.33,1.052525732178096
LiGaTe2,0.7220562345726633,2.31,1.5879437654273367
PrBN2,0.7207263934205956,4.0,3.2792736065794044
Rb1.45Pb3.1Sb7.45Se15,0.7182946264703141,0.45,1.168294626470314
CaB6,0.717550645446444,4.5,3.782449354553556
VO2,0.7175106044219992,0.466,1.1835106044219992
Ag4Ba6Sn4S16,0.7162461788904084,2.37,1.6537538211095917
Ba3ZnTa2O9,0.7148673836710313,4.32,3.605132616328969
Fe2TiSi,0.7134726291012449,0.4,1.113472629101245
PbGeS3,0.712377210074032,2.4,1.687622789925968
Zn0.4Hg0.6Se,0.7102126281536898,0.4599999999999999,1.1702126281536898
CuIn3S5,0.7096172158893945,1.2,1.9096172158893945
BaGa2S4,0.7078380243772271,4.125,3.417161975622773
Cd0.01Te0.01Al0.99Sb0.99,0.7076597639628925,2.21,1.5023402360371074
Bi6Cu3S10I,0.7054368999789031,0.72,1.425436899978903
Cs2Ga2Se5,0.7041025062923179,1.95,2.654102506292318
La2BaTe5O14,0.7040163184948969,3.81,3.105983681505103
MnTe,0.7024289626777735,1.3,0.5975710373222265
Na8Eu2Ge4S12,0.6989511056650723,2.15,2.8489511056650723
Eu3S4,0.6986336729206231,1.7,2.398633672920623
Sm2Se3,0.6971906333104294,2.3,1.6028093666895704
InSnAsSe,0.6971861751364727,0.26,0.9571861751364727
SbI3,0.6941862705089126,2.348,1.6538137294910873
Th2Se5,0.6927597556112476,0.37,1.0627597556112476
Pr2S3,0.692571723310452,2.64,1.947428276689548
Ba2Sb7O14H,0.6912713079930879,2.7,3.391271307993088
KBiS2,0.6906325105061178,0.8933333333333334,1.5839658438394513
Pb3B3O10N,0.6898565352777353,3.64,4.329856535277735
TlHg6S4Br5,0.6891355433201691,3.03,2.3408644566798307
RhAs2,0.6874003468629504,1.15,0.4625996531370495
LaIn3S6,0.6857122998972638,1.03,1.7157122998972638
YbS,0.6850142845024629,1.135,1.820014284502463
MnAl3,0.6834905475832341,0.58,1.263490547583234
SmTe,0.6822174509976388,0.378,1.0602174509976388
LaInS2O,0.679794294944196,2.73,3.409794294944196
LaZnAsO,0.6789873447117549,1.5,2.178987344711755
Na2Be4B4O11,0.6779053683862539,7.3,6.622094631613746
BiIO3F2,0.6774966702205867,3.97,4.647496670220587
KSi2P3,0.6768257364312762,1.72,2.396825736431276
KAlGeS4,0.6766575193999458,3.5,2.823342480600054
Pb3Br2Se2O6,0.6764663749401674,3.73,3.0535336250598326
La2S3,0.6764159148909581,2.77,2.093584085109042
SnI2,0.6751178257927748,2.4,1.7248821742072251
PrFMoO4,0.6739390948142527,3.64,2.9660609051857474
Rb4Mo5P2O22,0.6724022038239275,3.51,2.8375977961760723
AgGaSiSe4,0.6723013681991792,2.63,1.9576986318008207
MoSe2,0.6717870106827143,1.6,0.9282129893172858
AsBr3,0.6704243081069241,2.6,3.270424308106924
Ba4Ga2Se8,0.6692989901351707,1.63,2.2992989901351706
Li4.5Al0.5TeO6,0.6688344581762555,4.9,4.231165541823745
Cd2V2Te2O11,0.6686846612556931,2.48,3.148684661255693
Rb2TeI6,0.6609562283185504,1.4,2.0609562283185503
BaUSe3,0.6591747594284982,1.0,1.6591747594284982
Pr2Sr2PtO7.07,0.6582286580820909,3.05,2.391771341917909
Cu3ScSe3,0.6575959111172018,0.3,0.9575959111172018
YClMoO4,0.6563652239927538,3.82,3.163634776007246
GaTc,0.6561445216563297,1.42,0.7638554783436702
InP2S4,0.6554921662782958,2.585,3.2404921662782957
Ca2SnS4,0.6530098266165303,2.32,2.97300982661653
Cs4Th2P6S18,0.6524516953721298,2.8,2.14754830462787
Cd3MoTe2O10,0.6507191912395727,3.81,3.1592808087604274
Ce2Sn3Se9,0.6504122704543227,0.3,0.9504122704543226
GaBi,0.647058743696368,0.1,0.7470587436963679
AgFeSe2,0.6456583105268257,0.23,0.8756583105268256
La3FMo4O16,0.6442223936605878,3.7,3.0557776063394124
CsBi3Se5,0.6438594018878381,0.43,1.073859401887838
GdB6,0.6437257732384731,3.6,2.956274226761527
Hg2I2Te2,0.6435919063697544,1.85,1.2064080936302457
Na2Te,0.643413458407682,2.3,1.6565865415923178
BaSe,0.6429893719463324,3.626666666666667,2.9836772947203345
Be3N2,0.6417073938646647,3.8,4.4417073938646645
Ca3B2N4,0.641022138060102,4.0,3.358977861939898
Hg0.99Cd0.01Se,0.6396086231966556,1.72,1.0803913768033444
ZnGeN2,0.6387402564664497,3.05,3.6887402564664495
Ba8Al10B12O41,0.6380888207536688,3.1,3.738088820753669
Rb2TeBr6,0.6375270781726097,2.14,2.77752707817261
Cd3P2,0.6364424844873097,0.5555,1.1919424844873097
Ca2Si,0.6331736555275955,1.9,1.2668263444724044
PbSnS3,0.6316601433828856,0.975,1.6066601433828855
CdGa2S4,0.6314662673671472,3.42,2.7885337326328528
Bi3TeBO9,0.631091435180855,2.6,3.231091435180855
