,Feature,Importance
62,sum_Number_of_unfilled_s_valence_electrons,0.0019079612891215163
2,avg_Atomic_Number,0.0018924841986596697
32,avg_l_quantum_number,0.0018813865744082415
123,range_specific_heat_(J/g_K)_,0.001823938742170519
114,range_heat_atomization(kJ/mol),0.001810577768391941
7,avg_Covalent_Radius,0.001716719054411197
93,range_Covalent_Radius,0.0017042503301276256
5,avg_Boiling_Point_(K),0.0016959320154713749
48,sum_Boiling_Point_(K),0.0016935947974634172
56,sum_Molar_Denstiy_(mol/ml),0.0016208174994718936
109,range_Zunger_radii_sum,0.0016073078421762468
79,sum_polarizability(A^3),0.0014826161333687325
72,sum_heat_of_fusion_(kJ/mol)_,0.0014557813731012066
3,avg_Atomic_Radus,0.0012652729186642868
102,range_Number_of_unfilled_d_valence_electrons,0.0012651766223814582
36,avg_polarizability(A^3),0.0012609270653765985
55,sum_Mendele_Number,0.0012577868992112828
112,range_gilmor_number_of_valence_electron,0.0012515788465146318
89,range_Atomic_Radus,0.0012282422877911137
75,sum_l_quantum_number,0.001197838006646255
64,sum_Pauling_Electronegativity,0.0011963442095660917
111,range_families,0.0011869824630641684
14,avg_Molar_Heat_Capacity(J/mol_K),0.0011770912645929154
128,range_valence_s,0.0011736012272212418
105,range_Number_of_unfilled_s_valence_electrons,0.0011605357622716612
83,sum_valence_f,0.0011485350229116006
19,avg_Number_of_unfilled_s_valence_electrons,0.0011323584116109543
50,sum_Covalent_Radius,0.0011140648937219048
88,range_Atomic_Number,0.0010398964842676603
67,sum_abs_valence,0.0009627639187340765
66,sum_Zunger_radii_sum,0.0008689925301244361
106,range_Orbital_Radius(pm),0.000823439760740753
69,sum_gilmor_number_of_valence_electron,0.00070435548876116
117,range_ionic_radius,0.0006986870589522541
78,sum_outer_shell_electrons,0.0006318348256947959
47,sum_Atomic_Weight,0.0006257643549335981
46,sum_Atomic_Radus,0.0006199717856723366
54,sum_Melting_point_(K),0.0006138514397343889
60,sum_Number_of_unfilled_f_valence_electrons,0.0005834735598180776
108,range_Period,0.0005574507058476488
63,sum_Orbital_Radius(pm),0.0005283161092287579
17,avg_Number_of_unfilled_f_valence_electrons,0.0005216773354067381
113,range_group,0.000513471614749403
74,sum_ionic_radius,0.0004991282170510569
122,range_polarizability(A^3),0.0004801154812922675
42,avg_valence_s,0.00043238180828590345
65,sum_Period,0.00039470885637761754
40,avg_valence_f,0.00033368388962896786
45,sum_Atomic_Number,0.00028786758678137645
126,range_valence_f,0.00028440042574590346
121,range_outer_shell_electrons,0.0001870406430615668
77,sum_number_of_valence_electrons,0.0001351971762441067
103,range_Number_of_unfilled_f_valence_electrons,0.0001227927643271103
68,sum_families,0.00010456575896620205
85,sum_valence_s,5.441048627139786e-05
