,range_metallic_valence,avg_Cohesive_energy,avg_heat_atomization(kJ/mol),range_l_quantum_number,avg_1st_ionization_potential_(kJ/mol),avg_metallic_valence,range_valence_p,range_Number_of_unfilled_p_valence_electrons,avg_thermal_conductivity_(W/(m_K))_,range_Density_(g/mL),range_number_of_valence_electrons,avg_Density_(g/mL),range_gilmor_number_of_valence_electron,range_Molar_Denstiy_(mol/ml),avg_heat_of_vaporization_(kJ/mol)_,avg_Gordy_electonegativity,range_Number_of_unfilled_d_valence_electrons,range_valence_d,range_heat_of_fusion_(kJ/mol)_,range_Mendele_Number,range_Gordy_electonegativity,range_abs_valence,avg_Critical_Temperature,range_Molar_Heat_Capacity(J/mol_K),range_Pauling_Electronegativity,range_group,range_1st_ionization_potential_(kJ/mol),range_Boiling_Point_(K),range_Critical_Temperature,range_families,range_Allred-Rockow_electronegativity,range_heat_atomization(kJ/mol),avg_Atomic_Number,range_heat_of_vaporization_(kJ/mol)_,avg_Atomic_Weight,range_Cohesive_energy,avg_l_quantum_number,avg_abs_valence,avg_Period,range_valence_s,range_Number_of_unfilled_s_valence_electrons,range_Atomic_Radus,avg_polarizability(A^3),avg_Molar_Heat_Capacity(J/mol_K),avg_valence_d,avg_Number_of_unfilled_d_valence_electrons,range_Zunger_radii_sum,avg_group,range_thermal_conductivity_(W/(m_K))_,range_Covalent_Radius,avg_number_of_valence_electrons,sum_valence_d,sum_Density_(g/mL),range_Atomic_Weight,avg_outer_shell_electrons,range_Atomic_Number,avg_families,avg_Molar_Denstiy_(mol/ml),avg_gilmor_number_of_valence_electron,avg_heat_of_fusion_(kJ/mol)_,range_outer_shell_electrons,range_Number_of_unfilled_f_valence_electrons,range_valence_f,range_Period,avg_Boiling_Point_(K),range_ionic_radius,avg_valence_p,avg_Number_of_unfilled_p_valence_electrons,range_polarizability(A^3),range_Melting_point_(K),avg_Number_of_unfilled_f_valence_electrons,avg_valence_f,avg_Number_of_unfilled_s_valence_electrons,avg_valence_s,sum_Melting_point_(K),avg_Melting_point_(K),range_Nagle_electonegativity,avg_Pauling_Electronegativity,avg_Atomic_Radus,sum_thermal_conductivity_(W/(m_K))_,avg_Mendele_Number,sum_metallic_valence,sum_Number_of_unfilled_s_valence_electrons,avg_Covalent_Radius,avg_Zunger_radii_sum,range_specific_heat_(J/g_K)_,range_Orbital_Radius(pm),avg_Nagle_electonegativity,sum_valence_f,sum_Gordy_electonegativity,avg_Allred-Rockow_electronegativity,sum_Nagle_electonegativity,sum_l_quantum_number,sum_Molar_Denstiy_(mol/ml),avg_Orbital_Radius(pm),sum_Atomic_Number,sum_Number_of_unfilled_d_valence_electrons,sum_Molar_Heat_Capacity(J/mol_K),sum_polarizability(A^3),avg_ionic_radius,avg_specific_heat_(J/g_K)_,sum_1st_ionization_potential_(kJ/mol),sum_Number_of_unfilled_p_valence_electrons,sum_Atomic_Weight,sum_Critical_Temperature,sum_Zunger_radii_sum,sum_Allred-Rockow_electronegativity,sum_group,sum_Pauling_Electronegativity,sum_specific_heat_(J/g_K)_,sum_Boiling_Point_(K),sum_Period,sum_abs_valence,sum_Orbital_Radius(pm),sum_heat_of_fusion_(kJ/mol)_,sum_Atomic_Radus,sum_Number_of_unfilled_f_valence_electrons,sum_heat_of_vaporization_(kJ/mol)_,sum_ionic_radius,sum_valence_s,sum_valence_p,sum_Covalent_Radius,sum_outer_shell_electrons,sum_families,sum_Mendele_Number,sum_number_of_valence_electrons,sum_Cohesive_energy,sum_gilmor_number_of_valence_electron,sum_heat_atomization(kJ/mol)
354,1.7800000000000002,4.453333333333333,433.66666666666663,1.0,742.3333333333333,4.593333333333334,2.0,2.0,129.89999999999998,4.86,2.0,3.95,0.0,0.06,370.9133333333333,3.8833333333333337,5.0,5.0,33.65,29.0,0.9200000000000004,3.0,5006.0,3.4599999999999973,0.24,8.0,134.0,317.0,459.0,2.0,0.27,55.0,17.333333333333332,39.920000000000016,36.06,0.5300000000000002,1.3333333333333333,3.0,3.333333333333333,1.0,1.0,0.5499999999999998,7.466666666666667,21.093333333333337,1.6666666666666663,8.333333333333332,1.02,11.333333333333332,54.3,0.1599999999999999,4.666666666666666,5.0,11.85,23.91,3.0,10.0,5.333333333333333,0.1,4.0,39.33333333333333,3.0,0.0,0.0,1.0,2733.8166666666666,0.2999999999999998,1.3333333333333333,4.666666666666666,6.199999999999999,447.0,13.999999999999998,0.0,0.3333333333333333,1.6666666666666663,5496.450000000001,1832.15,0.5800000000000001,1.82,1.2933333333333332,389.7,68.33333333333333,13.78,1.0,1.163333333333333,1.7599999999999998,0.2599999999999999,38.500000000000014,1.6766666666666663,0.0,11.65,1.8299999999999996,5.03,4.0,0.3,119.63333333333333,52.0,25.0,63.28,22.4,1.2,0.6233333333333333,2227.0,14.0,108.18,15018.0,5.279999999999999,5.49,34.0,5.46,1.87,8201.45,10.0,9.0,358.9,118.0,3.88,42.0,1112.74,3.6,5.0,4.0,3.49,9.0,16.0,205.0,14.0,13.36,12.0,1301.0
355,3.78,2.826666666666666,263.66666666666663,1.0,796.9999999999999,3.26,4.0,4.0,32.800000000000004,0.9500000000000002,0.0,6.556666666666667,2.0,0.09,149.8,4.716666666666667,5.0,5.0,0.5899999999999999,41.0,2.1700000000000004,1.0,3119.333333333333,2.120000000000001,0.4400000000000001,10.0,216.0,1682.2,2371.0,2.0,0.5100000000000002,200.0,42.666666666666664,291.75,102.4,1.9099999999999997,1.3333333333333333,4.333333333333333,4.666666666666666,1.0,1.0,0.4299999999999999,7.533333333333333,24.813333333333333,8.333333333333332,1.6666666666666663,0.77,12.666666666666666,91.35,0.08,6.0,25.0,19.67,75.6,1.6666666666666663,28.0,5.333333333333333,0.08,5.333333333333333,17.29333333333333,1.0,0.0,0.0,1.0,1823.6833333333336,0.0,2.6666666666666665,3.333333333333333,6.1,1407.5,13.999999999999998,0.0,0.3333333333333333,1.6666666666666663,3575.45,1191.8166666666666,0.79,1.9533333333333331,1.373333333333333,98.4,76.33333333333333,9.78,1.0,1.3233333333333333,1.9266666666666663,0.25,34.20000000000002,1.8166666666666669,0.0,14.15,1.99,5.45,4.0,0.24,122.5,128.0,5.0,74.44,22.6,1.4,0.2833333333333333,2391.0,10.0,307.2,9358.0,5.779999999999999,5.970000000000001,38.0,5.86,0.8500000000000001,5471.05,14.0,13.0,367.5,51.879999999999995,4.12,42.0,449.4,4.199999999999999,5.0,8.0,3.97,5.0,16.0,229.0,18.0,8.48,16.0,791.0
356,5.44,1.405,132.10000000000002,1.0,902.6,1.044,5.0,5.0,50.93900000000001,8.629999999999999,10.0,4.271,6.0,0.09,58.349999999999994,5.59988,10.0,10.0,9.21,90.0,2.56,5.0,1948.0,12.7123556,2.17,16.0,764.0,2153.2000000000003,6896.0,7.0,2.03,205.0,45.0,235.14,106.207037,2.1500000000000004,0.7,3.5,4.7,1.0,1.0,2.04,15.31,34.09676444,2.0,8.0,3.109999999999999,13.0,428.88,1.11,6.0,20.0,42.71,129.08037,5.0,48.0,5.9,0.04067,5.1000000000000005,5.852,6.0,14.0,14.0,2.0,819.4300000000001,1.4500000000000002,3.3,2.7000000000000006,56.5,969.2,12.6,1.4,0.3,1.7,3978.1,397.81,1.77,2.329,1.468,509.39,73.1,10.44,3.0,1.4329999999999998,2.0197000000000003,0.35,166.70000000000002,2.022,14.0,55.9988,2.134,20.22,7.0,0.4067,127.23,450.0,80.0,340.96764440000004,153.1,1.53,0.366,9026.0,27.0,1062.07037,19480.0,20.197,21.34,130.0,23.29,3.66,8194.3,47.0,35.0,1272.3,58.52,14.68,126.0,583.5,15.3,17.0,33.0,14.33,50.0,59.0,731.0,60.0,14.05,51.0,1321.0
357,5.44,1.513,137.5,1.0,969.2,1.044,5.0,5.0,50.873000000000005,10.5,10.0,2.399,6.0,0.1,55.206,5.85788,10.0,10.0,9.21,89.0,2.99,5.0,1847.776,14.88,2.37,16.0,875.0,2246.6,7063.04,7.0,2.21,205.0,34.2,240.38,79.537037,2.1500000000000004,0.7,3.5,4.1,1.0,1.0,2.19,14.77,21.63476444,2.0,8.0,3.3,13.0,428.99,1.26,6.0,20.0,23.99,173.53037,5.0,66.0,5.9,0.01667,5.1000000000000005,4.616,6.0,14.0,14.0,3.0,763.3900000000001,1.6,3.3,2.7000000000000006,57.4,1063.0,12.6,1.4,0.3,1.7,3415.3,341.53000000000003,2.03,2.449,1.378,508.73,72.5,10.44,3.0,1.343,1.9057,0.36,179.3,2.178,14.0,58.5788,2.242,21.78,7.0,0.1667,119.67,342.0,80.0,216.3476444,147.7,1.44,0.372,9692.0,27.0,795.3703700000001,18477.76,19.057,22.42,130.0,24.49,3.72,7633.900000000001,41.0,35.0,1196.7,46.16,13.78,126.0,552.0600000000001,14.4,17.0,33.0,13.43,50.0,59.0,725.0,60.0,15.13,51.0,1375.0
358,3.0,2.9492307692307693,284.53846153846155,1.0,977.5384615384615,1.076923076923077,4.0,4.0,46.15461538461539,2.7,5.0,1.063076923076923,5.0,0.22,132.73461538461538,6.437692307692307,0.0,0.0,49.98,82.0,4.85,3.0,2202.0046153846156,20.869999999999997,2.65,15.0,938.0,4184.85,8395.42,6.0,2.9499999999999997,494.0,15.53846153846154,486.29,34.87692307692308,5.01,0.8461538461538461,2.6153846153846154,2.769230769230769,1.0,1.0,2.5,11.333076923076923,18.26615384615385,0.0,10.0,3.84,12.769230769230768,236.97,1.52,4.307692307692308,0.0,13.82,122.1,4.307692307692308,50.0,5.615384615384615,0.0507692307692307,4.307692307692308,9.823076923076924,5.0,0.0,0.0,4.0,1272.7423076923078,2.0,2.4615384615384617,3.5384615384615383,58.81,2297.4,14.0,0.0,0.1538461538461538,1.8461538461538465,7556.950000000001,581.3038461538463,2.83,2.5353846153846153,1.0323076923076924,600.01,69.92307692307693,14.0,2.0,1.0469230769230768,1.2976923076923077,0.78,206.8,2.62,0.0,83.69,2.6084615384615386,34.06,11.0,0.66,95.09230769230768,202.0,130.0,237.46,147.33,1.046153846153846,0.8276923076923077,12708.0,46.0,453.4,28626.06,16.869999999999997,33.91,166.0,32.96,10.760000000000002,16545.65,36.0,34.0,1236.2,127.7,13.42,182.0,1725.5499999999995,13.6,24.0,32.0,13.61,56.0,73.0,909.0,56.0,38.34,56.0,3699.0
359,3.0,2.5086956521739134,236.69565217391303,1.0,1074.1304347826087,0.8695652173913043,4.0,4.0,5.581739130434783,3.5,5.0,0.9356521739130436,5.0,0.06,28.597391304347823,6.9256521739130426,0.0,0.0,7.53,82.0,3.939999999999999,3.0,862.0052173913043,17.18,2.65,15.0,938.0,1823.0,3115.42,6.0,2.9499999999999997,236.0,19.565217391304348,138.59,44.595217391304345,2.63,0.782608695652174,3.3043478260869565,3.0434782608695654,1.0,1.0,2.5,11.467826086956524,19.53521739130435,0.0,10.0,3.84,12.695652173913045,35.87,1.52,4.869565217391305,0.0,21.52,121.33,4.869565217391305,48.0,5.826086956521739,0.0152173913043478,4.869565217391305,1.4413043478260872,5.0,0.0,0.0,4.0,482.5413043478261,2.0,2.956521739130435,3.0434782608695654,58.81,943.4,14.0,0.0,0.0869565217391304,1.9130434782608696,5633.049999999999,244.9152173913043,2.83,2.6595652173913047,1.0517391304347825,128.38,69.0,20.0,2.0,1.082608695652174,1.32,0.72,206.8,2.786086956521739,0.0,159.29,2.7608695652173916,64.08,18.0,0.35,92.1391304347826,450.0,230.0,449.31,263.76,1.0456521739130435,0.7408695652173913,24705.0,70.0,1025.69,19826.12,30.36,63.5,292.0,61.169999999999995,17.04,11098.45,70.0,76.0,2119.2,33.15,24.19,322.0,657.74,24.049999999999997,44.0,68.0,24.9,112.0,134.0,1587.0,112.0,57.7,112.0,5444.0
360,4.44,3.497959183673469,339.46938775510205,1.0,1080.8979591836733,1.2922448979591836,4.0,4.0,16.225306122448977,8.65,11.0,1.37,5.0,0.22,170.7116326530612,6.705714285714285,10.0,10.0,49.98,82.0,4.449999999999999,4.0,1420.9844897959183,20.869999999999997,2.65,15.0,938.0,4184.85,3129.42,6.0,2.9499999999999997,494.0,11.387755102040815,486.29,24.979795918367344,5.01,0.8979591836734693,2.653061224489796,2.346938775510204,1.0,1.0,2.5,4.304489795918367,14.897755102040817,0.6122448979591837,9.387755102040815,3.84,14.163265306122447,96.77,1.52,5.183673469387755,30.0,67.13,122.1,4.571428571428571,50.0,6.244897959183673,0.0771428571428571,4.5102040816326525,16.98183673469388,5.0,0.0,0.0,4.0,1549.4479591836732,2.0,2.6122448979591835,3.387755102040816,58.81,2297.4,14.0,0.0,0.0408163265306122,1.9591836734693877,41552.65,848.0132653061224,2.83,2.7675510204081633,0.7785714285714285,795.0400000000001,77.71428571428571,63.32,2.0,0.8673469387755101,0.8416326530612244,0.79,206.8,2.849183673469388,0.0,328.58,2.8522448979591832,139.61,44.0,3.78,68.57959183673468,558.0,460.0,729.99,210.92,0.8214285714285714,0.8826530612244898,52964.0,166.0,1224.01,69628.24,41.239999999999995,139.76,694.0,135.61,43.25,75922.95,115.0,130.0,3360.4,832.11,38.15,686.0,8364.869999999999,40.25,96.0,128.0,42.5,224.0,306.0,3808.0,254.0,171.39999999999998,221.0,16634.0
361,3.4400000000000004,1.5377777777777777,142.44444444444446,1.0,759.1111111111111,2.591111111111111,4.0,4.0,41.28888888888888,6.78,11.0,6.072222222222223,5.0,0.07,71.59888888888888,4.708888888888889,10.0,10.0,15.4,85.0,1.5200000000000005,4.0,2452.4444444444443,6.379999999999999,1.31,15.0,493.0,320.80000000000007,1022.0,5.0,1.5,118.0,51.33333333333333,47.02,123.71666666666668,1.39,0.4444444444444444,2.0,5.222222222222222,1.0,1.0,1.75,18.08888888888889,27.047777777777775,7.777777777777778,2.2222222222222223,2.6399999999999997,11.333333333333332,94.45,0.8999999999999999,6.888888888888889,70.0,54.650000000000006,20.5,1.7777777777777777,7.0,4.222222222222221,0.0511111111111111,3.2222222222222223,10.30111111111111,1.0,0.0,0.0,1.0,1116.7277777777776,1.2000000000000002,1.7777777777777777,4.222222222222221,54.1,421.1,13.999999999999998,0.0,0.2222222222222222,1.7777777777777777,5275.85,586.2055555555555,1.29,1.672222222222222,1.7455555555555555,371.6,64.44444444444444,23.32,2.0,1.5933333333333333,2.4399999999999995,0.0399999999999999,140.70000000000002,1.5833333333333333,0.0,42.379999999999995,1.6133333333333333,14.25,4.0,0.46,144.79999999999998,462.0,20.0,243.43,162.8,1.7166666666666663,0.2188888888888889,6832.0,38.0,1113.4499999999998,22072.0,21.96,14.52,102.0,15.05,1.97,10050.55,47.0,18.0,1303.2,92.71,15.71,126.0,644.3899999999999,15.45,16.0,16.0,14.34,16.0,38.0,580.0,62.0,13.84,29.0,1282.0
362,4.44,2.5754545454545457,250.27272727272725,2.0,810.0,2.6254545454545455,4.0,4.0,83.97727272727273,7.090000000000001,10.0,4.126363636363637,5.0,0.13,85.39636363636365,5.039090909090909,10.0,10.0,18.15,83.0,2.1899999999999995,4.0,2857.090909090909,9.13,1.79,15.0,624.0,2122.3,4107.0,6.0,1.9299999999999995,259.0,31.81818181818182,290.5,72.43545454545455,2.6900000000000004,1.0,2.5454545454545454,4.090909090909091,1.0,1.0,2.1,14.572727272727274,25.19,3.6363636363636367,6.363636363636363,3.2099999999999995,12.181818181818182,400.73,1.23,5.818181818181818,40.0,45.39000000000001,100.84,3.454545454545454,39.0,5.181818181818182,0.0636363636363636,4.181818181818182,7.1472727272727266,5.0,0.0,0.0,3.0,1418.1954545454546,1.6,2.3636363636363633,3.636363636363636,56.7,1054.6,14.0,0.0,0.3636363636363636,1.6363636363636362,7053.45,641.2227272727273,1.7000000000000002,2.034545454545454,1.4472727272727273,923.75,68.0,28.880000000000003,4.0,1.3745454545454543,1.9763636363636363,0.5,170.8,1.8918181818181816,0.0,55.43,1.9936363636363637,20.81,11.0,0.7,125.94545454545454,350.0,70.0,277.09000000000003,160.29999999999998,1.4363636363636365,0.4736363636363636,8910.0,40.0,796.79,31428.0,21.74,21.93,134.0,22.380000000000003,5.21,15600.15,45.0,28.0,1385.4,78.62,15.92,154.0,939.36,15.8,18.0,26.0,15.12,38.0,57.0,748.0,64.0,28.33,46.0,2753.0
363,4.44,0.9607692307692308,92.0769230769231,2.0,910.5384615384615,1.1784615384615384,5.0,5.0,7.724615384615384,11.63,11.0,6.436923076923077,6.0,0.0573,36.858999999999995,6.2339,10.0,10.0,5.73,91.0,3.8169,5.0,1202.5384615384617,4.739999999999998,1.87,16.0,632.0,485.0,1119.0,7.0,1.6999999999999995,46.0,59.53846153846155,46.989999999999995,144.83,0.44,1.076923076923077,3.230769230769231,5.384615384615385,1.0,1.0,1.83,13.492307692307694,28.055848461538464,8.461538461538462,1.5384615384615383,2.72,13.384615384615383,35.449999999999996,0.92,7.230769230769232,110.0,83.68,73.69,4.923076923076923,27.0,6.0,0.0416846153846153,4.692307692307693,5.663461538461538,6.0,14.0,14.0,1.0,571.6884615384615,1.2000000000000002,3.076923076923077,2.923076923076923,54.6,152.39999999999998,10.76923076923077,3.230769230769231,0.1538461538461538,1.8461538461538465,4399.049999999999,338.38846153846157,1.48,2.22,1.560769230769231,100.42,76.23076923076924,15.32,2.0,1.5084615384615383,2.197692307692308,0.1009999999999999,147.4,1.873846153846154,42.0,81.0407,1.96,24.36,14.0,0.5419,128.9692307692308,774.0,20.0,364.72603,175.4,1.6076923076923078,0.1982307692307692,11837.0,38.0,1882.79,15633.0,28.57,25.48,174.0,28.86,2.577,7431.95,70.0,42.0,1676.6,73.625,20.29,140.0,479.167,20.9,24.0,40.0,19.61,64.0,78.0,991.0,94.0,12.490000000000002,61.0,1197.0
364,3.4400000000000004,1.6677777777777778,161.88888888888889,2.0,863.6666666666665,2.591111111111111,4.0,4.0,10.877777777777776,11.63,11.0,5.835555555555556,5.0,0.0573,39.15188888888888,6.33341111111111,10.0,10.0,0.575,83.0,3.8169,4.0,1593.0,9.13,1.79,15.0,631.0,312.0,624.0,6.0,1.9299999999999995,218.0,46.0,57.94,110.6522222222222,2.18,1.1111111111111112,2.0,4.666666666666666,1.0,1.0,2.1,16.333333333333332,26.502892222222226,3.333333333333333,6.666666666666667,3.2099999999999995,11.333333333333332,35.629999999999995,1.23,6.888888888888889,30.0,52.52,168.52,3.5555555555555554,64.0,4.666666666666666,0.0513222222222222,3.2222222222222223,1.9938888888888888,5.0,14.0,14.0,3.0,738.461111111111,1.6,1.7777777777777777,4.222222222222221,56.7,151.7,9.333333333333332,4.666666666666666,0.2222222222222222,1.7777777777777777,2849.6499999999996,316.62777777777774,1.7000000000000002,1.988888888888889,1.623333333333333,97.9,63.888888888888886,23.32,2.0,1.45,2.25,0.571,170.8,1.7955555555555556,42.0,57.0007,1.8844444444444444,16.16,10.0,0.4619,129.48888888888888,414.0,60.0,238.52603,147.0,1.522222222222222,0.4152222222222222,7773.0,38.0,995.87,14337.0,20.25,16.96,102.0,17.9,3.737,6646.15,42.0,18.0,1165.4,17.945,14.61,84.0,352.367,13.7,16.0,16.0,13.05,32.0,42.0,575.0,62.0,15.010000000000002,29.0,1457.0
365,3.4400000000000004,1.7046666666666668,165.13333333333333,2.0,919.6,2.842666666666667,4.0,4.0,8.248666666666667,11.63,11.0,6.615333333333334,5.0,0.0573,37.29693333333334,6.6194266666666675,10.0,10.0,0.575,83.0,3.8169,4.0,1565.6,9.13,1.79,15.0,631.0,312.0,624.0,6.0,1.9299999999999995,218.0,46.8,57.94,112.92333333333336,2.18,1.2666666666666666,2.0,4.6,1.0,1.0,2.1,11.46,26.03213733333333,4.0,6.0,3.2099999999999995,12.400000000000002,35.629999999999995,1.23,7.733333333333334,60.0,99.23,168.52,3.7333333333333334,64.0,5.0,0.0562533333333333,3.333333333333333,1.9993333333333336,5.0,14.0,14.0,3.0,712.6766666666667,1.6,1.8666666666666667,4.133333333333334,56.7,151.7,8.4,5.6000000000000005,0.1333333333333333,1.8666666666666667,4710.25,314.01666666666665,1.7000000000000002,2.1093333333333333,1.492,123.73,70.13333333333334,42.64,2.0,1.372,2.0520000000000005,0.571,170.8,1.8833333333333335,84.0,99.2914,2.0006666666666666,28.25,19.0,0.8438,116.41333333333334,702.0,90.0,390.48206,171.90000000000003,1.4133333333333336,0.4189333333333333,13794.0,62.0,1693.85,23484.0,30.78,30.01,186.0,31.64,6.284,10690.15,69.0,30.0,1746.1999999999998,29.99,22.38,126.0,559.4540000000001,21.2,28.0,28.0,20.58,56.0,75.0,1052.0,116.0,25.57,50.0,2477.0
366,3.0,3.0869999999999997,299.8,1.0,972.85,1.0,4.0,4.0,23.06,2.34,5.0,0.853,5.0,0.22,152.792,6.260999999999999,0.0,0.0,49.98,86.0,5.149999999999999,3.0,1575.54,20.869999999999997,2.65,15.0,938.0,4184.85,3129.42,6.0,2.9499999999999997,494.0,11.2,486.29,25.0345,5.01,0.75,2.5,2.4000000000000004,1.0,1.0,2.5,10.75,17.056,0.0,10.0,3.84,11.5,84.67,1.52,4.0,0.0,17.06,125.97,4.0,52.0,5.25,0.068,4.0,13.319,5.0,0.0,0.0,4.0,1450.3125,2.0,2.25,3.75,58.81,2297.4,14.0,0.0,0.25,1.75,14272.3,713.615,2.83,2.456,1.006,461.2000000000001,62.15,20.0,5.0,0.996,1.1075,3.3600000000000003,206.8,2.535,0.0,125.21999999999998,2.52,50.7,15.0,1.36,90.87,224.0,200.0,341.12,215.00000000000003,0.99,1.279,19457.0,75.0,500.69,31510.8,22.15,50.400000000000006,230.0,49.12,25.580000000000005,29006.25,48.0,50.0,1817.4,266.38,20.119999999999997,280.0,3055.8399999999997,19.8,35.0,45.0,19.92,80.0,105.0,1243.0,80.0,61.74,80.0,5996.0
367,3.0,2.452857142857143,232.35714285714283,1.0,807.4285714285713,2.2857142857142856,4.0,4.0,29.404285714285713,3.58,5.0,4.268571428571429,5.0,0.06,111.22714285714284,5.130714285714285,0.0,0.0,34.849999999999994,84.0,2.7899999999999996,3.0,3261.9285714285716,8.66,1.7599999999999998,15.0,565.0,2161.0,6643.0,6.0,1.77,298.0,35.0,293.2,81.40285714285713,3.05,0.7857142857142857,3.0,4.2142857142857135,1.0,1.0,1.95,12.75,25.747857142857143,0.0,9.999999999999998,3.0199999999999996,12.428571428571429,155.48,1.09,4.571428571428571,0.0,59.760000000000005,108.6,4.571428571428571,43.0,5.571428571428571,0.0557142857142857,4.571428571428571,12.67642857142857,5.0,0.0,0.0,3.0,1444.4357142857143,1.4500000000000002,2.714285714285714,3.2857142857142856,55.8,919.0,14.0,0.0,0.1428571428571428,1.857142857142857,9108.1,650.5785714285713,1.52,2.094285714285714,1.3857142857142857,411.66,73.35714285714286,32.0,2.0,1.3385714285714283,1.832142857142857,0.78,160.0,1.915,0.0,71.83,2.0014285714285713,26.81,11.0,0.78,120.92142857142856,490.0,140.0,360.47,178.50000000000003,1.4035714285714285,0.3585714285714285,11304.0,46.0,1139.64,45667.0,25.65,28.020000000000003,174.0,29.32,5.02,20222.1,59.0,42.0,1692.9,177.47,19.4,196.0,1557.1799999999998,19.65,26.0,38.0,18.74,64.0,78.0,1027.0,64.0,34.34,64.0,3253.0
368,3.0,2.3007142857142857,216.28571428571425,1.0,796.0714285714284,2.2857142857142856,4.0,4.0,30.839999999999996,5.569999999999999,5.0,4.695,5.0,0.06,103.7057142857143,5.119999999999999,10.0,10.0,6.859999999999999,84.0,2.7899999999999996,3.0,2706.7142857142853,7.109999999999999,1.7599999999999998,15.0,565.0,1601.0,4052.0,6.0,1.77,223.0,38.857142857142854,258.1,91.28142857142856,2.34,0.7857142857142857,3.0,4.428571428571429,1.0,1.0,1.95,13.092857142857143,26.542857142857144,2.142857142857143,7.857142857142856,3.0199999999999996,12.428571428571429,155.48,1.09,4.571428571428571,30.0,65.73,108.6,4.142857142857142,43.0,5.357142857142858,0.0535714285714285,4.571428571428571,6.267142857142857,5.0,0.0,0.0,3.0,1324.4357142857143,1.4500000000000002,2.714285714285714,3.2857142857142856,55.8,620.5999999999999,14.0,0.0,0.1428571428571428,1.857142857142857,6961.9,497.27857142857135,1.52,2.083571428571428,1.4285714285714284,431.7600000000001,73.57142857142857,32.0,2.0,1.3792857142857142,1.9007142857142856,0.79,160.0,1.8914285714285717,0.0,71.68,1.965,26.48,11.0,0.75,124.13571428571429,544.0,110.0,371.6,183.3,1.4464285714285712,0.3392857142857143,11145.0,46.0,1277.94,37894.0,26.61,27.51,174.0,29.17,4.75,18542.1,62.0,42.0,1737.9,87.74000000000001,20.0,196.0,1451.88,20.25,26.0,38.0,19.31,58.0,75.0,1030.0,64.0,32.21,64.0,3028.0
369,4.44,2.8125,266.25,2.0,739.125,2.555,4.0,4.0,66.0725,7.090000000000001,10.0,5.053750000000001,5.0,0.13,158.5725,4.8825,10.0,10.0,24.31,84.0,2.26,4.0,3128.125,7.75,1.7599999999999998,15.0,565.0,4072.999999999999,6943.0,6.0,1.77,647.0,39.5,644.3,92.265,6.7700000000000005,1.0,2.75,4.625,1.0,1.0,1.95,19.6,26.64875,1.75,8.25,3.0199999999999996,10.25,400.48,1.09,5.25,14.0,40.43000000000001,69.36,3.5,26.0,4.75,0.06125,3.875,8.79875,5.0,0.0,0.0,2.0,1696.525,1.4500000000000002,2.0,4.0,55.8,2439.6,14.0,0.0,0.5,1.5,6661.0,832.625,1.52,1.91,1.6887499999999998,528.58,59.625,20.44,4.0,1.48625,2.3225,0.14,160.0,1.6925,0.0,39.06,1.7875,13.54,8.0,0.49,143.6,316.0,66.0,213.19,156.79999999999998,1.575,0.3,5913.0,32.0,738.12,25025.0,18.58,14.3,82.0,15.28,2.4000000000000004,13572.2,37.0,22.0,1148.8,70.39,13.509999999999998,112.0,1268.58,12.6,12.0,16.0,11.89,28.0,38.0,477.0,42.0,22.5,31.0,2130.0
370,4.78,2.288181818181818,213.8181818181818,2.0,825.8181818181818,2.161818181818182,4.0,4.0,13.432727272727274,10.13,9.0,4.914545454545455,5.0,0.1,72.18909090909091,5.33909090909091,10.0,10.0,15.510000000000002,84.0,1.97,4.0,2275.6363636363635,6.629999999999999,1.7599999999999998,15.0,565.0,2471.0,5343.0,6.0,1.77,299.0,38.90909090909091,319.3,91.26545454545456,3.09,0.9090909090909092,3.090909090909091,4.454545454545455,2.0,2.0,1.95,14.036363636363635,26.5,0.9090909090909092,9.090909090909092,3.0199999999999996,12.727272727272728,71.28,1.09,5.454545454545454,10.0,54.06,53.95,4.545454545454545,21.0,5.636363636363637,0.0554545454545454,4.8181818181818175,6.845454545454546,6.0,0.0,0.0,2.0,1178.4227272727271,1.4500000000000002,2.909090909090909,3.090909090909091,55.8,1525.6,14.0,0.0,0.3636363636363636,1.6363636363636365,6351.45,577.4045454545454,1.52,2.1981818181818182,1.4445454545454548,147.76,71.27272727272728,23.78,4.0,1.3718181818181818,1.9445454545454544,0.08,195.1,1.97,0.0,58.73,2.0318181818181817,21.67,10.0,0.61,117.70000000000002,428.0,100.0,291.5,154.4,1.4363636363636365,0.2981818181818181,9084.0,34.0,1003.92,25032.0,21.39,22.35,140.0,24.18,3.28,12962.65,49.0,34.0,1294.7,75.30000000000001,15.89,154.0,794.08,15.8,18.0,32.0,15.09,50.0,62.0,784.0,60.0,25.17,53.0,2352.0
