,ae,exp,pred
SrPb3Br8,1.2341596902344443,3.2,1.965840309765556
YN,1.2218386221514073,1.9,3.121838622151407
K2Au2SnS4,1.2216910675439248,2.75,1.5283089324560752
Ba3MgTa2O9,1.2214250497934698,4.28,3.0585749502065305
Pb2O3,1.2131682517046496,1.67,2.8831682517046495
K2Ho4Cu4S9,1.2125084785605418,2.43,1.2174915214394584
In2Se2O7,1.2118708370220097,2.97,4.18187083702201
FePS,1.2114198362808213,0.25,1.4614198362808213
Ho2HfS5,1.2088367123050325,1.0,2.2088367123050325
NaBiS2,1.2067046308073233,0.41,1.6167046308073232
BiPO4,1.2051699410172048,3.85,2.6448300589827953
Ag2HgI4,1.200266856417413,2.47,1.2697331435825872
NaNO2,1.2001081736315986,3.06,4.260108173631599
Zn6S5Cl2,1.1991313599112832,2.71,1.5108686400887168
SrTe,1.1979757427922855,3.75,2.5520242572077145
Na8CsB21O36,1.1952157785135076,4.67,3.4747842214864924
PbMnIn2S5,1.1857350812640481,1.45,0.2642649187359518
NaSbS2,1.183427015774282,1.64,2.823427015774282
Na2CsSb,1.1804063175634139,0.8,1.980406317563414
ZnSnSb2,1.1784540085157866,0.35,1.5284540085157867
Dy2Mo3O12,1.1780134223941738,1.92,3.0980134223941738
LiAlB14,1.177455327840565,1.935,3.112455327840565
Cd4As2I3,1.1770375690993142,2.095,0.917962430900686
LiBi4Ta3O12,1.175943590576046,3.5,2.324056409423954
Ca2SnS4,1.174658470972235,2.32,3.494658470972235
Hg0.8Zn0.2Te,1.1696456750331239,0.075,1.2446456750331238
K10Zn4Sn4S17,1.1691389505589316,3.1500000000000004,1.9808610494410688
SrSe,1.167577537554906,4.42,3.252422462445094
In6S7,1.1656845130479696,0.8450000000000001,2.01068451304797
Ce10OSe14,1.1651794060406144,1.93,3.0951794060406144
Bi2O3,1.1641155107069583,2.855,1.6908844892930417
Bi2O2CO3,1.162085412280792,3.42,2.257914587719208
Cs2Al2B2O7,1.1570611361300864,4.13,5.287061136130086
K2RbSb,1.1569648786245261,1.2,2.356964878624526
Zn3Sb2,1.1533322930019574,0.1766666666666666,1.329998959668624
Ce2O2FeSe2,1.1463202663742664,0.64,1.7863202663742666
Ba4Ga2Se8,1.1460384654736724,1.63,2.7760384654736723
Pr2S3,1.143669500115328,2.64,1.496330499884672
CsSbTe2,1.1426900364870325,0.43,1.5726900364870324
MnP4,1.1425369181739635,0.28,1.4225369181739635
TlPrSe2,1.141310740766299,1.18,0.0386892592337009
Hg3S2Bi2Cl8,1.136689368221096,3.26,2.123310631778904
K3Ti2P5S18,1.1355965310680471,1.61,2.7455965310680472
Mn3Ta2O8,1.1346288530402842,1.89,3.024628853040284
K10Zn4Ge4S17,1.1336645712948852,3.34,2.2063354287051147
CuGa2Se4,1.1323503238058974,0.63,1.7623503238058975
Nd2HfS5,1.1314247973393552,0.7,1.8314247973393551
Li8GeN4,1.1310181222077493,2.61,3.741018122207749
LiMgAs,1.1270895114063388,0.7,1.8270895114063388
KV2I3O13,1.1244093149951304,2.3,3.4244093149951302
Ag3AsSe3,1.1220347549751946,2.0884285714285715,0.9663938164533769
CsMn4Ga5Te12,1.1212642091022174,1.55,0.4287357908977827
Hg0.01Cd0.99Se,1.1209917195949615,0.29,1.4109917195949615
BeS,1.119491698909071,4.17,5.289491698909071
NaBa2Cu3S5,1.1090278693635736,0.45,1.5590278693635735
CsMn4In5Se12,1.1008745753760976,1.79,0.6891254246239025
La2HfS5,1.093667745980041,0.7,1.793667745980041
La2O2FeSe2,1.0912395918311197,0.7,1.7912395918311197
Zn0.43Cd0.57Se,1.0897811324973412,2.8499999999999996,1.7602188675026584
Rb3Sb,1.0877038701673243,1.0,2.0877038701673243
Rb1.45Pb3.1Sb7.45Se15,1.0868413042328768,0.45,1.5368413042328768
In2Bi3Se7I,1.0866304610873987,1.38,0.2933695389126012
CuFeSe2,1.084683602989397,0.155,1.239683602989397
K2Te,1.0830451023494954,1.9,2.9830451023494953
Th2GeSe2,1.082195516289176,1.98,0.8978044837108239
In2P3B1O12,1.0817468320191646,5.39,4.308253167980835
Cd4P2I3,1.080893479086628,2.17,1.089106520913372
Nd2O3,1.0803732618760127,4.4,3.3196267381239877
EuSe,1.079163361896648,3.1,2.020836638103352
ZrSe3,1.0788550239962762,1.45,2.528855023996276
KUO3Cl,1.0754205649165476,2.37,3.4454205649165477
TlHg6S4Br5,1.0738530574609197,3.03,1.95614694253908
Zn2MoTeO7,1.0717277883277592,4.1,3.0282722116722405
CdP2S4,1.0678982777813175,3.76,2.6921017222186823
K8Zr6Se30,1.0676196958174353,1.86,0.7923803041825648
BaPdSe6,1.0636341152277686,2.15,1.0863658847722313
CsSb,1.0634726774259162,0.7050000000000001,1.7684726774259163
LiGaTe2,1.0628357530166719,2.31,1.2471642469833282
TlCuCl3,1.059999211446749,2.98,4.039999211446749
LiInS2,1.05984793380436,3.573333333333333,2.5134853995289728
Na2GeIn2Se6,1.058990441821744,2.47,1.4110095581782562
LiGaO2,1.057921641006315,5.6,4.542078358993685
Mn1.95GdIn1.05S5,1.0563270006926453,1.66,0.6036729993073546
PAs,1.0548290591342857,0.23,1.2848290591342857
YVSeO10,1.0535904580838507,2.7,3.753590458083851
NdCuOS,1.0503454858076031,2.98,1.9296545141923969
ZnI2,1.0500042551198194,4.53,3.479995744880181
TlPSe2,1.049976593523234,0.55,1.599976593523234
Bi2AsO4Cl,1.0499551550373862,3.43,2.380044844962614
La4InSbSe9,1.0467985296598066,1.76,0.7132014703401934
Pb0.9Mn0.1Te,1.0456218730575768,0.49,-0.5556218730575768
Zn2MoSeO7,1.0447932929811232,4.2,3.155206707018877
Ta2O5,1.044266956598758,4.2,3.1557330434012423
Pb2SbS2I3,1.040714543372112,2.0,0.959285456627888
FeIn2Se4,1.040666220702985,1.15,0.1093337792970148
KAsSe2,1.0380543584819195,1.625,2.6630543584819195
CsCaBO3,1.0377567219577353,4.065,5.102756721957736
PSe,1.0361163068057309,2.5,1.4638836931942691
Ba3BSbSe6,1.0347682529246327,1.89,2.9247682529246326
Co2Te3O8,1.0330818298908109,3.6,2.566918170109189
LiI,1.0329998615207003,5.84,4.8070001384792995
Tl4CuTeO6,1.0322672778687494,2.2,3.2322672778687496
Bi4PdSe4O12,1.026843255365499,2.06,3.086843255365499
Nd3Te4,1.024558457989871,1.6,0.5754415420101291
ZrO2,1.0227822331027872,4.99,3.967217766897213
Mg2Pb,1.0206092890877334,0.097,1.1176092890877334
Ge0.542Si0.458,1.0180734177923625,2.238,1.2199265822076375
Ag0.5Eu1.75GeS4,1.0162519514410904,2.14,1.1237480485589098
NaAsSe2,1.0157180615053305,1.595,2.6107180615053305
LaCuOS,1.0149535201254825,3.12,2.1050464798745177
AgGaO2,1.0144351793659467,2.2,3.214435179365947
SrO,1.0116356973104441,5.734999999999999,4.723364302689555
SbSi,1.0095862141338106,1.9,0.8904137858661894
CdSnAs2,1.0064392323594955,0.3633333333333333,1.3697725656928288
Cu2ZnSiS4,1.003464477253854,3.15,2.146535522746146
Li6Al2Te8O22,1.0026862199767663,3.63,4.632686219976766
Zn0.4Hg0.6Se,1.0017466997767737,0.4599999999999999,1.4617466997767736
CaB6,1.0007555682488736,4.5,3.4992444317511264
Li2MnGeS4,1.0005810610555148,3.06,2.0594189389444852
TlTiPS5,1.0004930833241368,1.3,2.300493083324137
AgP15,0.9979125803970372,1.47,2.467912580397037
Ba4Ga2S8,0.9977942710664092,2.55,3.547794271066409
Sr5V3O12F,0.9947128184319616,4.5,3.5052871815680384
La4FeSb2Se10,0.9928035415342895,0.85,-0.1428035415342896
CdF2,0.9924106233350356,6.0,6.992410623335036
Cs2Hg5.75Cd0.25S7,0.9919852351900313,1.66,2.6519852351900313
RbMn4In5Se12,0.9916546677151823,1.76,0.7683453322848177
Pb0.95Mn0.05Te,0.9911167006647789,0.37,-0.6211167006647789
NaIn3Se5,0.9903701254095791,2.17,1.1796298745904208
LaB6,0.9902450111718855,4.1,3.109754988828114
Cs2Cd3B16O28,0.9899993859184146,4.76,3.770000614081585
Mn2.04Gd1.47In0.49S5,0.9899051162400296,1.75,0.7600948837599704
Cd3Sb2,0.9897954381855536,0.3,1.2897954381855536
CaTe,0.9895599499368677,4.1850000000000005,3.195440050063133
Na2TeSe3,0.9882545172988408,1.91,2.8982545172988408
P2Se3,0.98790598682331,2.4,1.41209401317669
Hg0.796Cd0.204Te,0.9875737902311968,0.0635,1.0510737902311968
CuSmSe2,0.9869724207572137,2.1,1.1130275792427864
Zn0.99Hg0.01Se,0.9862342739249916,2.6,1.6137657260750085
LiInSe2,0.9830585301558086,2.83,1.8469414698441915
GaAs0.1P0.9,0.9822894785886038,1.22,2.202289478588604
KSbSe2,0.982140485811015,1.47,2.452140485811015
Cu4Sn7S16,0.9765944908366706,0.8,1.7765944908366706
Ba3B1.5S6Sb0.5,0.9730045298066163,3.01,3.983004529806616
Cu3YbSe3,0.9618548333032042,0.2,1.1618548333032042
Bi2S3,0.9595847335557832,1.3199999999999998,0.3604152664442166
EuCu2SnS4,0.9589915457247007,1.85,0.8910084542752994
Gd2Se3,0.9522245537442786,2.2,1.2477754462557216
Ce1.3Lu0.7S3,0.9516717851911922,1.25,2.201671785191192
Ag0.4Cd0.5In2.2Te4,0.9498040907600105,0.19,1.1398040907600104
Ce2S3,0.9494730378812815,1.12,2.0694730378812816
Hg6P6In2Cl9,0.9486103322384127,3.13,2.181389667761587
SrTaO2N,0.9475954287979087,1.99,2.9375954287979087
Na0.5Pb1.75GeSe4,0.947326684450764,1.6,0.6526733155492361
EuYb2Se4,0.9433427621245178,1.3,2.243342762124518
K2Ge4Se8,0.942624620982315,1.8,2.742624620982315
Hg0.1Cd0.9Se,0.9378948206240444,0.35,1.2878948206240444
Nd4InSbSe9,0.9349014304408914,1.57,0.6350985695591087
Cs4Cu3Bi9S17,0.9328432841490806,0.75,1.6828432841490806
Cd3MoTe2O10,0.932296650373976,3.81,2.877703349626024
Cu3TbSe3,0.9315514813082023,0.16,1.0915514813082023
MoO3,0.9314660158932431,3.6625,2.731033984106757
Pr2Te3,0.9301854860031975,1.32,0.3898145139968025
In4S5,0.9287298383070856,0.9,1.8287298383070856
Sr2Bi5.42La2.58S14,0.9280339577765859,1.0,1.928033957776586
LaCuOSe,0.926502329017852,2.83,1.903497670982148
CuAlS2,0.9252263208130573,3.5,2.5747736791869427
TlScTe2,0.9250315371396713,0.85,-0.0750315371396714
Ag2VI3O11,0.9218230628200557,2.16,3.081823062820056
CsGdZnTe3,0.9207711923908164,2.13,1.2092288076091835
LaIn3S6,0.9189018928620705,1.03,1.9489018928620705
AgTlTe2,0.9147120304276851,0.1,1.014712030427685
FeP4,0.9136905069529224,0.32,1.2336905069529225
BaZnOS,0.911556483733631,3.9,2.988443516266369
La4Cd4In2S13,0.9109764194261205,2.27,1.3590235805738795
Be3N2,0.9106706233524706,3.8,4.71067062335247
Cu3HoSe3,0.9079981859852196,0.16,1.0679981859852197
NaSbP2S6,0.9074183920156624,2.21,3.1174183920156624
EuBiW2O9,0.90623359232778,3.63,2.72376640767222
NaSbSe2,0.9043918009542771,1.3866666666666667,2.291058467620944
Bi2Te2SO10,0.9039826564606517,3.6,2.6960173435393484
CsB3GeO7,0.9039116683147945,5.76,4.856088331685205
CsInS2,0.9035054007420746,3.4,2.4964945992579253
KSbS2,0.9032993146566868,1.6900000000000002,2.593299314656687
RhAs2,0.9030136793854937,1.15,0.2469863206145062
Cs2Ga2Se5,0.8986895434068087,1.95,2.8486895434068087
Bi3Se2NO11,0.8985159414221848,3.59,2.691484058577815
NaScSe2O6,0.8974874853089858,5.5,4.602512514691014
Ba3ZnTa2O9,0.8974352941747181,4.32,3.422564705825282
CsScSe2O6,0.8967318954996673,5.2,4.303268104500333
Cs2Cd3Te4,0.8966927633692023,2.48,1.5833072366307976
RbCu4AsS4,0.8962580302795924,2.15,1.2537419697204075
K2.15Pb1.7Sb8.15Se15,0.8954453020769376,0.6,1.4954453020769376
AgGaSiSe4,0.8947637265567256,2.63,1.7352362734432742
Na2RbSb,0.8944416371833463,1.0,1.8944416371833463
Cd3P2,0.8924378200669273,0.5555,1.4479378200669273
Cs4GeP4Se12,0.8920045655563604,2.0,2.8920045655563604
Li9Ga13Te21O66,0.8906363735117226,4.45,3.5593636264882775
Nb6VSb3O25,0.8891018978509106,3.2,2.3108981021490895
Pr4Te7,0.8890336540163108,0.46,1.3490336540163108
Hg0.77Cd0.23Te,0.8875616031760988,0.1649999999999999,1.0525616031760987
Ba2InTaO6,0.8842631773467469,4.17,3.285736822653253
Tm2O3,0.8838859688251972,4.53,3.646114031174803
HgIn2Se4,0.8833121834720109,0.6,1.4833121834720109
Li2PtO3,0.8814434449756261,2.3,3.181443444975626
TcS2,0.8805775634798905,1.0,1.8805775634798905
Bi2Te0.4Se2.6,0.8805474417871296,0.7,-0.1805474417871297
Ce3LuSe6,0.8788829563473688,1.1,1.9788829563473689
SnCl2,0.8787044888924425,3.9,4.778704488892442
YB66,0.8769530132905159,0.8,1.676953013290516
Ce3MoO7,0.876676926824413,2.0,2.876676926824413
Cs3Nb9Te4O32,0.8747224224480799,3.22,2.3452775775519203
Cu2ZnSiTe4,0.8744154982039489,1.47,0.595584501796051
CsYTe3O8,0.8738502389349763,3.4,4.273850238934976
BaAuI5O15,0.8727395000837856,2.32,3.1927395000837855
LaZnAsO,0.8723549796392107,1.5,2.3723549796392107
Sr8.007Ge2.043Bi7.949Se24,0.8713236637445154,0.74,1.6113236637445154
Mg3B50C8,0.8699425566367898,2.7,1.8300574433632104
Ba2ScTaO6,0.8694761893747316,4.19,3.320523810625269
Cu3DySe3,0.8677478287621931,0.2,1.067747828762193
Hg0.72Cd0.28Te,0.8673001019100515,0.21,1.0773001019100514
MnSi,0.8656214313589633,0.6,1.4656214313589633
Rb4Ge3B6O17,0.8629683642150869,5.42,4.557031635784913
KPSe6,0.8608104530327192,2.16,3.0208104530327193
YbSe,0.8606079025653401,1.5,2.36060790256534
NdF3,0.8600788869038105,6.15,7.010078886903811
SmTe,0.8594183767099811,0.378,1.2374183767099811
Li0.2Na0.8AsSe2,0.8583394497671439,1.645,2.503339449767144
Bi2Te0.1Se2.9,0.8578324183124778,0.78,-0.0778324183124778
Na2KSb,0.8565261917841656,1.05,1.9065261917841656
Rb4Ti3S14,0.8556240272765752,1.59,2.4456240272765752
PbGeS3,0.8555503297548119,2.4,1.544449670245188
Pb6Sb6Se17,0.8542101709380963,0.8,1.6542101709380963
CdGeAs2,0.8538285389109312,0.6588888888888889,1.51271742779982
Cu3GdSe3,0.8531912007696336,0.14,0.9931912007696336
YbClWO4,0.8525540916868124,4.23,3.377445908313188
Rb5BS4O16,0.8519129780734325,3.99,4.841912978073433
Rb3Bi2Br9,0.8493622940533254,2.62,1.7706377059466747
CsPSe6,0.8489501736587965,1.9,2.7489501736587965
Cs4Pb4Ge5S16,0.8483318187976228,1.95,2.7983318187976227
Tl2PrInSe4,0.8476786298123765,0.93,0.0823213701876235
MnVTe2O8,0.8464343838171478,1.9,2.7464343838171477
Pb2Bi5.9La2.1S14,0.8417952526142187,1.0,1.8417952526142187
EuIn2Te4,0.8415170969039727,1.22,0.3784829030960273
ZnSnAs2,0.8412838440021878,0.7033333333333333,1.544617177335521
