,ae,exp,pred
HgSnO3,1.4553091030303018,1.6,3.055309103030302
CsSbTe2,1.4552989515873012,0.43,1.885298951587301
Li4.5Mn0.5TeO6,1.4461670000000002,1.97,3.416167
Cs2Al2B2O7,1.4446528000000134,4.13,5.574652800000013
KZn4B3O9,1.4378040000000065,2.32,3.7578040000000064
Tb2Mo3O12,1.4369589999999914,1.505,2.9419589999999913
K4GeSe4,1.4361759999999935,0.64,2.0761759999999936
Zr6O,1.430880999999999,0.18,1.610880999999999
Na8CsB21O36,1.4155066666666607,4.67,3.2544933333333392
Bi9O7.5S6,1.4155020000000005,1.27,2.6855020000000005
SrZrS3,1.4134181,0.9,2.3134181
Cu3NbSe4,1.406305952380953,2.45,1.0436940476190473
Li6Fe2Te8O22,1.3997400000000058,1.98,3.3797400000000057
Al2S3,1.3971396262237739,4.1,2.702860373776226
YN,1.3896828560606034,1.9,3.2896828560606033
Ce2O2FeSe2,1.3896806000000015,0.64,2.0296806000000016
SrTe,1.3809125403673588,3.75,2.3690874596326412
LiSbTe2,1.3799297865967377,0.129,1.5089297865967377
KI,1.3759884277777807,6.132777777777778,4.756789349999997
Li3Cs2B5O10,1.3726786666666495,7.3,5.92732133333335
BaV2SeO8,1.3681080000000025,2.13,3.4981080000000024
ZnI2,1.3680839759523842,4.53,3.161916024047616
BaZn2As2,1.366536654225885,0.23,1.596536654225885
KUO3Cl,1.3644996666666658,2.37,3.734499666666666
Cu2GeS3,1.3562676982683999,0.53,1.8862676982684
Eu3Se4,1.3551542179487162,0.58,1.935154217948716
EuN,1.3468509722222204,1.25,2.5968509722222204
CuBS2,1.3441478999999998,3.61,2.2658521
MnO2,1.34201566666667,1.3,2.64201566666667
PdO,1.3418565237373732,0.8,2.1418565237373732
AsNMg3,1.3403907881118868,1.332,2.672390788111887
Na2TeSe3,1.3386391200317445,1.91,3.2486391200317444
Li4SrB2O6,1.3370956666666665,6.67,5.3329043333333335
La2O2FeSe2,1.3353343333333376,0.7,2.0353343333333376
AgPdI3O9,1.3214330848484854,1.5,2.8214330848484854
Rb3NaMo2O8,1.3064057333333343,4.84,3.5335942666666655
La2O2ZnSe2,1.3019209151515128,3.4,2.098079084848487
AgGaO2,1.300703666666668,2.2,3.500703666666668
As2B12,1.2902373333333246,1.51,2.8002373333333246
CaB6,1.2852053818181752,4.5,3.2147946181818248
Pb2O3,1.2851547333333375,1.67,2.9551547333333374
La2O3,1.2769088666666653,5.4,4.123091133333335
AgI,1.2546395473032568,2.932183333333333,1.6775437860300764
GeO2,1.2528165000000024,5.576666666666667,4.323850166666665
CsCdBO3,1.2480393555555582,2.58,3.8280393555555583
B12P2,1.2444516969697021,3.3,2.0555483030302977
BaReH9,1.2439727179487203,3.44,2.1960272820512796
Na2Zn3Se4O12,1.2433193333333312,4.9,3.656680666666669
Cu1.8S,1.2421947119047614,2.3,1.0578052880952384
Ge0.542Si0.458,1.2407726666666692,2.238,0.9972273333333308
AgO,1.2402368627705675,1.57,2.8102368627705676
Ta2O5,1.238025333333336,4.2,2.961974666666664
CdF2,1.2349628131313093,6.0,4.765037186868691
Er2Mo3O12,1.2291216666666678,1.0,2.229121666666668
BiCuOS,1.2245162142135653,1.07,2.2945162142135653
MgTe,1.222975289905984,3.6,2.377024710094016
PdTe2,1.2223833492979246,1.8,0.5776166507020755
In2As2O5Cl2,1.221511048484842,4.62,3.398488951515158
TlGaTe2,1.2187764440909095,1.8,0.5812235559090907
Sc2O3,1.2165884262626339,6.1,4.883411573737366
AgP15,1.209851994405598,1.47,2.679851994405598
K3Ti2P5S18,1.2085713333333292,1.61,2.8185713333333293
Cs2Ba3P4O14,1.2050063333333414,6.31,5.104993666666658
HgSe,1.2018863474155912,0.2416666666666667,1.443553014082258
Zn0.99Cd0.01Se,1.1978172953333344,3.65,2.4521827046666655
Ag2ZnSiS4,1.197547338095236,3.28,2.082452661904764
HfS2,1.1973085718181806,2.9,1.7026914281818193
CuPbBiS3,1.1947351575036063,0.12,1.3147351575036064
Tl4GaIn3S8,1.194635116446885,2.63,1.435364883553115
RbCaBO3,1.1909035333333469,3.67,4.860903533333347
KPbB5O9,1.184172666666678,3.1,4.284172666666678
BaGa2S4,1.1819096358974397,4.125,2.9430903641025603
TlPSe2,1.1772383764396723,0.55,1.7272383764396724
CeScO3,1.1765964000000055,3.2,4.376596400000006
Na2Be4B4O11,1.1727659999999984,7.3,6.127234000000001
Mg3B50C8,1.1637340000000065,2.7,1.5362659999999937
LiSbS2,1.160094667132867,1.36,2.520094667132867
Ag3AsSe3,1.1545370630915754,2.0884285714285715,0.9338915083369962
Tb2O3,1.1509533333333328,3.0,4.150953333333333
PbCdP4O12,1.149414666666662,4.859999999999999,3.7105853333333374
CuN3,1.13996881212121,4.17,3.03003118787879
KBiS2,1.135943305555553,0.8933333333333334,2.0292766388888865
La2CoVO6,1.133429,0.41,1.543429
Cu2ZnSiS4,1.1310760142857146,3.15,2.0189239857142853
ZrO2,1.1291948984848612,4.99,3.860805101515139
LiRbCO3,1.1282687999999927,6.28,5.1517312000000075
Ce2S3,1.1233137999999978,1.12,2.243313799999998
K8Ce2I18O53,1.1210580000000023,2.34,3.461058000000002
CsAu,1.118242403078207,2.3,1.1817575969217928
Gd2O3,1.1149117833333264,5.3,4.185088216666673
CsYbCoSe3,1.1137470000000003,0.95,2.063747
BaCu2SnSe4,1.113514507142858,0.48,1.593514507142858
Cs2Te,1.111836561111109,3.5,2.388163438888891
LiAsS2,1.1111304268342717,1.6,2.7111304268342717
Th2Se5,1.1047411367521387,0.37,1.4747411367521386
CeFMoO4,1.103518333333347,2.52,3.623518333333347
LiI,1.1004405581196552,5.84,4.739559441880345
BaB2O4,1.099204199999992,6.4433333333333325,5.3441291333333405
CoP3,1.0973021688977684,0.45,1.5473021688977684
MnO,1.0961194666666696,3.6,2.5038805333333305
Pb6B2CrO12,1.0925833333333366,1.8,2.8925833333333366
Lu2O3,1.0911178666666599,5.5,4.40888213333334
LaSi2,1.0897744320512794,0.19,1.2797744320512794
ZnS,1.081618040559444,3.7042,2.622581959440556
PbI2,1.081243448232324,2.534777777777778,1.4535343295454537
NiS2,1.0787996969770237,0.64,1.7187996969770238
CuGa2Se4,1.0763368571428633,0.63,1.7063368571428634
HgCl2,1.07167882626262,4.45,3.37832117373738
InAsI,1.0655842611083373,0.41,1.4755842611083372
Ba23Ga8Sb2S38,1.0642251999999994,2.84,1.7757748000000004
Ba3La3Cu6O14,1.061064933333334,1.8,2.861064933333334
TiO2,1.0563930181818169,3.3,4.356393018181817
LaIn3S6,1.0559889666666649,1.03,2.085988966666665
KV2I3O13,1.0542720000000085,2.3,3.3542720000000084
Dy2S3,1.0520746358974389,2.955,1.9029253641025612
Cs4Cu3Bi9S17,1.0506489999999975,0.75,1.8006489999999975
SrCrO4,1.0500703999999965,2.45,3.5000703999999967
NaI,1.0463974648888792,6.074,5.027602535111121
Nd2HfS5,1.0462453333333324,0.7,1.7462453333333323
La2HfS5,1.0438153333333327,0.7,1.7438153333333326
MnTe9,1.0430750135209803,2.0,0.9569249864790196
NiC2N2,1.0407329348484895,2.0,3.0407329348484895
Si3N4,1.0370348333333386,5.1,4.062965166666661
Tl4CdI6,1.0359392111111074,2.8,1.7640607888888924
Eu2Se3,1.0355940846153806,1.02,2.0555940846153806
LiMgAs,1.0295592292152294,0.7,1.7295592292152293
FePS,1.0280197246753242,0.25,1.2780197246753242
CuI,1.0247667210484526,3.0264,2.0016332789515476
NaSbTe2,1.0226334535425143,0.47,1.4926334535425143
TeI4,1.0221048365079275,1.1,2.1221048365079276
OsP4,1.0213919956154938,0.5,1.5213919956154938
LiZnN,1.0202470884149155,1.945,2.9652470884149156
In2Se2O7,1.0188483333333247,2.97,3.988848333333325
MnSb2Se4,1.0185463950216456,0.31,1.3285463950216456
Sb5O7I,1.0178399999999936,1.95,2.9678399999999936
Na2Ti3O7,1.0174376666666731,3.51,4.527437666666673
Cs2ZnGe3S8,1.0110833333333362,3.332,2.3209166666666636
GaAs0.1P0.9,1.005329618326128,1.22,2.225329618326128
K2Ta15O32,0.9998568000000021,0.33,1.3298568000000022
ScN,0.9995667461038935,2.6,3.5995667461038936
K2ZnTe2,0.9982954417582452,3.0,2.0017045582417548
CsGeI3,0.9972756468253996,1.6,2.5972756468253997
TlN,0.9956258915512266,1.4,2.3956258915512265
NaSbP2S6,0.9941600848484806,2.21,3.2041600848484806
LaZnAsO,0.9940087000000011,1.5,2.494008700000001
TlBr,0.9929684170331923,2.991275,1.9983065829668076
BaSe,0.9927272188888914,3.626666666666667,2.6339394477777756
CdP2S4,0.9921652785641033,3.76,2.7678347214358965
Cs2B4SiO9,0.9903786666666496,6.53,5.539621333333351
PrB6,0.9860533333333317,4.9,3.9139466666666687
NaLa2TaO6,0.9830053333333293,4.5,3.5169946666666707
TlTiPS5,0.9808832125874105,1.3,2.2808832125874106
ZnIn2Te4,0.9778753799999995,1.8733333333333333,0.8954579533333338
Al2Te3,0.9740616400016708,2.35,1.3759383599983293
La4FeSb2S10,0.9725308000000008,1.0,1.9725308000000008
BaZnOS,0.9708839500000064,3.9,2.9291160499999935
Cs2Cd3B16O28,0.9704333333333262,4.76,3.7895666666666736
Cs10Cd4Sn4S17,0.9682323250000038,3.16,2.1917676749999964
MoO3,0.9671113333333317,3.6625,2.6953886666666684
Sm2O3,0.966441999999998,5.0,4.033558000000002
Ce3MoO7,0.9618713333333337,2.0,2.9618713333333337
Bi6Cu3S10I,0.9611803277777773,0.72,1.6811803277777773
Li2FeSnS4,0.9547999999999897,1.86,2.8147999999999898
MnVTe2O8,0.9488410000000034,1.9,2.8488410000000033
Pb2MnO4,0.9482360000000019,1.5,2.448236000000002
EuSb4S7,0.9467053333333344,0.98,1.9267053333333344
Sr3GeSb2Se8,0.9453001817460296,0.75,1.6953001817460296
Sr3Ti2O7,0.9452385999999988,3.26,4.205238599999999
YbClWO4,0.9441616666666652,4.23,3.285838333333335
BaB6,0.9437251393939392,2.64,3.5837251393939393
AgAlTe2,0.9426501237253379,1.85,0.9073498762746622
Ba3FeS4Br,0.9417106666666673,1.65,2.591710666666667
CdBr2,0.9344916598290527,4.47,3.535508340170947
Sm2S3,0.9312853038095259,2.98,2.048714696190474
In4As5O12Br3,0.929738,4.22,3.290262
K10Zn4Ge4S17,0.9295393333333348,3.34,2.410460666666665
K2Te,0.9286166984126898,1.9,2.8286166984126897
Bi2YVO8,0.9282040000000102,2.09,3.01820400000001
Pb2BO3Cl,0.9261493333333268,3.99,3.0638506666666734
Tb4Al2O9,0.9233220000000015,4.59,3.6666779999999983
Pb3Cl4TeO3,0.9228226666666628,3.79,2.8671773333333372
Ag2HgI4,0.918426487714284,2.47,1.5515735122857162
LiCdBO3,0.9180100000000064,4.28,3.361989999999994
Hg0.01Cd0.99Se,0.9167793988571464,0.29,1.2067793988571465
AgGaSiSe4,0.9158118075912973,2.63,1.7141881924087026
K2Se,0.9153395555555515,1.8,2.7153395555555515
Na3ZnB5O10,0.9147033333333336,3.2,4.114703333333334
BaAl4Se7,0.9138426666666675,3.4,2.4861573333333324
K2TeI6,0.9131206666666665,1.38,2.2931206666666664
Tl2InGaSe4,0.9117791138239535,2.05,1.1382208861760463
LiGaS2,0.9107970650849198,3.8433333333333337,2.932536268248414
La2NiVO6,0.908271999999996,0.45,1.358271999999996
LiInS2,0.9077972129870187,3.573333333333333,2.665536120346314
BaGa2Se4,0.9022176190476205,3.163,2.2607823809523793
CdGa2S4,0.9003708518481512,3.42,2.5196291481518487
KCuThS3,0.9000971999999976,2.95,2.0499028000000026
Ge0.653Si0.347,0.8959746666666701,1.914,1.0180253333333298
TlCl,0.8928119325396806,3.4182,2.5253880674603195
Al2Se3,0.8909920055899638,3.125,2.234007994410036
YVTeO10,0.8904772848484952,2.2,3.0904772848484954
Li4Cs3B7O14,0.890334866666648,6.53,5.639665133333352
PbCl2,0.8897920803030339,3.953333333333333,3.0635412530302992
K4P8Te4,0.8863750666666648,1.4,2.2863750666666647
SmTe,0.8846133975396805,0.378,1.2626133975396805
Ag3Ga3SiSe8,0.8834608562637354,2.3,1.4165391437362644
CsSb,0.8830349999999976,0.7050000000000001,1.5880349999999976
Li2B6,0.8824946153846116,2.0,2.8824946153846116
InSb2S4Cl,0.8788793919191937,1.8,2.6788793919191938
CuNbO3,0.8784717991342004,2.0,2.8784717991342004
PdPSe,0.8761282775714238,0.15,1.0261282775714238
HgIn2Se4,0.8719488071789324,0.6,1.4719488071789324
Cs4BiAs3Se7,0.8684006666666668,1.02,1.8884006666666668
UO2,0.8682824000000005,2.18,3.0482824000000006
Ba1.88Ta15O32,0.8680460000000008,0.13,0.9980460000000008
LiGaTe2,0.8672700858974336,2.31,1.4427299141025665
CdSc,0.8650669345543318,1.714,0.8489330654456682
ZrS2,0.8648366778554779,2.75,1.885163322144522
Pb17O8Cl18,0.8584450500000029,3.44,2.581554949999997
Li2PtO3,0.8556876666666637,2.3,3.1556876666666636
EuTe,0.8552021428905596,2.007,1.1517978571094405
Zn0.2Ba2B2S5.2,0.8529212666666672,3.54,2.687078733333333
Ba2Sb7O14H,0.8519523333333274,2.7,3.5519523333333276
HgSc,0.8510392811708765,0.24,1.0910392811708765
CeBiW2O9,0.8507470000000112,2.34,3.190747000000011
Cu4Sn7S16,0.8448760531746049,0.8,1.644876053174605
Eu1.83Ta15O32,0.8436853333333312,0.23,1.0736853333333312
BeSe,0.843587800049951,4.0,3.156412199950049
NdB6,0.8420299999999861,4.9,4.057970000000014
CuAlSe2,0.8386634169490512,2.6,1.7613365830509489
Ce2Sn3Se9,0.8383499009523809,0.3,1.138349900952381
ZnSnO3,0.8340469575757559,3.9,3.065953042424244
Ho2HfS5,0.8339824,1.0,1.8339824
Zn3Sb2,0.8332837707297093,0.1766666666666666,1.009950437396376
Ta1.33Zr0.67O0.12N3.03,0.8323664666666661,1.71,2.542366466666666
Bi2Cu0.96Se3I,0.8315154440476232,0.68,1.5115154440476233
K2Au2SnS4,0.8301852000000001,2.75,1.9198148
Mg2Pb,0.8292421861233212,0.097,0.9262421861233212
Na3MoO4F,0.8288916666666664,4.77,3.941108333333333
AgAlSe2,0.822173017982015,2.55,1.7278269820179848
Bi3TeBO9,0.8218113333333341,2.6,3.421811333333334
CuFeS2,0.8213104568131859,0.4866666666666666,1.3079771234798525
Co2Te3O8,0.8200556666666659,3.6,2.7799443333333342
Bi2V2Se4O16,0.819423999999997,2.2,3.019423999999997
ErN,0.8191365454545443,2.7,1.880863454545456
CuSmSe2,0.8150538233333331,2.1,1.284946176666667
Ba3Sn0.87Bi2.13Se8,0.8147786666666668,0.79,1.6047786666666668
Sr5V3O12F,0.8134976666666738,4.5,3.686502333333326
BiSCl,0.8125521491197751,1.91,2.722552149119775
Li4.5Fe0.5TeO6,0.8124465333333348,3.25,2.437553466666665
PbGa4S7,0.8108132102564101,3.08,2.26918678974359
TeI,0.8087890918925456,1.1,1.9087890918925456
GaHSeO4,0.8063913333333366,5.51,4.703608666666663
Sr8.007Ge2.043Bi7.949Se24,0.804144142857143,0.74,1.544144142857143
MgSiN2,0.8032777499999906,4.05,4.85327774999999
AgAlO2,0.8025439090908986,3.6,2.7974560909091015
NaSbSe2,0.8021593861118852,1.3866666666666667,2.188826052778552
SnBr2,0.8012712137085112,3.45,2.648728786291489
Cu3ScSe3,0.7993618730000007,0.3,1.0993618730000008
Sr3Se3O8Cl,0.797191733333328,4.4,5.197191733333328
CuFeSe2,0.7953492694041532,0.155,0.9503492694041532
Ba3ZnTa2O9,0.794460000000003,4.32,3.5255399999999972
Cs2HgI2Cl2,0.7943900317460266,2.15,2.9443900317460265
PbSnS3,0.792761621692749,0.975,1.767761621692749
Cd12Ge17B8O58,0.7918639999999924,4.29,3.4981360000000077
K10Co4Sn4S17,0.7917999999999914,1.5550000000000002,2.3467999999999916
NaSb,0.7913534607097857,0.82,1.6113534607097857
CeF3,0.7905681333333181,4.85,5.640568133333318
Rb4Ti3S14,0.7881368000000017,1.59,2.378136800000002
CdI2,0.7875480170256455,3.8,3.0124519829743543
Nd3Te4,0.787168000000001,1.6,0.8128319999999991
Ag2VI3O11,0.7871266666666625,2.16,2.9471266666666627
Sm2Se3,0.7869398321212118,2.3,1.513060167878788
LiAsSe2,0.7844595952181181,1.2366666666666666,2.0211262618847847
Ba5CdGa6Se15,0.7841598666666654,2.6,1.8158401333333347
KSi2P3,0.7820025143434297,1.72,2.5020025143434297
RbBiSe2,0.7775319018759013,0.8466666666666667,1.624198568542568
NaInS2,0.7760586727272716,1.9,2.6760586727272715
Ag2.7Ba6Sn4.3S16,0.7757701333333316,1.48,2.2557701333333315
TaGaSe2,0.7737434804029308,2.0585,1.2847565195970692
Mg3As2,0.7735479830108796,2.4499999999999997,1.6764520169891202
BaTaO2N,0.7721501333333352,1.78,2.552150133333335
Th2GeSe2,0.7715720139849636,1.98,1.2084279860150364
Mn2P2Se6,0.7694113012076804,2.5,1.7305886987923196
Mg2Sn,0.7681053335486148,0.2723076923076923,1.0404130258563071
Ca3La2Sn3S12,0.7678733333333343,1.45,2.2178733333333343
NaNb2PS10,0.7678076666666656,1.72,2.4878076666666655
Rb2CdBr2I2,0.7663919333333293,3.35,2.5836080666666708
Cu2O,0.7662288969696982,2.6133333333333333,1.847104436363635
Ga2Te3O9,0.7661902666666629,4.145,3.3788097333333367
Na2BaSnS4,0.7649145484848545,3.27,2.5050854515151455
Ge0.7Si0.3,0.7635209999999962,0.88,1.6435209999999962
Li4.5Al0.5TeO6,0.7630959999999973,4.9,4.136904000000003
NaScSe2O6,0.759212248484836,5.5,4.740787751515164
H2Ti6O13,0.7543076666666653,3.4,4.154307666666665
SrThP2S8,0.7525869523809523,3.02,2.2674130476190477
HfSe2,0.7495061515555579,2.2,1.4504938484444423
Cd3P2,0.7491394677042401,0.5555,1.30463946770424
RbMoPO6,0.7487816666666647,2.96,3.7087816666666646
Bi7F11O5,0.745181999999994,4.05,3.304818000000006
SnGa4Se7,0.7431665495238049,2.55,1.806833450476195
TlPTe,0.741641479568877,0.3,1.041641479568877
Cs3Bi,0.7415980811965821,0.625,1.366598081196582
In6S7,0.7405758757853217,0.8450000000000001,1.5855758757853218
BiOI,0.7400729070707062,2.005,2.745072907070706
SiAs2,0.7392830256454649,0.88,1.619283025645465
NiP2,0.7385849551803745,0.51,1.2485849551803745
CsInS2,0.7379426944444529,3.4,2.662057305555547
Ir0.67Se2,0.7345965544921733,0.45,1.1845965544921733
Cu3SbS4,0.7335158662914883,0.85,1.5835158662914883
La3Mg0.5SnS14,0.7327326666666649,1.71,2.442732666666665
Rb1.45Pb3.1Sb7.45Se15,0.7319219999999951,0.45,1.181921999999995
LaCuOS,0.7296782961039017,3.12,2.3903217038960984
ZnTe,0.7258459597477016,2.288333333333333,1.5624873735856315
LiPbB9O15,0.7251363333333325,4.75,4.0248636666666675
Cs2Hg3S4,0.7244372000000054,2.8,2.0755627999999944
Mn3Ta2O8,0.7220249999999984,1.89,2.6120249999999983
Dy3GaS6,0.7217111666666649,2.81,2.088288833333335
GeP,0.7200871227161745,0.95,1.6700871227161744
RuP4,0.7195452173160166,0.51,1.2295452173160166
Cd3As2,0.7186902150708203,0.2695,0.9881902150708204
YbTe,0.718440658061501,1.8,1.081559341938499
AgGaGeS4,0.7173036244644235,3.0,2.2826963755355765
BiTeI,0.7160999060245303,0.46,1.1760999060245303
Zn2MoSeO7,0.715447333333346,4.2,3.484552666666654
BaUSe3,0.713913249999999,1.0,1.713913249999999
PbS,0.71327907761566,0.3620714285714285,1.0753505061870885
BaGa2SiS6,0.7130923333333437,3.75,3.0369076666666563
Ag3AsS3,0.712843999853479,2.07225,1.359406000146521
Ca5B3O9F,0.7066715111111099,6.53,5.82332848888889
BaAuI5O15,0.7050120000000031,2.32,3.025012000000003
LiMgBi,0.7030977041835343,0.4,1.1030977041835344
PbN6,0.7018436181818108,3.0,3.701843618181811
NdF3,0.7016570000000382,6.15,5.448342999999962
CrTe2,0.7005231481729343,0.17,0.8705231481729343
LiZnBO3,0.7001423333333303,3.1,3.8001423333333304
InSnAsSe,0.700118450630363,0.26,0.960118450630363
LaCuOSe,0.7001119095238142,2.83,2.129888090476186
PbSe0.01S0.99,0.6990595061870885,0.366,1.0650595061870884
Sr2V3Se5O18,0.6983433333333342,2.47,3.1683433333333344
Hg7.5As4Cl6,0.696310548412691,1.727,2.423310548412691
K2Au2Sn2Se6,0.6958930111111099,2.28,1.58410698888889
Li6Ga2Te8O22,0.6954616666666631,3.85,3.154538333333337
PdS2,0.6952826726018386,0.75,1.4452826726018386
PbSb2Se4,0.6917594673593084,1.8,1.1082405326406917
NaCd4P3,0.6908109127496949,1.1,1.790810912749695
La3Te4,0.6905968000000033,0.43,1.1205968000000033
CBr4,0.6884512397691216,3.7,3.0115487602308786
Li4.5Ga0.5TeO6,0.6870320888888699,4.99,4.30296791111113
ReO3,0.6865126666666583,2.3,2.986512666666658
TlScSe2,0.685482870397603,0.79,1.475482870397603
CsBi2,0.6852935678571423,0.55,1.2352935678571424
Ba8Ga10Si36,0.6837220000000004,0.31,0.9937220000000004
BaZnSiSe4,0.683413577777777,2.71,2.026586422222223
Cd0.01Te0.01Al0.99Sb0.99,0.6827791227461399,2.21,1.52722087725386
AgFeSe2,0.6814396142063476,0.23,0.9114396142063476
Zn0.01Cd0.99Se,0.680693892727275,2.45,1.7693061072727252
Zn2MoTeO7,0.6791269999999971,4.1,3.4208730000000025
InN,0.6789982136363659,2.13,2.808998213636366
ErSe2,0.6780665029137531,1.07,1.7480665029137532
OsS2,0.6775189116666718,2.0,1.3224810883333282
MnAl3,0.6729372201731586,0.58,1.2529372201731586
SbSi,0.6708855473776218,1.9,1.229114452622378
PbBr2,0.6701249825396798,3.31,2.6398750174603203
Ca2CdAs2,0.6684313970769225,0.95,1.6184313970769224
LiMoIO6,0.6679489999999966,2.8,3.4679489999999964
CdIO3Cl,0.6654106242424214,4.3,3.6345893757575785
La2V2IO9,0.6641146666666691,3.63,2.965885333333331
RbCd4Ga5S12,0.6632088076923055,3.02,2.3567911923076945
LiGaO2,0.6601947333333404,5.6,4.939805266666659
Cd3MoTe2O10,0.655695381818175,3.81,3.154304618181825
K10Zn4Sn4S17,0.6546379999999994,3.1500000000000004,2.495362000000001
Li2CdSnS4,0.6542561666666757,3.26,2.605743833333324
La2CoTiO6,0.654252666666667,1.02,1.674252666666667
SrTaO2N,0.6532433333333325,1.99,2.6432433333333325
Zn3B2O6,0.6518313545454597,2.6,3.25183135454546
CdGa2Se4,0.6501472519084217,2.376666666666667,1.7265194147582452
La2S3,0.650055262626263,2.77,2.119944737373737
CuIn3Se5,0.6485954987301586,0.6,1.2485954987301586
