,ae,exp,pred
CdF2,1.2162062787878742,6.0,4.783793721212126
AgI,1.2157472898913935,2.932183333333333,1.7164360434419397
La2O3,1.215471733333338,5.4,4.184528266666662
TlGaTe2,1.2095993415319186,1.8,0.5904006584680813
Tl4GaIn3S8,1.2030008582850489,2.63,1.426999141714951
CsCdBO3,1.2026904666666702,2.58,3.7826904666666703
Na2TeSe3,1.2017638750000004,1.91,3.1117638750000003
B12P2,1.1988337111111145,3.3,2.1011662888888853
Zn0.99Cd0.01Se,1.1977262206666697,3.65,2.4522737793333302
CuPbBiS3,1.1957304119047607,0.12,1.3157304119047608
CsAu,1.1944508954212436,2.3,1.1055491045787562
Ag2ZnSiS4,1.1937264978021966,3.28,2.086273502197803
AgP15,1.1919488554778563,1.47,2.6619488554778563
AgGaO2,1.1916054666666671,2.2,3.3916054666666673
LiSbS2,1.1900777696969713,1.36,2.5500777696969714
ZnS,1.1825201353846184,3.7042,2.5216798646153817
Tb2O3,1.1818269999999975,3.0,4.1818269999999975
K3Ti2P5S18,1.1774070666666636,1.61,2.7874070666666637
CeFMoO4,1.1691250000000122,2.52,3.689125000000012
Mg3B50C8,1.166629352380957,2.7,1.5333706476190432
PdTe2,1.1660061434371185,1.8,0.6339938565628817
Cs2Ba3P4O14,1.160326866666682,6.31,5.149673133333318
In2As2O5Cl2,1.1601353818181774,4.62,3.4598646181818227
Lu2O3,1.1561200404761873,5.5,4.343879959523813
CoP3,1.1497465160839162,0.45,1.5997465160839162
LaSi2,1.1369634648717928,0.19,1.3269634648717927
TlPSe2,1.1292361926373629,0.55,1.679236192637363
Th2Se5,1.1274901746031758,0.37,1.4974901746031757
SrCrO4,1.1239653333333326,2.45,3.5739653333333328
Ba23Ga8Sb2S38,1.1216690000000005,2.84,1.7183309999999994
TlN,1.1207726349239664,1.4,2.5207726349239663
Sb5O7I,1.1157623030302963,1.95,3.0657623030302963
Ce2S3,1.1151334068764545,1.12,2.2351334068764546
HfS2,1.1148414831757127,2.9,1.7851585168242872
Ba3La3Cu6O14,1.1134460000000017,1.8,2.9134460000000018
FePS,1.1061340147041832,0.25,1.3561340147041832
BaCu2SnSe4,1.1036164920634937,0.48,1.5836164920634936
ZrO2,1.1032617333333468,4.99,3.8867382666666535
RbCaBO3,1.1005838666666854,3.67,4.770583866666685
Cs2Te,1.096479833333332,3.5,2.403520166666668
Cs4Cu3Bi9S17,1.0931676500000007,0.75,1.8431676500000007
BaB2O4,1.092720666666664,6.4433333333333325,5.3506126666666685
CsYbCoSe3,1.0878751666666655,0.95,2.0378751666666655
La2HfS5,1.0877267878787873,0.7,1.7877267878787872
NaLa2TaO6,1.0849816666666592,4.5,3.415018333333341
TlTiPS5,1.0848959459207481,1.3,2.384895945920748
LiMgAs,1.0846877881202117,0.7,1.7846877881202117
LiAsS2,1.084121072727271,1.6,2.684121072727271
CuI,1.0819501274603165,3.0264,1.9444498725396837
PbI2,1.0763630499336205,2.534777777777778,1.4584147278441573
Ag3AsSe3,1.0738094323492051,2.0884285714285715,1.0146191390793664
LiI,1.0736922300403942,5.84,4.766307769959606
Ta2O5,1.0733641904761946,4.2,3.1266358095238056
Pb6B2CrO12,1.07329866666667,1.8,2.87329866666667
CuN3,1.0728702696969696,4.17,3.0971297303030303
KBiS2,1.0728668888888881,0.8933333333333334,1.9662002222222217
Gd2O3,1.0717000944444344,5.3,4.2282999055555655
Cu2ZnSiS4,1.0690545333333334,3.15,2.0809454666666665
CuGa2Se4,1.0679835952381005,0.63,1.6979835952381004
K2Ta15O32,1.066280000000002,0.33,1.396280000000002
La2CoVO6,1.0638299999999987,0.41,1.4738299999999986
Nd2HfS5,1.062537454545454,0.7,1.762537454545454
KPbB5O9,1.0583016666666754,3.1,4.1583016666666754
HgCl2,1.057867005555548,4.45,3.3921329944444523
Eu2Se3,1.0457002838679061,1.02,2.065700283867906
Pb2BO3Cl,1.0391859333333278,3.99,2.9508140666666725
PrB6,1.0385081999999985,4.9,3.861491800000002
Cs2ZnGe3S8,1.0319486666666688,3.332,2.300051333333331
ZnIn2Te4,1.0273644840016707,1.8733333333333333,0.8459688493316627
InAsI,1.0257041594791871,0.41,1.435704159479187
TlBr,1.0244964831948076,2.991275,1.9667785168051923
K2Se,1.018464222222217,1.8,2.818464222222217
OsP4,1.016818533799531,0.5,1.516818533799531
NaSbP2S6,1.016023618181816,2.21,3.226023618181816
NaSbTe2,1.0129843345238152,0.47,1.4829843345238152
MnSb2Se4,1.0123521106089475,0.31,1.3223521106089475
PbCdP4O12,1.0110743818181773,4.859999999999999,3.848925618181822
NaI,1.0106201499999967,6.074,5.063379850000003
Cs2B4SiO9,1.0089313333333267,6.53,5.5210686666666735
GaAs0.1P0.9,1.0068050476190573,1.22,2.2268050476190573
NiC2N2,1.0060966181818238,2.0,3.006096618181824
Dy2S3,1.0041836633333352,2.955,1.9508163366666649
Pb17O8Cl18,1.0004450777777758,3.44,2.439554922222224
Ce3MoO7,0.9987423333333298,2.0,2.99874233333333
Na2Ti3O7,0.9978852181818141,3.51,4.507885218181814
Cs10Cd4Sn4S17,0.9973133846153877,3.16,2.1626866153846125
Tl4CdI6,0.9970969325396815,2.8,1.8029030674603184
KV2I3O13,0.9959650000000035,2.3,3.2959650000000034
La4FeSb2S10,0.9940165256410265,1.0,1.9940165256410265
Li2B6,0.9890503333333314,2.0,2.9890503333333314
Pb2MnO4,0.9878153333333324,1.5,2.4878153333333324
Li2FeSnS4,0.9872133333333226,1.86,2.8472133333333227
MnTe9,0.9844310672222214,2.0,1.0155689327777786
MoO3,0.9835188747474741,3.6625,2.678981125252526
LaIn3S6,0.9834353166666634,1.03,2.0134353166666634
Al2Te3,0.9817768550793649,2.35,1.3682231449206352
YVTeO10,0.9812290000000123,2.2,3.1812290000000125
K2Te,0.9800839523809479,1.9,2.880083952380948
LiCdBO3,0.9788133333333393,4.28,3.301186666666661
BaSe,0.9711028315555588,3.626666666666667,2.655563835111108
BaZnOS,0.9700964651515216,3.9,2.9299035348484783
CeScO3,0.9700361333333358,3.2,4.170036133333336
EuSb4S7,0.9660866666666668,0.98,1.9460866666666667
CdBr2,0.9651464801662746,4.47,3.504853519833725
Tl2InGaSe4,0.9630207156277057,2.05,1.086979284372294
Tb4Al2O9,0.9622936666666653,4.59,3.6277063333333346
NiS2,0.9586124494461105,0.64,1.5986124494461105
TeI4,0.9582720142857033,1.1,2.0582720142857034
MnVTe2O8,0.9555523333333347,1.9,2.8555523333333346
NaSbSe2,0.9517550484126982,1.3866666666666667,2.338421715079365
InSb2S4Cl,0.9477828999999989,1.8,2.747782899999999
In2Se2O7,0.9463109999999917,2.97,3.916310999999992
Sr3GeSb2Se8,0.9444753073333314,0.75,1.6944753073333314
Sr3Ti2O7,0.9434737333333283,3.26,4.203473733333328
BaAl4Se7,0.9432250000000022,3.4,2.4567749999999977
Bi6Cu3S10I,0.9399853404761891,0.72,1.659985340476189
LaZnAsO,0.9342976391219877,1.5,2.4342976391219877
Cd12Ge17B8O58,0.9341288333333218,4.29,3.3558711666666783
K10Zn4Ge4S17,0.9308133333333384,3.34,2.4091866666666615
Sm2S3,0.927213050000002,2.98,2.052786949999998
LiGaTe2,0.9255129968376024,2.31,1.3844870031623977
K2ZnTe2,0.9215453333333401,3.0,2.07845466666666
CuSmSe2,0.9209261291746009,2.1,1.1790738708253992
Cs2Cd3B16O28,0.920783999999994,4.76,3.8392160000000057
NdB6,0.9196219999999893,4.9,3.980378000000011
LiInS2,0.9189729990676065,3.573333333333333,2.6543603342657263
Na3ZnB5O10,0.9181283333333337,3.2,4.118128333333334
LiGaS2,0.9138595976690032,3.8433333333333337,2.9294737356643306
CdP2S4,0.911079830303033,3.76,2.848920169696967
AgAlTe2,0.9104460623931611,1.85,0.939553937606839
KSi2P3,0.9079594969696914,1.72,2.6279594969696913
YbClWO4,0.9047356666666655,4.23,3.325264333333335
AgGaSiSe4,0.8986260670995674,2.63,1.7313739329004325
HgSc,0.8972803406365291,0.24,1.137280340636529
Sr3Se3O8Cl,0.8957051333333261,4.4,5.2957051333333265
Hg0.01Cd0.99Se,0.89127760566667,0.29,1.18127760566667
In4As5O12Br3,0.8910013151515153,4.22,3.3289986848484845
HgIn2Se4,0.8889959577402614,0.6,1.4889959577402614
BaB6,0.8888406666666655,2.64,3.5288406666666656
TiO2,0.8880854000000014,3.3,4.188085400000001
InN,0.8869320168398298,2.13,3.0169320168398297
BiOI,0.8867452650793641,2.005,2.891745265079364
CdSc,0.8864486160195346,1.714,0.8275513839804653
Ge0.653Si0.347,0.882903384615388,1.914,1.031096615384612
ErN,0.8787187866666633,2.7,1.821281213333337
La2NiVO6,0.8747793333333291,0.45,1.324779333333329
Zn3Sb2,0.8721660726890313,0.1766666666666666,1.048832739355698
Bi2YVO8,0.8717213333333458,2.09,2.9617213333333456
LiAsSe2,0.8696918216468001,1.2366666666666666,2.1063584883134667
Al2Se3,0.8692471282184462,3.125,2.255752871781554
LiZnN,0.8645451628205116,1.945,2.8095451628205117
CsGeI3,0.8634618511904777,1.6,2.463461851190478
CdI2,0.8627203948571514,3.8,2.9372796051428485
Cs4BiAs3Se7,0.8616806666666643,1.02,1.8816806666666643
K2TeI6,0.8615001444444461,1.38,2.241500144444446
SmTe,0.8585871249816192,0.378,1.2365871249816192
La3Mg0.5SnS14,0.8585856181818152,1.71,2.568585618181815
Ho2HfS5,0.8584867878787863,1.0,1.8584867878787863
Ba3ZnTa2O9,0.8575673333333351,4.32,3.462432666666665
RuP4,0.8565902335664328,0.51,1.3665902335664328
K2Au2SnS4,0.8537660166666696,2.75,1.8962339833333304
TaGaSe2,0.8521001825396837,2.0585,1.2063998174603163
ScN,0.8492646913752893,2.6,3.4492646913752893
UO2,0.8460836974358976,2.18,3.026083697435898
Na3MoO4F,0.8452670000000038,4.77,3.924732999999996
PdPSe,0.8443535133405444,0.15,0.9943535133405444
MnO,0.8402564909090939,3.6,2.759743509090906
Ag3Ga3SiSe8,0.8396293269841291,2.3,1.4603706730158708
NaNb2PS10,0.8382653999999985,1.72,2.5582653999999985
Ba2Sb7O14H,0.8379326666666644,2.7,3.5379326666666646
SnGa4Se7,0.8377152318747896,2.55,1.7122847681252102
Pb3Cl4TeO3,0.8301079999999943,3.79,2.9598920000000057
Li4Cs3B7O14,0.8295006666666476,6.53,5.700499333333353
CdGa2S4,0.827643672663446,3.42,2.592356327336554
CuAlSe2,0.8263579275924087,2.6,1.7736420724075914
PbCl2,0.825387776262628,3.953333333333333,3.127945557070705
PbN6,0.8251293999999936,3.0,3.8251293999999936
CuNbO3,0.8236948378787923,2.0,2.8236948378787923
Ba3FeS4Br,0.8225475555555573,1.65,2.472547555555557
Cu4Sn7S16,0.8220487093073607,0.8,1.6220487093073608
KCuThS3,0.8204974999999992,2.95,2.129502500000001
Bi3TeBO9,0.8202044000000028,2.6,3.420204400000003
Mg2Pb,0.8196345939194156,0.097,0.9166345939194156
Ag2HgI4,0.8182463815555543,2.47,1.651753618444446
LaCuOS,0.8175917523809582,3.12,2.302408247619042
H2Ti6O13,0.8146973333333318,3.4,4.214697333333332
Ta1.33Zr0.67O0.12N3.03,0.8139713333333343,1.71,2.5239713333333342
EuTe,0.8130294638888884,2.007,1.1939705361111117
Ba5CdGa6Se15,0.8100567179487181,2.6,1.789943282051282
Th2GeSe2,0.8097611873015875,1.98,1.1702388126984125
Bi7F11O5,0.8091899999999947,4.05,3.240810000000005
Ce2Sn3Se9,0.8074743666666657,0.3,1.1074743666666658
Li2PtO3,0.8065281333333303,2.3,3.10652813333333
AgAlO2,0.8056655272727213,3.6,2.7943344727272788
BaGa2Se4,0.8049369692307682,3.163,2.3580630307692316
Sm2O3,0.8043523333333296,5.0,4.19564766666667
Co2Te3O8,0.8042447151515164,3.6,2.7957552848484837
Ba1.88Ta15O32,0.8006286666666684,0.13,0.9306286666666684
HfSe2,0.8005989911843723,2.2,1.399401008815628
Zn0.2Ba2B2S5.2,0.797667315151517,3.54,2.742332684848483
Nd3Te4,0.7928236666666673,1.6,0.8071763333333328
Li4.5Ga0.5TeO6,0.7927333333333149,4.99,4.197266666666685
LiPbB9O15,0.7919580000000046,4.75,3.9580419999999954
Bi2V2Se4O16,0.790933333333327,2.2,2.9909333333333272
Ba3Sn0.87Bi2.13Se8,0.7905133333333316,0.79,1.5805133333333317
CeBiW2O9,0.7905033333333429,2.34,3.1305033333333427
Rb4Ti3S14,0.7899520000000015,1.59,2.3799520000000016
BaTaO2N,0.7876866666666678,1.78,2.567686666666668
SnBr2,0.785505852954818,3.45,2.664494147045182
K4P8Te4,0.7821412222222217,1.4,2.1821412222222216
Mg3As2,0.7806095320551678,2.4499999999999997,1.669390467944832
YbTe,0.7794106893650805,1.8,1.0205893106349195
NaScSe2O6,0.7793285999999879,5.5,4.720671400000012
CsSb,0.7788196904761882,0.7050000000000001,1.4838196904761882
TeI,0.778580129490386,1.1,1.878580129490386
Cu3SbS4,0.7767842432900459,0.85,1.626784243290046
Eu1.83Ta15O32,0.7743559999999974,0.23,1.0043559999999974
Sr8.007Ge2.043Bi7.949Se24,0.7742066666666652,0.74,1.5142066666666651
ZrS2,0.7708268998390504,2.75,1.9791731001609496
NiP2,0.769074192929293,0.51,1.279074192929293
RbMoPO6,0.7678006666666608,2.96,3.7278006666666608
Ag2.7Ba6Sn4.3S16,0.766829999999997,1.48,2.246829999999997
NaCd4P3,0.765779589658119,1.1,1.865779589658119
CuFeS2,0.7652605705239182,0.4866666666666666,1.2519272371905847
Ge0.7Si0.3,0.7646219999999971,0.88,1.6446219999999971
BeSe,0.7628123123076884,4.0,3.2371876876923116
NaInS2,0.7616915730303031,1.9,2.661691573030303
Cu2O,0.7598698261904788,2.6133333333333333,1.8534635071428545
PbGa4S7,0.7595760435897421,3.08,2.320423956410258
NaSb,0.7577317911926357,0.82,1.5777317911926356
Cd3P2,0.757328362471306,0.5555,1.312828362471306
Sm2Se3,0.7567866666666654,2.3,1.5432133333333344
AgAlSe2,0.7559066704883992,2.55,1.7940933295116006
NaSbS2,0.7540293643722944,1.64,2.3940293643722943
AgGaGeS4,0.7537147792207777,3.0,2.2462852207792223
GeP,0.7535703070218673,0.95,1.7035703070218673
Cu3ScSe3,0.7532701857142856,0.3,1.0532701857142857
PbSnS3,0.7522015178632445,0.975,1.7272015178632445
CeF3,0.7519933333333118,4.85,5.601993333333311
YbS,0.746894592857144,1.135,1.881894592857144
PbSeO4,0.7455953333333389,4.3,3.554404666666661
GaHSeO4,0.7453370000000046,5.51,4.764662999999995
Rb2CdBr2I2,0.7446725611111096,3.35,2.6053274388888905
RbBiSe2,0.7435239111111072,0.8466666666666667,1.5901905777777738
Cd3As2,0.7424916601465223,0.2695,1.0119916601465224
K10Co4Sn4S17,0.7420719999999932,1.5550000000000002,2.2970719999999933
TlCl,0.7386202593073565,3.4182,2.6795797406926436
Cd0.01Te0.01Al0.99Sb0.99,0.7385114234498837,2.21,1.4714885765501162
BaAuI5O15,0.7365660000000012,2.32,3.056566000000001
Li4.5Fe0.5TeO6,0.735710666666666,3.25,2.514289333333334
Cs2HgI2Cl2,0.7321470277777746,2.15,2.8821470277777745
LaCuOSe,0.7300123000000083,2.83,2.099987699999992
BaUSe3,0.7297699999999998,1.0,1.7297699999999998
ZnTe,0.7297579716435789,2.288333333333333,1.5585753616897542
CuFeSe2,0.7296209193528705,0.155,0.8846209193528706
BiSCl,0.7283131927849975,1.91,2.6383131927849974
Ca3La2Sn3S12,0.7267706500000009,1.45,2.176770650000001
CsSbS2,0.7250562666666651,2.8,2.0749437333333347
Mg2Sn,0.7236473093137845,0.2723076923076923,0.9959550016214768
SrThP2S8,0.7233866818181807,3.02,2.2966133181818194
TlPTe,0.721992057778386,0.3,1.021992057778386
Na2BaSnS4,0.7201294136752203,3.27,2.5498705863247797
EuH2,0.7193680820512807,1.85,2.5693680820512808
Sr2V3Se5O18,0.719077333333336,2.47,3.189077333333336
Dy3GaS6,0.7189009692307664,2.81,2.0910990307692336
ErSe2,0.718366974342324,1.07,1.788366974342324
Li4.5Al0.5TeO6,0.7176165333333318,4.9,4.182383466666669
Zn2MoSeO7,0.7158883333333499,4.2,3.4841116666666503
Rb1.45Pb3.1Sb7.45Se15,0.7153539999999965,0.45,1.1653539999999964
InSnAsSe,0.714767694728487,0.26,0.974767694728487
La3Te4,0.7145548240000035,0.43,1.1445548240000034
Zn2MoTeO7,0.7143826666666628,4.1,3.385617333333337
PbSb2Se4,0.7136876733621944,1.8,1.0863123266378056
Cd3MoTe2O10,0.7133003333333257,3.81,3.0966996666666744
Zn3B2O6,0.7087920909090948,2.6,3.308792090909095
BaS,0.708077331858584,3.89,3.181922668141416
Ir0.67Se2,0.7076367018747916,0.45,1.1576367018747915
Bi2Cu0.96Se3I,0.7071972730158765,0.68,1.3871972730158766
BaZnSiSe4,0.7062271666666686,2.71,2.0037728333333313
Gd2S3,0.7054682666666647,2.55,1.844531733333335
Mn2P2Se6,0.7035964930158731,2.5,1.7964035069841269
Ag2VI3O11,0.7031233333333278,2.16,2.863123333333328
BaGa2SiS6,0.701893500000013,3.75,3.048106499999987
Ba3InS4Cl,0.6972402055555529,3.42,2.722759794444447
CsInS2,0.695837316666676,3.4,2.704162683333324
Cd4Sb3,0.6953014295948183,1.25,0.5546985704051817
SiAs2,0.6922914397463634,0.88,1.5722914397463634
In6S7,0.6914207462237728,0.8450000000000001,1.536420746223773
Sr5V3O12F,0.6913306666666728,4.5,3.8086693333333272
Cd6P7,0.6895274603052509,0.85,1.539527460305251
Ba8Ga10Si36,0.687616,0.31,0.997616
LiMoIO6,0.6870886666666589,2.8,3.4870886666666587
Ca5B3O9F,0.6864085333333252,6.53,5.843591466666675
SiTe2,0.6860362118087477,2.015,1.3289637881912524
Ca2CdAs2,0.6850630339588704,0.95,1.6350630339588703
SrTaO2N,0.683534333333333,1.99,2.673534333333333
BiTeI,0.6831252611766532,0.46,1.1431252611766531
SbSi,0.680839187501447,1.9,1.219160812498553
ReO3,0.6806956666666584,2.3,2.980695666666658
ScNiSb,0.6806706790919637,0.11,0.7906706790919636
Bi4PdSe4O12,0.6794919999999958,2.06,2.739491999999996
AgScO2,0.6752697454545435,3.8,3.1247302545454563
CsBi3Se5,0.6743426666666665,0.43,1.1043426666666665
ZnSnO3,0.6741794666666623,3.9,3.2258205333333376
Hg2Cl2,0.6723500897085168,3.3800000000000003,2.7076499102914835
Zn0.01Cd0.99Se,0.6722405869365107,2.45,1.7777594130634895
CuFeTe2,0.6717085940476212,0.16,0.8317085940476212
Ag3AsS3,0.6694422768253965,2.07225,1.4028077231746034
Gd2Se3,0.6684619786580113,2.2,1.531538021341989
OsS2,0.6682122181818251,2.0,1.331787781818175
GaP,0.6676811104229023,2.76,2.0923188895770974
LiZnBO3,0.6631463333333247,3.1,3.763146333333325
CBr4,0.6626201991342016,3.7,3.0373798008657986
MgSiN2,0.6622825333333289,4.05,4.712282533333329
AgFeSe2,0.6618750510822504,0.23,0.8918750510822504
Hg6P6In2Cl9,0.6602036000000013,3.13,2.4697963999999986
Sr0.5TaO3,0.6596986666666664,3.7,3.0403013333333337
Na8Al8Si38,0.6580636363636302,0.64,1.2980636363636302
Cs3Bi,0.6563218888888898,0.625,1.2813218888888898
Pb4Ga5GeS12,0.6551808944444493,2.35,1.6948191055555508
La2S3,0.6546961388611381,2.77,2.115303861138862
PbBr2,0.6546114192307622,3.31,2.655388580769238
Tl2TeBr6,0.6540019190476172,2.06,2.7140019190476172
