,avg_Density_(g/mL),avg_metallic_valence,sum_valence_d,avg_abs_valence,range_Pauling_Electronegativity,range_metallic_valence,sum_heat_atomization(kJ/mol),range_Molar_Heat_Capacity(J/mol_K),sum_Critical_Temperature,range_heat_of_fusion_(kJ/mol)_,avg_Gordy_electonegativity,avg_Orbital_Radius(pm),avg_Number_of_unfilled_d_valence_electrons,range_Critical_Temperature,avg_thermal_conductivity_(W/(m_K))_,avg_Critical_Temperature,avg_Period,range_thermal_conductivity_(W/(m_K))_,range_heat_of_vaporization_(kJ/mol)_,sum_Number_of_unfilled_p_valence_electrons,range_1st_ionization_potential_(kJ/mol),avg_Cohesive_energy,avg_Melting_point_(K),avg_Zunger_radii_sum,avg_Atomic_Weight,range_Cohesive_energy,range_Atomic_Radus,range_specific_heat_(J/g_K)_,avg_Number_of_unfilled_p_valence_electrons,avg_valence_d,avg_Molar_Denstiy_(mol/ml),range_Density_(g/mL),range_gilmor_number_of_valence_electron,range_Atomic_Weight,avg_Nagle_electonegativity,avg_1st_ionization_potential_(kJ/mol),avg_Pauling_Electronegativity,sum_Cohesive_energy,avg_gilmor_number_of_valence_electron,avg_valence_p,sum_Density_(g/mL),range_Molar_Denstiy_(mol/ml),range_Gordy_electonegativity,avg_Mendele_Number,avg_heat_of_fusion_(kJ/mol)_,avg_heat_atomization(kJ/mol),range_Melting_point_(K),sum_heat_of_vaporization_(kJ/mol)_,sum_specific_heat_(J/g_K)_,range_Allred-Rockow_electronegativity,avg_heat_of_vaporization_(kJ/mol)_,range_Number_of_unfilled_p_valence_electrons,range_l_quantum_number,range_Boiling_Point_(K),avg_outer_shell_electrons,sum_Nagle_electonegativity,range_Zunger_radii_sum,avg_l_quantum_number,avg_number_of_valence_electrons,avg_specific_heat_(J/g_K)_,sum_1st_ionization_potential_(kJ/mol),range_Nagle_electonegativity,sum_Gordy_electonegativity,avg_Atomic_Number,avg_polarizability(A^3),avg_Allred-Rockow_electronegativity,range_abs_valence,sum_Allred-Rockow_electronegativity,sum_abs_valence,range_number_of_valence_electrons,sum_thermal_conductivity_(W/(m_K))_,sum_Covalent_Radius,sum_Boiling_Point_(K),avg_ionic_radius,range_heat_atomization(kJ/mol),avg_Boiling_Point_(K),avg_families,sum_polarizability(A^3),range_Orbital_Radius(pm),avg_group,sum_valence_f,sum_heat_of_fusion_(kJ/mol)_,sum_valence_p,sum_Number_of_unfilled_s_valence_electrons,range_polarizability(A^3),avg_Molar_Heat_Capacity(J/mol_K),sum_Zunger_radii_sum,range_Atomic_Number,sum_metallic_valence,range_Mendele_Number,avg_Atomic_Radus,avg_Covalent_Radius,range_ionic_radius,range_Covalent_Radius,range_valence_p,sum_Atomic_Weight,sum_Molar_Heat_Capacity(J/mol_K),sum_Molar_Denstiy_(mol/ml),avg_Number_of_unfilled_s_valence_electrons,avg_Number_of_unfilled_f_valence_electrons,sum_group,sum_l_quantum_number,range_valence_d,sum_Mendele_Number,sum_gilmor_number_of_valence_electron,sum_number_of_valence_electrons,sum_Orbital_Radius(pm),sum_Pauling_Electronegativity,range_Number_of_unfilled_d_valence_electrons,sum_Melting_point_(K),sum_Atomic_Radus,range_valence_s,sum_ionic_radius,sum_outer_shell_electrons,range_families,range_group,range_Number_of_unfilled_s_valence_electrons,sum_Number_of_unfilled_d_valence_electrons,range_Period,avg_valence_f,sum_Period,sum_Number_of_unfilled_f_valence_electrons,avg_valence_s,sum_Atomic_Number,range_outer_shell_electrons,range_Number_of_unfilled_f_valence_electrons,range_valence_f,sum_families,sum_valence_s
125,4.781428571428572,2.2857142857142856,10.0,3.142857142857143,1.6599999999999997,2.0,1570.0,2.740000000000002,19377.0,1.0599999999999996,5.224285714285713,129.0285714285714,8.57142857142857,4052.0,15.068571428571426,2768.142857142857,4.7142857142857135,66.08,258.1,24.0,438.0,2.397142857142857,637.4357142857142,1.9771428571428569,101.31571428571428,1.2400000000000002,1.4999999999999998,0.12,3.4285714285714284,1.4285714285714284,0.0514285714285714,3.81,4.0,58.37000000000002,1.842857142857143,782.7142857142857,1.991428571428571,16.78,4.571428571428571,2.571428571428571,33.47,0.03,1.29,64.85714285714285,7.041428571428571,224.28571428571425,508.0,730.5999999999999,1.91,1.5500000000000005,104.37142857142857,4.0,1.0,1585.0,4.285714285714286,12.9,2.11,0.7142857142857142,4.571428571428571,0.2728571428571428,5479.0,1.33,36.57,42.57142857142857,14.614285714285714,1.9,2.0,13.3,22.0,4.0,105.48,10.01,10202.05,1.4785714285714284,122.0,1457.4357142857143,5.285714285714286,102.3,114.2,11.714285714285714,0.0,49.290000000000006,18.0,0.0,35.900000000000006,26.292857142857144,13.84,22.0,16.0,80.0,1.5185714285714285,1.43,1.0,0.8200000000000001,4.0,709.21,184.05,0.36,0.0,14.0,82.0,5.0,10.0,454.0,32.0,32.0,903.2,13.94,10.0,4462.049999999999,10.63,0.0,10.35,30.0,5.0,14.0,0.0,60.0,2.0,0.0,33.0,98.0,2.0,298.0,4.0,0.0,0.0,37.0,14.0
126,4.7825,2.25,10.0,3.25,1.6599999999999997,2.0,1797.0,2.740000000000002,21134.0,1.0599999999999996,5.29125,124.375,8.75,4052.0,13.249999999999998,2641.75,4.625,66.08,258.1,26.0,438.0,2.405,619.025,1.89125,98.52125,1.2400000000000002,1.4999999999999998,0.12,3.25,1.25,0.0525,3.81,4.0,58.37000000000002,1.90125,802.5,2.06125,19.24,4.75,2.75,38.26,0.03,1.29,67.875,6.9975000000000005,224.625,508.0,768.3,2.23,1.5500000000000005,96.0375,4.0,1.0,1585.0,4.5,15.21,2.11,0.75,4.75,0.27875,6420.0,1.33,42.33,41.5,13.2625,1.96625,2.0,15.73,26.0,4.0,106.0,11.17,11160.2,1.4375,122.0,1395.025,5.5,106.1,114.2,12.25,0.0,55.98,22.0,0.0,35.900000000000006,26.165,15.13,22.0,18.0,80.0,1.4575,1.39625,1.0,0.8200000000000001,4.0,788.17,209.32,0.42,0.0,14.0,98.0,6.0,10.0,543.0,38.0,38.0,995.0,16.490000000000002,10.0,4952.2,11.66,0.0,11.5,36.0,5.0,14.0,0.0,70.0,2.0,0.0,37.0,112.0,2.0,332.0,4.0,0.0,0.0,44.0,16.0
127,3.091,1.244,13.0,3.2,2.55,5.0,2879.0,13.29,24447.48,31.380000000000003,6.996379999999999,96.15,8.7,10095.42,17.608,2444.748,3.5,81.57,739.59,35.0,811.0,3.014,602.3700000000001,1.4460000000000002,66.64279,6.199999999999999,2.05,0.78,3.5,1.3,0.02117,16.6,4.0,164.9479,2.6460000000000004,1020.9,2.5700000000000003,30.14,4.6,2.5,30.91,0.0917,4.139999999999999,66.3,5.167999999999999,287.9,3214.4,1278.96,6.290000000000001,2.73,127.89600000000002,4.0,2.0,5608.0,4.3999999999999995,26.46,2.9299999999999997,0.9,4.8,0.629,10209.0,2.64,69.96379999999999,28.2,10.694000000000004,2.642,3.0,26.42,32.0,4.0,176.07999999999998,11.16,12418.5,1.09,602.0,1241.85,5.5,106.94,161.0,11.8,14.0,51.68,25.0,0.0,38.91,19.6082706,14.46,65.0,12.44,78.0,1.15,1.116,1.5499999999999998,1.25,4.0,666.4279,196.082706,0.2117,0.0,12.6,118.0,9.0,10.0,663.0,46.0,48.0,961.5,25.700000000000003,10.0,6023.7,11.5,0.0,10.9,44.0,5.0,14.0,0.0,87.0,4.0,1.4,35.0,126.0,2.0,282.0,4.0,14.0,14.0,55.0,20.0
128,6.057,2.888,22.0,2.6,1.6599999999999997,3.4400000000000004,2747.0,3.860000000000003,40717.0,9.41,4.793839999999999,128.8,7.8,12793.0,89.54,4071.7,4.7,400.48,476.7,40.0,438.0,2.928,918.25,2.2310000000000003,102.85981,4.300000000000001,1.4999999999999998,0.26,4.0,2.2,0.06904,8.2,4.0,168.48809999999995,1.7560000000000002,778.8,1.963,29.28,4.0,2.0,60.57000000000001,0.11,2.8815999999999997,60.7,9.115,274.7,1533.0,1587.5,2.88,1.5500000000000005,158.75,4.0,2.0,4105.0,3.8,17.560000000000002,3.69,1.1,5.800000000000001,0.288,7788.0,1.33,47.9384,43.0,14.390000000000002,1.872,4.0,18.72,26.0,9.0,895.4,14.169999999999998,19360.5,1.455,396.0,1936.05,5.0,143.9,114.2,10.9,0.0,91.15,20.0,2.0,35.900000000000006,25.8514572,22.31,61.0,28.880000000000003,80.0,1.491,1.4169999999999998,1.0,0.8200000000000001,4.0,1028.5981,258.514572,0.6904,0.2,14.0,109.0,11.0,10.0,607.0,40.0,58.0,1288.0,19.63,10.0,9182.5,14.91,1.0,14.55,38.0,5.0,14.0,1.0,78.0,3.0,0.0,47.0,140.0,1.8,430.0,5.0,0.0,0.0,50.0,18.0
129,1.8647058823529412,1.0588235294117647,26.0,3.647058823529412,2.55,5.0,4521.0,13.29,24758.38,20.68,6.958235294117648,82.90588235294118,8.470588235294118,5775.42,6.0723529411764705,1456.375294117647,3.0588235294117645,30.67,449.59,50.0,811.0,2.8011764705882354,492.3617647058824,1.1864705882352942,47.51411764705882,3.4099999999999997,2.05,0.72,2.9411764705882355,1.5294117647058822,0.0235294117647058,6.24,4.0,121.33,2.851764705882353,1088.235294117647,2.7694117647058825,47.62,5.176470588235294,3.058823529411765,31.7,0.12,5.169999999999999,73.3529411764706,5.570588235294117,265.94117647058823,2108.4,1332.61,11.9,2.73,78.38882352941177,4.0,2.0,3563.0,4.588235294117648,48.48,2.9299999999999997,1.0,5.411764705882353,0.7000000000000001,18500.0,2.64,118.29,20.588235294117645,7.287647058823531,2.873529411764706,2.0,48.85,62.0,4.0,103.23,17.189999999999998,14650.15,0.9647058823529412,334.0,861.7735294117648,5.9411764705882355,123.89,161.0,13.058823529411764,0.0,94.7,52.0,0.0,38.91,18.758823529411764,20.17,48.0,18.0,81.0,0.9541176470588236,1.0111764705882351,1.5499999999999998,1.25,4.0,807.74,318.9,0.4,0.0,14.0,222.0,17.0,10.0,1247.0,88.0,92.0,1409.4,47.08,10.0,8370.150000000001,16.22,0.0,16.4,78.0,5.0,14.0,0.0,144.0,4.0,0.0,52.0,238.0,2.0,350.0,4.0,0.0,0.0,101.0,34.0
130,2.0269230769230773,1.4184615384615389,16.0,3.230769230769231,2.55,5.0,3511.0,13.29,23016.64,20.68,6.61923076923077,89.13076923076923,8.76923076923077,5775.42,16.495384615384616,1770.5107692307693,3.076923076923077,115.97,449.59,46.0,811.0,2.825384615384616,573.3346153846154,1.3307692307692307,43.84076923076923,3.959999999999999,2.05,0.72,3.5384615384615388,1.2307692307692308,0.0315384615384615,7.13,5.0,121.33,2.6861538461538466,1055.8461538461538,2.6315384615384616,36.73,4.538461538461538,2.4615384615384617,26.35,0.12,5.169999999999999,67.3076923076923,5.1061538461538465,270.0769230769231,2108.4,1332.58,9.13,2.73,102.50615384615384,4.0,2.0,3563.0,4.461538461538462,34.92,2.9299999999999997,1.076923076923077,5.6923076923076925,0.7023076923076924,13726.0,2.64,86.05,19.384615384615387,8.993846153846153,2.7146153846153847,4.0,35.29,42.0,10.0,214.44,13.61,13032.95,1.0115384615384615,383.0,1002.5346153846154,5.538461538461539,116.92000000000002,161.0,11.846153846153848,0.0,66.38000000000001,32.0,0.0,38.91,19.169230769230772,17.299999999999997,48.0,18.44,78.0,1.0569230769230769,1.046923076923077,1.5499999999999998,1.25,4.0,569.9300000000001,249.2,0.41,0.0,14.000000000000002,154.0,14.0,10.0,875.0,59.0,74.0,1158.7,34.21,10.0,7453.35,13.74,0.0,13.15,58.0,5.0,14.0,0.0,114.0,4.0,0.0,40.0,182.0,2.0,252.0,4.0,0.0,0.0,72.0,26.0
131,4.591111111111111,2.271111111111111,1.0,2.8888888888888893,1.6599999999999997,1.44,2204.0,2.740000000000002,31895.0,5.8100000000000005,5.0344444444444445,129.52222222222224,9.88888888888889,7193.0,10.8,3543.8888888888887,4.555555555555555,40.08,325.3,33.0,438.0,2.586666666666667,727.3499999999999,1.9877777777777776,92.01,2.47,1.4999999999999998,0.1699999999999999,3.6666666666666665,0.1111111111111111,0.0544444444444444,2.4000000000000004,5.0,67.61000000000001,1.797777777777778,765.5555555555557,1.951111111111111,23.28,4.222222222222222,2.3333333333333335,41.31999999999999,0.05,2.36,61.0,7.326666666666667,244.88888888888889,1493.2,1094.2,2.67,1.5500000000000005,121.57777777777775,4.0,2.0,2652.0,4.333333333333334,16.18,2.11,0.8888888888888888,4.444444444444445,0.2966666666666666,6890.0,1.33,45.309999999999995,39.11111111111111,14.355555555555556,1.8655555555555556,3.0,16.79,26.0,4.0,97.2,12.64,14903.35,1.4666666666666666,243.0,1655.9277777777777,5.222222222222222,129.2,114.2,11.11111111111111,0.0,65.94,21.0,0.0,35.900000000000006,26.093333333333337,17.89,25.0,20.44,80.0,1.521111111111111,1.4044444444444442,1.0,0.8200000000000001,4.0,828.09,234.83999999999995,0.49,0.0,14.0,100.0,8.0,1.0,549.0,38.0,40.0,1165.6999999999998,17.560000000000002,1.0,6546.15,13.69,0.0,13.2,39.0,5.0,14.0,0.0,89.0,2.0,0.0,41.0,126.0,2.0,352.0,4.0,0.0,0.0,47.0,18.0
132,5.3966666666666665,2.271111111111111,51.0,2.8888888888888893,1.21,1.44,2054.0,2.490000000000002,34755.0,11.9,4.856666666666667,140.24444444444444,4.333333333333334,6621.0,11.816666666666666,3861.666666666666,5.111111111111111,38.25,310.45,33.0,366.0,2.4366666666666665,856.5166666666667,2.198888888888889,119.03222222222222,2.47,1.2999999999999998,0.1699999999999999,3.6666666666666665,5.666666666666666,0.0488888888888888,2.74,5.0,67.61000000000001,1.6700000000000002,725.5555555555555,1.701111111111111,21.93,4.222222222222222,2.3333333333333335,48.57,0.05,2.0400000000000005,61.55555555555556,13.326666666666666,228.22222222222223,1493.2,1168.45,2.07,1.2800000000000002,129.82777777777778,4.0,2.0,2347.2,2.111111111111111,15.03,1.73,0.8888888888888888,4.444444444444445,0.2299999999999999,6530.0,1.1,43.71,49.11111111111111,15.3,1.7155555555555555,3.0,15.44,26.0,4.0,106.35,13.59,16427.35,1.6055555555555556,243.0,1825.261111111111,4.666666666666667,137.7,94.9,11.11111111111111,0.0,119.93999999999998,21.0,0.0,34.2,26.232222222222223,19.79,25.0,20.44,81.0,1.632222222222222,1.51,0.8499999999999999,0.72,4.0,1071.29,236.08999999999995,0.44,0.0,14.0,100.0,8.0,10.0,554.0,38.0,40.0,1262.1999999999998,15.31,10.0,7708.65,14.69,0.0,14.45,19.0,4.0,14.0,0.0,39.0,2.0,0.0,46.0,126.0,2.0,442.0,1.0,0.0,0.0,42.0,18.0
133,4.747777777777777,2.271111111111111,11.0,2.8888888888888893,1.6599999999999997,1.44,2161.0,2.740000000000002,31005.0,8.14,5.041111111111111,130.94444444444446,8.777777777777779,7193.0,15.355555555555554,3445.0,4.666666666666667,81.08,325.3,33.0,438.0,2.554444444444444,741.4388888888889,2.026666666666667,97.02111111111113,2.47,1.4999999999999998,0.12,3.6666666666666665,1.2222222222222223,0.0522222222222222,3.81,5.0,58.37000000000002,1.7933333333333334,763.2222222222223,1.9477777777777776,22.99,4.222222222222222,2.3333333333333335,42.73,0.03,2.36,61.111111111111114,7.067777777777778,240.11111111111111,1366.4,1067.0,2.53,1.5500000000000005,118.55555555555556,4.0,2.0,2652.0,4.222222222222222,16.14,2.11,0.8888888888888888,4.444444444444445,0.2811111111111111,6869.0,1.33,45.37,41.11111111111111,14.533333333333331,1.8544444444444448,3.0,16.69,26.0,4.0,138.2,12.82,14580.35,1.4944444444444445,243.0,1620.0388888888888,5.222222222222222,130.8,114.2,11.11111111111111,0.0,63.61,21.0,0.0,35.900000000000006,26.16111111111111,18.24,22.0,20.44,80.0,1.5433333333333334,1.4244444444444442,1.0,0.8200000000000001,4.0,873.19,235.45,0.47,0.0,14.0,100.0,8.0,10.0,550.0,38.0,40.0,1178.5,17.53,10.0,6672.95,13.89,0.0,13.45,38.0,5.0,14.0,0.0,79.0,2.0,0.0,42.0,126.0,2.0,370.0,4.0,0.0,0.0,47.0,18.0
134,5.553333333333333,2.271111111111111,61.0,2.8888888888888893,1.21,1.44,2011.0,2.490000000000002,33865.0,14.23,4.863333333333333,141.66666666666666,3.2222222222222223,6621.0,16.37222222222222,3762.7777777777774,5.222222222222222,79.25,310.45,33.0,366.0,2.4044444444444446,870.6055555555556,2.2377777777777776,124.04333333333332,2.47,1.2999999999999998,0.0999999999999999,3.6666666666666665,6.777777777777778,0.0466666666666666,3.81,5.0,48.420000000000016,1.6655555555555557,723.2222222222222,1.6977777777777778,21.64,4.222222222222222,2.3333333333333335,49.98,0.03,2.0400000000000005,61.666666666666664,13.067777777777778,223.44444444444449,1366.4,1141.25,1.93,1.2800000000000002,126.80555555555556,4.0,2.0,2347.2,2.0,14.99,1.73,0.8888888888888888,4.444444444444445,0.2144444444444444,6509.0,1.1,43.77,51.11111111111111,15.477777777777778,1.7044444444444449,3.0,15.34,26.0,4.0,147.35,13.77,16104.35,1.6333333333333333,243.0,1789.372222222222,4.666666666666667,139.3,94.9,11.11111111111111,0.0,117.61,21.0,0.0,34.2,26.3,20.14,17.0,20.44,81.0,1.6544444444444444,1.5299999999999998,0.75,0.6299999999999999,4.0,1116.39,236.7,0.42,0.0,14.0,100.0,8.0,10.0,555.0,38.0,40.0,1275.0,15.28,10.0,7835.45,14.89,0.0,14.7,18.0,4.0,14.0,0.0,29.0,1.0,0.0,47.0,126.0,2.0,460.0,0.0,0.0,0.0,42.0,18.0
135,4.75,2.4066666666666667,10.0,2.6666666666666665,1.6599999999999997,2.4400000000000004,1172.0,2.740000000000002,15191.0,1.0599999999999996,4.994999999999999,132.31666666666666,8.333333333333332,1623.0,25.726666666666667,2531.833333333333,4.666666666666666,115.48,104.3,24.0,438.0,2.088333333333334,693.25,2.091666666666667,96.155,1.11,1.4999999999999998,0.19,4.0,1.6666666666666663,0.0583333333333333,3.63,5.0,71.94000000000001,1.725,789.1666666666666,1.8466666666666665,12.53,3.833333333333333,2.0,28.5,0.08,2.01,59.0,7.148333333333333,195.33333333333331,508.0,512.4,1.75,1.5500000000000005,85.4,4.0,2.0,955.0,4.0,10.35,2.11,0.8333333333333333,5.666666666666666,0.2916666666666666,4735.0,1.33,29.97,40.666666666666664,16.2,1.7733333333333334,4.0,10.64,16.0,10.0,154.36,8.75,7879.900000000001,1.5166666666666666,96.0,1313.3166666666666,4.833333333333333,97.20000000000002,114.2,10.666666666666666,0.0,42.89,12.0,0.0,35.900000000000006,26.221666666666664,12.55,26.0,14.44,80.0,1.5949999999999998,1.458333333333333,1.0,0.8200000000000001,4.0,576.9300000000001,157.33,0.35,0.0,14.0,64.0,5.0,10.0,354.0,23.0,34.0,793.9,11.079999999999998,10.0,4159.5,9.57,0.0,9.1,24.0,5.0,14.0,0.0,50.0,2.0,0.0,28.0,84.0,2.0,244.0,4.0,0.0,0.0,29.0,12.0
136,5.475,2.4066666666666667,40.0,2.6666666666666665,1.21,2.4400000000000004,1082.0,2.5100000000000016,16907.0,10.169999999999998,4.835,141.96666666666664,3.333333333333333,1051.0,26.641666666666666,2817.833333333333,5.166666666666666,113.65,89.45,24.0,403.0,1.9533333333333331,809.5,2.2816666666666663,120.475,0.8399999999999999,1.2999999999999998,0.19,4.0,6.666666666666666,0.0533333333333333,3.63,5.0,71.94000000000001,1.61,753.1666666666666,1.6216666666666666,11.72,3.833333333333333,2.0,32.849999999999994,0.08,1.6900000000000004,59.5,12.548333333333332,180.33333333333331,305.4,556.95,1.39,1.2800000000000002,92.825,4.0,2.0,734.0,2.0,9.66,1.73,0.8333333333333333,5.666666666666666,0.2316666666666666,4519.0,1.1,29.01,49.666666666666664,17.05,1.6383333333333334,4.0,9.83,16.0,10.0,159.85000000000002,9.32,8794.300000000001,1.6416666666666666,66.0,1465.7166666666667,4.333333333333333,102.3,99.5,10.666666666666666,0.0,75.28999999999999,12.0,0.0,34.2,26.346666666666664,13.69,26.0,14.44,81.0,1.6949999999999998,1.5533333333333332,0.7999999999999998,0.6699999999999999,4.0,722.8499999999999,158.08,0.32,0.0,14.0,64.0,5.0,10.0,357.0,23.0,34.0,851.8,9.73,10.0,4857.0,10.17,0.0,9.85,12.0,4.0,14.0,0.0,20.0,2.0,0.0,31.0,84.0,2.0,298.0,0.0,0.0,0.0,26.0,12.0
137,2.416,0.9333333333333332,30.0,3.466666666666667,2.55,3.0,3392.0,13.29,22770.22,17.27,6.922506666666666,92.87333333333332,8.0,4465.42,4.903999999999999,1518.0146666666667,3.533333333333333,18.369999999999997,138.59,44.0,811.0,2.388666666666667,353.21000000000004,1.3396,73.436716,0.7200000000000002,2.05,0.8,2.9333333333333336,2.0,0.01556,9.75,4.0,192.98037,2.7506666666666666,1040.6666666666667,2.6513333333333335,35.83,5.066666666666666,3.0666666666666664,36.24,0.05,3.899999999999999,71.46666666666667,4.354666666666667,226.13333333333333,943.4,718.84,9.32,2.73,47.922666666666665,4.0,1.0,1823.0,4.8,41.26,2.9299999999999997,0.8,5.066666666666666,0.6213333333333334,15610.0,2.64,103.8376,30.533333333333335,9.767333333333337,2.754,2.0,41.31,52.0,4.0,73.55999999999999,16.78,11480.05,1.096666666666667,69.0,765.3366666666668,5.666666666666667,146.51000000000002,161.0,13.066666666666666,28.0,65.32000000000001,46.0,0.0,38.91,19.479019253333338,20.094,75.0,14.0,81.0,1.0666666666666669,1.1186666666666667,1.5499999999999998,1.25,4.0,1101.55074,292.1852888,0.2334,0.0,12.133333333333333,196.0,12.0,10.0,1072.0,76.0,76.0,1393.1,39.77,10.0,5298.15,16.0,0.0,16.45,72.0,5.0,14.0,0.0,120.0,4.0,1.8666666666666667,53.0,182.0,2.0,458.0,4.0,14.0,14.0,85.0,30.0
138,3.595,2.46,30.0,3.0,1.69,2.4400000000000004,3488.0,5.240000000000002,34900.0,6.03,5.236428571428571,116.6,7.857142857142856,4495.0,20.52571428571428,2492.8571428571427,4.071428571428571,96.53,286.0,48.0,497.0,2.567142857142857,549.0285714285714,1.7842857142857145,72.74142857142857,1.98,1.65,0.51,3.4285714285714284,2.1428571428571423,0.0549999999999999,6.58,5.0,105.26000000000002,1.979285714285714,842.5,2.065714285714286,35.94,4.5,2.571428571428571,50.33,0.05,1.9299999999999995,68.64285714285714,4.09,249.1428571428571,612.2,1195.5700000000002,6.97,1.71,85.39785714285713,4.0,1.0,1825.3,4.285714285714286,27.71,2.3,0.7142857142857142,5.285714285714286,0.4978571428571428,11795.0,1.5100000000000002,73.31,31.71428571428571,11.778571428571428,2.037142857142857,4.0,28.52,42.0,10.0,287.36,18.4,17606.7,1.35,190.0,1257.6214285714286,5.428571428571429,164.9,125.0,12.428571428571429,0.0,57.26,36.0,0.0,36.8,24.71,24.98,40.0,34.44,79.0,1.367142857142857,1.3142857142857145,1.15,0.96,4.0,1018.38,345.94,0.77,0.0,14.0,174.0,10.0,10.0,961.0,63.0,74.0,1632.4,28.92,10.0,7686.4,19.14,0.0,18.9,60.0,5.0,14.0,0.0,110.0,3.0,0.0,57.0,196.0,2.0,444.0,4.0,0.0,0.0,76.0,28.0
139,2.72,2.24,0.0,3.28,1.69,1.0,6846.0,5.240000000000002,50090.0,10.4,5.503712,105.264,10.0,6646.0,3.2752,2003.6,3.5999999999999996,18.16,220.3,74.0,509.0,2.8440000000000003,552.3580000000001,1.604,54.9596,1.5300000000000002,1.65,0.6,2.96,0.0,0.0558079999999999,6.73,4.0,131.53,2.1536,908.12,2.206,71.1,5.12,3.04,68.0,0.03,1.38,73.16,3.0212,273.84000000000003,1367.9,1091.52,15.38,1.71,43.6608,4.0,3.0,2287.0,5.04,53.84,2.57,1.04,5.12,0.6152,22703.0,1.5100000000000002,137.5928,24.64,9.156,2.2104,4.0,55.26,82.0,4.0,81.88,29.68,25117.95,1.198,135.0,1004.718,6.08,228.90000000000003,125.0,13.12,20.0,75.53,76.0,0.0,36.8,23.96,40.1,51.0,56.0,79.0,1.206,1.1872,1.15,0.96,4.0,1373.99,599.0,1.3952,0.0,13.2,328.0,26.0,0.0,1829.0,128.0,128.0,2631.6,55.15,0.0,13808.95,30.15,0.0,29.95,126.0,5.0,14.0,0.0,250.0,3.0,0.8,90.0,330.0,2.0,616.0,4.0,10.0,10.0,152.0,50.0
140,2.7615999999999996,2.24,0.0,3.44,1.69,1.0,6898.0,5.664200000000001,49310.0,19.24,5.527352,104.888,10.0,6256.0,3.5632,1972.4,3.5999999999999996,18.16,251.2,74.0,509.0,2.864,561.718,1.6008,55.340399999999995,1.5300000000000002,1.65,0.6,2.96,0.0,0.0559359999999999,7.25,4.0,136.29,2.1552,909.4,2.2076,71.6,5.12,3.04,69.03999999999999,0.03,1.38,73.48,3.7284,275.91999999999996,1484.9,1153.32,15.38,1.71,46.1328,4.0,3.0,2588.0,5.04,53.88,2.53,1.04,5.12,0.6152,22735.0,1.5100000000000002,138.1838,24.8,9.012,2.2104,2.0,55.26,86.0,4.0,89.07999999999998,29.64,25719.95,1.198,137.0,1028.798,6.08,225.3,125.0,13.12,24.0,93.21,76.0,0.0,36.8,24.024736000000004,40.02,53.0,56.0,79.0,1.2044,1.1856,1.15,0.96,4.0,1383.51,600.6184000000001,1.3984,0.0,13.04,328.0,26.0,0.0,1837.0,128.0,128.0,2622.2,55.19,0.0,14042.95,30.11,0.0,29.95,126.0,5.0,14.0,0.0,250.0,3.0,0.96,90.0,326.0,2.0,620.0,4.0,12.0,12.0,152.0,50.0
141,3.306666666666666,2.1977777777777776,6.0,3.666666666666666,2.07,5.78,2186.0,15.02,24900.0,12.08,5.182222222222221,127.75555555555552,9.333333333333332,8666.0,15.177777777777775,2766.6666666666665,4.222222222222222,80.08,339.8,33.0,637.0,2.511111111111111,734.7055555555555,1.99,75.11333333333334,3.0600000000000005,1.65,0.51,3.6666666666666665,0.6666666666666666,0.0566666666666666,5.790000000000001,5.0,105.26000000000002,1.8733333333333335,823.4444444444443,1.9755555555555555,22.6,4.666666666666666,2.333333333333333,29.76,0.11,2.99,58.77777777777777,5.468888888888888,242.8888888888889,1542.2,830.2400000000001,4.35,1.81,92.24888888888889,5.0,2.0,2691.2000000000003,4.333333333333333,16.86,2.3,0.7777777777777777,4.999999999999999,0.4833333333333333,7411.0,1.58,46.64,32.55555555555555,15.8,1.9433333333333336,4.0,17.490000000000002,33.0,6.0,136.60000000000002,12.41,11965.95,1.4444444444444442,306.0,1329.5500000000002,5.111111111111111,142.20000000000002,125.0,10.555555555555555,0.0,49.22,21.0,0.0,36.8,26.385555555555555,17.91,40.0,19.78,86.0,1.512222222222222,1.3788888888888888,1.15,0.96,5.0,676.02,237.47,0.51,0.0,13.999999999999998,95.0,7.0,6.0,529.0,42.0,45.0,1149.8,17.78,6.0,6612.35,13.61,0.0,13.0,39.0,6.0,15.0,0.0,84.0,3.0,0.0,38.0,126.0,2.0,293.0,5.0,0.0,0.0,46.0,18.0
