,formula,target
170,BaLa2Te5O14,3.81
171,BaNaB5O9,4.78
172,BaO,4.8
173,BaPd(IO3)4,1.97
174,BaReH9,3.44
175,BaS,3.8899999999999997
176,BaSe,3.626666666666667
177,BaSi2,1.3
178,BaSn2S5,2.35
179,BaSnO3,3.1
180,BaTaNO2,1.78
181,BaTe,3.4
182,BaTeMo2O9,3.12
183,BaTiO3,3.058
184,BaV2SeO8,2.13
185,BaZnSO,3.9
186,Be3N2,3.8
187,BeO,10.39
188,BeS,4.17
189,BeSe,4.0
190,BeTe,2.89
191,Bi2(MoO4)3,2.9
192,Bi2CO5,3.42
193,Bi2I4O13,3.3
194,Bi2Mo2Se2O13,3.15
195,Bi2O3,2.855
196,Bi2S3,1.3199999999999998
197,Bi2Se3,0.375
198,Bi2Te2Se,0.3
199,Bi2Te3,0.25
200,Bi4Pb7Se13,0.29
201,Bi5IO7,2.76
202,Bi7O5F11,4.05
203,BiBPbO4,3.2
204,BiBr3,2.66
205,BiBrO,2.92
206,BiClO,3.46
207,BiI3,1.9314285714285713
208,BiIO,2.005
209,BiP3(PbO4)3,3.7
210,BiPO4,3.85
211,BiPbBrO2,2.385
212,BiPbClO2,2.45
213,BiSBr,1.9
214,BiSCl,1.91
215,BiSI,1.5933333333333335
216,BiSbTe3,0.19
217,BiSeBr,1.6666666666666667
218,BiSeI,1.3
219,BiTeI,0.46
220,BiTeNO6,3.62
221,CBr4,3.7
222,CI4,2.26
223,Ca(BiO2)2,3.08
224,Ca(GdS2)2,2.55
225,Ca(LaS2)2,2.7
226,Ca(NdS2)2,2.7
227,Ca(PrS2)2,2.9
228,Ca(SmS2)2,2.05
229,Ca10Ge16(B2O17)3,5.47
230,Ca2Bi2O5,3.34
231,Ca2CdAs2,0.95
232,Ca2Ge,1.0
233,Ca2ScSbO6,3.68
234,Ca2Si,1.9
235,Ca2Sn,0.9
236,Ca2SnS4,2.32
237,Ca3(BN2)2,4.0
238,Ca3N2,1.55
239,Ca3Sb2,1.4
240,Ca3Ti2(SiO4)3,1.65
241,Ca4Bi6O13,2.76
242,Ca5B3O9F,6.53
243,CaF2,9.96
244,CaI2,5.98
245,CaMg2N2,3.25
246,CaO,7.004
247,CaS,5.593333333333334
248,CaSe,4.9350000000000005
249,CaSnO3,4.4
250,CaTaNO2,2.4
251,CaTe,4.1850000000000005
252,CaZnSO,3.7
253,Cd(GaS2)2,3.42
254,Cd(GaSe2)2,2.376666666666667
255,Cd(InS2)2,2.3600000000000003
256,Cd(InSe2)2,1.6079999999999999
257,Cd(InTe2)2,1.182
258,Cd2InCuTe4,0.85
259,Cd4As2Br3,1.8633333333333333
260,Cd4As2I3,2.0949999999999998
261,Cd4P2Br3,2.19
262,Cd4P2Cl3,2.205
263,Cd4P2I3,2.17
264,Cd4Sb2I3,1.83
265,CdAg2GeS4,2.32
266,CdAs2,1.0666666666666667
267,CdBiClO2,3.08
268,CdBr2,4.47
269,CdCl2,5.75
270,CdCu2GeS4,2.05
271,CdF2,6.0
272,CdGeAs2,0.6588888888888889
273,CdGeP2,1.7266666666666666
274,CdHg4(AsI2)2,1.45
275,CdHg6(As2Br3)2,1.915
276,CdI2,3.8
277,CdIClO3,4.3
278,CdP2,2.1025
279,CdP4,1.0
280,CdS,2.535185185185185
281,CdSb,0.4982352941176471
282,CdSb2Se3Br2,1.4
283,CdSe,1.8592000000000002
284,CdSiAs2,1.524
285,CdSiP2,2.151666666666667
286,CdSnAs2,0.3633333333333333
287,CdSnO3,3.0
288,CdSnP2,1.3074999999999999
289,CdTe,1.55
290,CdTeO3,3.73
291,Ce10Se14O,1.93
292,CeBiW2O9,2.34
293,CeMoO4F,2.52
294,CeO2,3.41
295,CeTl2P2S7,2.4
296,Co2Te3O8,3.6
297,CoAsSe,0.2
298,CoP2,0.35
299,CoPS,0.4
300,CoSb3,0.495
301,CoSbS,0.305
302,CrB2(PbO2)6,1.8
303,CrO3,1.4
304,CrPbO4,2.25
305,Cs2AgBiBr6,2.19
306,Cs2AgBiCl6,2.77
307,Cs2Al2B2O7,4.13
308,Cs2Ba3(P2O7)2,6.31
309,Cs2Cd3(B4O7)4,4.76
310,Cs2Cd3Te4,2.48
311,Cs2Cu2Sb2S5,1.6
312,Cs2Hg3I8,2.56
313,Cs2Hg3S4,2.8
314,Cs2Hg6S7,1.63
315,Cs2Li3(BO2)5,7.3
316,Cs2MgGe3Se8,2.04
317,Cs2MgSn3Se8,1.92
318,Cs2NbCuSe4,2.19
319,Cs2PdSe8,1.5
320,Cs2Sb,0.62
321,Cs2SiB4O9,6.53
322,Cs2Sn3(SbS5)2,2.34
323,Cs2Te,3.5
324,Cs2TeBr6,2.12
325,Cs2TeI6,1.5
326,Cs2Th(PS3)3,2.8
327,Cs2Ti(AgS2)2,2.44
328,Cs2VAgS4,1.77
329,Cs2ZnGe3Se8,2.31
330,Cs2ZnSn3Se8,2.12
331,Cs3Bi,0.625
332,Cs3Bi2Br9,2.5
333,Cs3Bi2I9,1.85
334,Cs3Li4(BO2)7,6.53
335,Cs3Nb2AsSe11,1.35
336,Cs3Nb9(TeO8)4,3.22
337,Cs3Sb,1.6
338,Cs3Sb2Br9,2.3
339,Cs3Sb2I9,1.89
340,Cs4BiAs3Se7,1.02
341,Cs4Ge(PSe3)4,2.0
342,Cs4Zr3S14,2.35
343,CsAg2AsS3,2.7
344,CsAg5Te3,0.65
345,CsAgSb4S7,2.04
346,CsAsSe2,1.9300000000000002
347,CsAu,2.3
348,CsB3O5,7.42
349,CsBi3Se5,0.43
350,CsBiS2,1.4166666666666667
351,CsBiSe2,1.07
352,CsBr,6.99
353,CsCdBO3,2.58
354,CsCeCdSe3,2.4
355,CsCl,7.949999999999999
356,CsCu2AsS3,2.3
357,CsErZnSe3,2.5949999999999998
358,CsF,10.0
359,CsGaS3,3.0
360,CsGdZnTe3,2.13
361,CsGeB3O7,5.76
362,CsGeI3,1.6
363,CsH3(SeO3)2,4.77
364,CsI,6.3566666666666665
365,CsInHgS3,2.3
366,CsInS2,3.4
367,CsInSe2,2.81
368,CsInTe2,2.16
369,CsInTe3O8,3.9
370,CsK2Sb,1.1
371,CsLaHgSe3,2.485
372,CsLi(B3O5)2,6.89
373,CsLu7S11,1.86
374,CsLu7Se11,1.78
375,CsPPbO4,4.39
376,CsPSe6,1.9
377,CsRb2Sb,1.5
378,CsSb,0.7050000000000001
379,CsSb(SO4)2,4.68
380,CsSbS2,2.8
381,CsSbSe2,1.7
382,CsSc(SeO3)2,5.2
383,CsSmCdSe3,2.46
384,CsSmHgSe3,2.37
385,CsSmZnSe3,2.5300000000000002
386,CsTbZnTe3,2.12
387,CsYCdSe3,2.56
388,CsYHgSe3,2.54
389,CsYZnSe3,2.35
390,CsZn2B3O7,5.69
391,Cu2GeS3,0.53
392,Cu2O,2.6133333333333333
393,Cu2Se,1.284
394,Cu2SnSe3,0.7649999999999999
395,Cu2WSe4,1.65
396,Cu3Hg2(Te3O8)2,2.56
397,CuBS2,3.61
398,CuBi(PSe3)2,1.2
399,CuBiPbS3,0.12
400,CuBiSeO,0.82
401,CuBr,2.9987500000000002
402,CuCl,3.2564285714285717
403,CuHg(SeO3)2,3.25
404,CuI,3.028
405,CuN3,4.17
406,CuP2,1.4533333333333331
407,CuPS3,2.2
408,CuSbPbS3,1.31
409,CuSbS2,1.39
410,CuSbSe2,1.05
411,Dy(CuSe)3,0.2
412,Dy(CuTe)3,0.34
413,Dy2(MoO4)3,1.92
414,Dy2O3,5.0
415,Dy2S3,2.955
416,Dy2Te3,0.69
417,Dy3GaS6,2.81
418,Dy4GaSbS9,2.58
419,Dy4Te3S4,1.43
420,DyN,2.35
421,DyPO4,6.38
422,Er(CuTe)3,0.24
423,Er2O3,5.42
424,Er2Se3,1.66
425,Er2Te3,0.9
426,ErBiW2O9,3.26
427,ErN,2.7
428,Eu(BiSe2)2,1.02
429,Eu(DySe2)2,1.8
430,Eu(ErSe2)2,1.7
431,Eu(GaS2)2,2.25
432,Eu(GaSe2)2,2.16
433,Eu(HoSe2)2,1.8
434,Eu(InSe2)2,1.31
435,Eu(LuSe2)2,1.7
436,Eu(SbS2)2,1.2
437,Eu(TmSe2)2,1.8
438,EuAl2O4,2.74
439,EuIn2(GeIr)4,0.26
440,Fe2B(PO4)3,3.52
441,FeAsS,0.23
442,FeAsSe,0.6
443,FeBi(SeO3)3,2.54
444,FeBi25O39,2.8
445,FeP4,0.32
446,FePS,0.25
447,FeSi2,0.916
448,Ga2(TeO3)3,4.145
449,Ga2HgS4,2.815
450,Ga2HgSe4,1.95
451,Ga2O3,4.470000000000001
452,Ga2PbS4,2.38
453,Ga2PbSe4,1.83
454,Ga2S3,2.83
455,Ga2Se2O7,4.61
456,Ga2Se3,2.07
457,Ga2SnGeS6,2.04
458,Ga2Te3,1.4
459,GaAgGeS4,3.0
460,GaAgO2,2.2
461,GaAgS2,2.656
462,GaAgSe2,1.6733333333333331
463,GaAgTe2,1.1
464,GaAs,1.4828000000000001
465,GaBi25O39,2.99
466,GaCuGeSe4,1.38
467,GaCuO2,1.47
468,GaCuS2,2.442857142857143
469,GaCuSe2,1.6133333333333333
470,GaCuTe2,1.0899999999999999
471,GaGeTe,1.1
472,GaHSeO4,5.51
473,GaN,3.440625
474,GaP,2.76
475,GaS,2.586153846153846
476,GaSe,2.084230769230769
477,GaTe,1.6700000000000002
478,Gd(CuS)3,1.62
479,Gd2(MoO4)3,4.119999999999999
480,Gd2O3,5.3
481,Gd2S3,2.55
482,Gd2Se3,2.2
483,Gd2Te3,0.74
484,Gd4GaSbS9,2.41
485,GdScS3,2.1
486,Ge(Bi3O5)4,3.25
487,Ge(SeO3)2,5.289999999999999
488,Ge2Sb2Te5,0.5
489,Ge3Ru2,0.43000000000000005
490,GeAs,1.3699999999999999
491,GeAs2,1.0533333333333335
492,GeI2,1.5
493,GeO2,5.576666666666667
494,GeP,0.95
495,GePb2(SeO3)4,4.1
496,GePbS3,2.4
497,GeS,1.69
498,GeS2,3.5700000000000003
499,GeSe,1.1833333333333333
500,GeSe2,2.3825
501,H7Se2NO6,4.81
502,HfHg4(AsCl3)2,2.47
503,HfHg4(PCl3)2,3.26
504,HfO2,5.55
505,HfS2,2.9
506,HfS3,2.9166666666666665
507,HfSe2,2.2
508,Hg3Bi2(SCl4)2,3.26
509,Hg3Bi2(TeCl4)2,2.8
510,Hg8Bi3As4Cl13,2.43
511,HgBr,2.6
512,HgBr2,3.59
513,HgBrCl,3.4
514,HgCl,3.3800000000000003
515,HgCl2,4.45
516,HgI,2.37
517,HgO,2.3449999999999998
518,HgPS3,2.6
519,HgSe,0.2416666666666667
520,Ho(CuTe)3,0.26
521,Ho2(MoO4)3,1.375
522,Ho2HfS5,1.0
523,Ho2O3,5.42
524,Ho2S3,0.5
525,HoN,1.8566666666666667
526,In2As2Cl2O5,4.62
527,In2B(PO4)3,5.39
528,In2Bi3Se7I,1.38
529,In2HgS4,2.0
530,In2HgSe4,0.6
531,In2HgTe4,1.0933333333333333
532,In2O3,2.8
533,In2S3,2.0
534,In2Se2O7,2.97
535,In2Se3,1.2
536,In3CuSe5,0.6
537,In4As5(BrO4)3,4.22
538,In4Bi3S10,1.42
539,In4Se3,0.645
540,In4Te3,0.51
541,In5AgS8,1.76
542,In5AgTe8,0.47
543,In5CuS8,1.34
544,In6S7,0.8466666666666667
545,In6Se7,0.64
546,InAgO2,4.2
547,InAgS2,1.9266666666666665
548,InAgTe2,0.9450000000000001
549,InBi2S4Br,1.5
550,InBi2S4Cl,1.5
551,InBi2Se4Br,1.21
552,InCuGeSe4,1.3
553,InHg7S6Cl5,2.54
554,InP,1.3685
555,InPS4,3.12
556,InS,2.01375
557,InSb2S4Br,1.8
558,InSb2S4Cl,1.8
559,InSb2Se4Br,1.35
560,InSe,1.2545
561,IrS2,0.9
562,IrSe2,0.95
563,K10Zn4Sn4S17,3.1500000000000004
564,K2Ag3Sb3S7,2.2
565,K2Al2B2O7,6.89
566,K2Au(IO3)5,2.65
567,K2BaNb2S11,1.77
568,K2Bi8Se13,0.53
569,K2Cd2Te3,1.93
570,K2Cd3S4,2.75
571,K2Cd3Se4,2.36
572,K2Cd3Te4,2.26
573,K2Ce(PO4)2,2.46
574,K2FeGe3Se8,1.95
575,K2Ga3CuSe6,1.72
576,K2Gd2Sb2Se9,1.33
577,K2Ge2PbS6,2.85
578,K2Ge3(BO5)2,5.38
579,K2Hg(PSe3)2,2.25
580,K2Hg3(GeS4)2,2.67
581,K2Ho4Cu4S9,2.43
582,K2In2P3Se10,2.2
583,K2In3AgSe6,1.64
584,K2In3CuSe6,1.68
585,K2La2Sb2S9,2.2
586,K2La2Ti3O10,3.05
587,K2Mn(SnSe3)2,2.0
588,K2MnSnSe4,1.7
589,K2Mo2Se2O11,3.3
590,K2NbCuS4,2.82
591,K2NbCuSe4,2.14
592,K2Nd2Ti3O10,3.25
593,K2PAuS4,2.63
594,K2PdSe10,1.48
595,K2RbSb,1.2
596,K2ReH9,5.71
597,K2S,2.1
598,K2Se,1.8
599,K2SmP2S7,2.59
600,K2Sn(AuS2)2,2.75
601,K2Sn2Hg3S8,2.45
602,K2Sn3(SbS5)2,2.3
603,K2Te,1.9
604,K2TeI6,1.38
605,K2Th(CuS2)2,2.17
606,K2Ti(CuS2)2,2.04
607,K2VAgS4,1.85
608,K2VCuS4,1.82
609,K2Zn(SnSe3)2,1.71
610,K2ZnTe2,3.0
611,K3B6ClO10,6.89
612,K3Bi2I9,2.1
613,K3Cd(BO2)5,3.47
614,K3Cr2(PS4)3,1.35
615,K3NaSn3Se8,2.2
616,K3Nb2AsSe11,1.53
617,K3Sm(AsS4)2,2.2
618,K3Ta2AsS11,2.21
619,K3Ta2AsSe11,1.45
620,K3Th2Cu3S7,2.49
621,K3Ti2P5S18,1.61
622,K4Ge(PSe3)4,2.0
623,K4GeS4,0.8
624,K4GeSe4,0.64
625,K4Nb2S11,2.2433333333333336
626,K5In3P6Se19,2.2
627,K6Cd4Sn3Se13,2.33
628,K6CdTe4,2.51
629,KAg2PS4,3.02
630,KAg2SbS3,2.1
631,KAg2SbS4,2.2
632,KAsSe2,1.625
633,KAu(IO3)4,2.75
634,KBaAsSe3,2.26
635,KBaB5O9,3.65
636,KBaSbSe3,2.04
637,KBi3S5,1.21
638,KBiS2,0.8933333333333334
639,KBiSe2,0.66
640,KBr,7.6
641,KCl,8.5
642,KCu2BiS3,1.29
643,KCu2SbS3,1.615
644,KCu3S2,1.46
645,KCu4AsS4,1.9
646,KF,10.3
647,KH3(SeO3)2,4.9366666666666665
648,KI,6.133333333333334
649,KIO3,3.8575
650,KIn(TeO3)2,4.0
651,KInS2,3.0
652,KInSe2,2.68
653,KLiCO3,6.32
654,KNa2Sb,1.05
655,KNb3(SeO6)2,3.46
656,KNb3(TeO6)2,3.52
657,KP(HO2)2,6.975
658,KPSe3,2.08
659,KPSe6,2.16
660,KSb,0.9
661,KSb(SO4)2,4.64
662,KSb5S8,1.745
663,KSbS2,1.6900000000000002
664,KSbSe2,1.47
665,KSiBiS4,2.25
666,KSm2CuS4,2.17
667,KSnAuS3,2.3
668,KSnAuSe3,2.28
669,KTa3(TeO6)2,4.06
670,KTaO3,3.5
671,KTeP2,1.4
672,KThCuS3,2.95
673,KTiPO5,3.67
674,KUClO3,2.37
675,KV4Ag11O16,2.0
676,KY(TeO3)2,3.8
677,KZn4(BO3)3,2.32
678,La10Se14O,2.04
679,La2Fe(SeO)2,0.7
680,La2HfS5,0.7
681,La2Mn(SeO)2,1.6
682,La2MoO5,0.745
683,La2O3,5.4
684,La2S3,2.77
685,La2Se3,1.7733333333333334
686,La2TiCoO6,1.02
687,La2Zn(SeO)2,3.4
688,La2ZrS5,2.01
689,La3CuGeSe7,2.0
690,La3LuSe6,1.26
691,La3Mo4O16F,3.7
692,La4Cd4In2S13,2.27
693,La4Fe(SbS5)2,1.0
694,La4InSbS9,2.07
695,La6Sb4(SO4)3,2.6
696,La8Sb2S15,2.3
697,LaCuSO,3.12
698,LaCuSeO,2.83
699,LaCuTeO,2.31
700,LaF3,6.6
701,LaGaO3,4.4
702,LaGaS3,2.5
703,LaMg2H7Pd,1.0
704,LaTaN2O,2.0
705,LaVI5O16,3.58
706,LaZnAsO,1.5
707,Li2B4O7,7.3
708,Li2CdGeS4,3.1
709,Li2CdSnS4,3.26
710,Li2Ga2GeS6,3.65
711,Li2In2GeS6,3.45
712,Li2In2GeSe6,2.3
713,Li2In2SiS6,3.61
714,Li2In2SiSe6,2.54
715,Li2PtO3,2.3
716,Li2TeMoO6,3.5
717,Li2TeWO6,4.0
718,Li2ZnSnS4,2.87
719,Li3Bi,0.7
720,Li3PS4,3.68
721,Li3ScN2,2.9
722,LiAlB14,1.935
723,LiAsS2,1.6
724,LiAsSe2,1.2366666666666666
725,LiB3,2.0
726,LiB3O5,7.843333333333334
727,LiBi3(ClO2)2,3.35
728,LiBiS2,0.16
729,LiBr,7.725
730,LiCa3As2H,1.4
731,LiCdBO3,4.28
732,LiCl,9.33
733,LiF,11.7
734,LiGa(GeSe3)2,2.64
735,LiGaO2,5.6
736,LiGaS2,3.8433333333333337
737,LiGaSe2,3.3466666666666662
738,LiGaTe2,2.31
739,LiH3(SeO3)2,4.9
740,LiI,5.84
741,LiIO3,4.1850000000000005
742,LiIn(IO3)4,4.27
743,LiInS2,3.573333333333333
744,LiInSe2,2.83
745,LiInTe2,1.46
746,LiMgAs,0.7
747,LiMgBi,0.4
748,LiMgN,3.2
749,LiMoIO6,2.8
750,LiNbO3,4.066666666666666
751,LiSbS2,1.36
752,LiSbSe2,0.68
753,LiSbTe2,0.13
754,LiSiB6,2.27
755,LiTaO3,4.1
756,LiZnBO3,3.1
757,LiZnN,1.9449999999999998
758,Lu2O3,5.5
759,Mg2Ge,1.67
760,Mg2GeSe4,2.02
761,Mg2Si,2.27
762,Mg3As2,2.4499999999999997
763,Mg3AsN,1.33
764,Mg3N2,2.8
765,Mg3P2,1.4
766,Mg3Sb2,0.81
767,Mg5B3O9F,5.63
768,MgCu2GeS4,2.36
769,MgCu2SiS4,3.2
770,MgF2,11.1
771,MgGeN2,4.300000000000001
772,MgO,7.745
773,MgSe,5.743333333333333
774,MgSiN2,4.05
775,MgTe,3.6
776,Mn(PbO2)2,1.5
777,Mn(SbSe2)2,0.31
778,Mn11Si19,0.74
779,MnF2,9.9
780,MnI2,4.220000000000001
781,MnO,3.6
782,MnO2,1.3
783,MnP4,0.28
784,MoO3,3.6625
785,MoSe2,1.6
786,Na(GeP)3,2.06
787,Na2Be4B4O11,7.3
788,Na2Cd(GeS3)2,2.8899999999999997
789,Na2CdSnS4,2.52
790,Na2EuGeSe4,2.0
791,Na2Ga2GeS6,3.29
792,Na2Ge2Se5,2.38
793,Na2In2GeS6,3.17
794,Na2In2GeSe6,2.47
795,Na2In2SiS6,3.27
796,Na2Mo2Se2O11,3.1
797,Na2Nb4Se4O19,3.56
798,Na2S,2.4
799,Na2Se,2.0
800,Na2Te,2.3
801,Na2TeS3,2.35
802,Na2TeSe3,1.9100000000000001
803,Na2Ti3O7,3.51
804,Na2Zn(GeS3)2,3.145
805,Na2Zn(GeSe3)2,2.36
806,Na2Zn(SnS3)2,2.93
807,Na3MoO4F,4.77
808,Na3Sb,1.09
809,Na3Zn(BO2)5,3.2
810,Na4Mg(GeSe3)2,2.53
811,Na4Mg(SiSe3)2,2.85
812,Na5Gd(MoO4)4,3.38
813,NaAsS2,2.2800000000000002
814,NaAsSe2,1.595
815,NaBiS2,0.41000000000000003
816,NaBiSe2,0.31666666666666665
817,NaBr,7.263333333333333
818,NaCdAsS3,2.93
819,NaCl,8.5
820,NaF,10.5
821,NaH3(SeO3)2,4.9
822,NaI,6.074
823,NaIn(IO3)4,4.25
824,NaIn(TeO3)2,4.0
825,NaIn3S5,2.18
826,NaInS2,1.9
827,NaInSe2,2.8
828,NaInTe2,1.6
829,NaLa2TaO6,4.5
830,NaNb2PS10,1.72
831,NaNbSe2O7,3.7249999999999996
832,NaSb,0.82
833,NaSb(PS3)2,2.21
834,NaSbF6,3.76
835,NaSbS2,1.6400000000000001
836,NaSbSe2,1.3866666666666667
837,NaSbTe2,0.47
838,NaSc(SeO3)2,5.5
839,NaSm(PS3)2,2.54
840,NaY(Te2O5)2,3.9
841,Nb2AgPS10,1.78
842,Nb2O5,3.08
843,Nb2Pb2Se4O15,2.79
844,Nb2Tl3CuSe12,0.8
845,Nb2Tl4S11,1.8
846,Nb3CuO8,1.47
847,NbAg2(PS4)2,2.02
848,NbCu3Se4,2.45
849,NbCuO3,2.0
850,Nd10Se14O,1.98
851,Nd2HfS5,0.7
852,Nd2O3,4.4
853,Nd2S3,2.65
854,Nd2Se3,1.725
855,Nd2ZrS5,1.83
856,Nd4(GeS4)3,2.62
857,NdCuSO,2.98
858,NdCuTeO,2.26
859,NdF3,6.15
860,NdLuSe3,1.61
861,NdMoO4F,3.66
862,Ni2Te3O8,3.84
863,NiO,4.0
864,NiS2,0.64
865,P2Ir,1.05
866,P2Os,1.165
867,P2Pd,0.65
868,P2Pd3S8,2.12
869,P2Pt,0.7
870,P2Rh,1.0
871,P2Ru,0.9
872,P2Se5,2.2
873,P4Os,0.5
874,P4Ru,0.51
875,PH6NO4,6.805
876,POsS,1.4
877,POsSe,1.4
878,PPdS,1.39
879,PPdSe,0.15
880,PRuS,1.4
881,PSe,2.5
882,Pb2O3,1.67
883,Pb2SeN2O9,3.76
884,Pb3O4,2.12
885,Pb3Se2(BrO3)2,3.73
886,PbBr2,3.31
887,PbCl2,3.953333333333333
888,PbI2,2.535555555555556
889,PbN6,3.0
890,PbS,0.3628571428571429
891,PbSe,0.24166666666666667
892,PbSeO4,4.3
893,Pd(IO3)2,1.31
894,PdS2,0.75
895,PdSe2,0.4
896,Pr10Se14O,1.89
897,Pr2S3,2.64
898,Pr2Se3,1.85
899,Pr2Te3,1.32
900,Pr2Te4O11,3.65
901,PrBN2,4.0
902,PrCuSO,3.03
903,PrF3,5.6
904,PrLuSe3,1.56
905,PrMoO4F,3.64
906,PrTl2InSe4,0.93
907,PrTlSe2,1.18
908,PtS,0.6066666666666667
909,PtS2,0.75
910,PtSe2,0.1
911,Rb2AgPS4,2.6
912,Rb2BaNb2Se11,1.53
913,Rb2Cd(IBr)2,3.35
914,Rb2Cd(PSe3)2,2.58
915,Rb2Cd3(B4O7)4,4.76
