,formula,target
372,CsLi(B3O5)2,5.2081
373,CsLu7S11,2.0317999999999996
374,CsLu7Se11,1.5104999999999995
375,CsPPbO4,4.0581
376,CsPSe6,1.6167
377,CsRb2Sb,0.6525000000000001
378,CsSb,0.5557999999999996
379,CsSb(SO4)2,4.089700000000001
380,CsSbS2,1.7363999999999995
381,CsSbSe2,1.1312
382,CsSc(SeO3)2,4.1332
383,CsSmCdSe3,2.0217
384,CsSmHgSe3,1.3625
385,CsSmZnSe3,2.0424
386,CsTbZnTe3,1.3573
387,CsYCdSe3,2.0854999999999997
388,CsYHgSe3,1.3946
389,CsYZnSe3,2.1117
390,CsZn2B3O7,3.5131
391,Cu2GeS3,0.1110999999999995
392,Cu2O,0.5126999999999997
393,Cu2Se,0.0518999999999998
394,Cu2SnSe3,0.0857999999999998
395,Cu2WSe4,1.2756999999999996
396,Cu3Hg2(Te3O8)2,0.2151999999999998
397,CuBS2,1.7424999999999995
398,CuBi(PSe3)2,0.6399000000000004
399,CuBiPbS3,0.6137000000000006
400,CuBiSeO,0.3006000000000002
401,CuBr,0.4870999999999998
402,CuCl,0.5569000000000002
403,CuHg(SeO3)2,0.7590999999999999
404,CuI,1.6314999999999997
405,CuN3,1.5383
406,CuP2,0.8679000000000006
407,CuPS3,1.1555
408,CuSbPbS3,0.7698
409,CuSbS2,0.7226999999999997
410,CuSbSe2,0.4985999999999997
411,Dy(CuSe)3,1.2397
412,Dy(CuTe)3,0.7643000000000004
413,Dy2(MoO4)3,3.5810999999999997
414,Dy2O3,3.925499999999999
415,Dy2S3,0.5937999999999999
416,Dy2Te3,0.5488
417,Dy3GaS6,2.0614999999999997
418,Dy4GaSbS9,2.0612
419,Dy4Te3S4,1.3965999999999994
420,DyN,0.0430999999999994
421,DyPO4,5.8933
422,Er(CuTe)3,0.3683999999999994
423,Er2O3,3.9629
424,Er2Se3,0.7923
425,Er2Te3,0.0521000000000002
426,ErBiW2O9,2.5433999999999997
427,ErN,0.1242999999999998
428,Eu(BiSe2)2,0.0541
429,Eu(DySe2)2,0.1657000000000001
430,Eu(ErSe2)2,0.1958000000000002
431,Eu(GaS2)2,0.2343000000000001
432,Eu(GaSe2)2,0.0835999999999996
433,Eu(HoSe2)2,0.1142000000000003
434,Eu(InSe2)2,0.0786000000000002
435,Eu(LuSe2)2,0.1428000000000002
436,Eu(SbS2)2,0.1394999999999999
437,Eu(TmSe2)2,0.1943000000000001
438,EuAl2O4,0.0991999999999997
439,EuIn2(GeIr)4,0.1271000000000004
440,Fe2B(PO4)3,2.025
441,FeAsS,0.7373000000000003
442,FeAsSe,0.4485999999999999
443,FeBi(SeO3)3,2.6249
444,FeBi25O39,2.2279
445,FeP4,0.8049
446,FePS,0.5054000000000007
447,FeSi2,0.6966000000000001
448,Ga2(TeO3)3,3.7831
449,Ga2HgS4,1.5714
450,Ga2HgSe4,0.9168
451,Ga2O3,2.0077999999999996
452,Ga2PbS4,2.3027999999999995
453,Ga2PbSe4,2.0313
454,Ga2S3,1.7106000000000001
455,Ga2Se2O7,3.4975
456,Ga2Se3,1.0436
457,Ga2SnGeS6,0.9682
458,Ga2Te3,0.6375000000000002
459,GaAgGeS4,1.662
460,GaAgO2,0.5832999999999999
461,GaAgS2,0.9622000000000002
462,GaAgSe2,0.24919999999999978
463,GaAgTe2,0.1926000000000001
464,GaAs,0.1861000000000001
465,GaBi25O39,2.1910000000000007
466,GaCuGeSe4,0.7335000000000003
467,GaCuO2,0.7812999999999999
468,GaCuS2,0.7056000000000004
469,GaCuSe2,0.0398
470,GaCuTe2,0.2057999999999999
471,GaGeTe,0.1672000000000002
472,GaHSeO4,4.1423000000000005
473,GaN,1.7264999999999997
474,GaP,1.6039
475,GaS,2.0036
476,GaSe,1.2121
477,GaTe,1.0066000000000002
478,Gd(CuS)3,0.9673000000000008
479,Gd2(MoO4)3,3.1014
480,Gd2O3,2.9411000000000005
481,Gd2S3,0.5267
482,Gd2Se3,0.4490000000000003
483,Gd2Te3,0.1129999999999995
484,Gd4GaSbS9,1.5180000000000002
485,GdScS3,1.1773999999999996
486,Ge(Bi3O5)4,2.3762
487,Ge(SeO3)2,3.728
488,Ge2Sb2Te5,0.2878999999999996
489,Ge3Ru2,0.3814000000000002
490,GeAs,0.5112999999999999
491,GeAs2,0.7195999999999998
492,GeI2,2.0217
493,GeO2,1.2157
494,GeP,0.4889000000000001
495,GePb2(SeO3)4,3.3095999999999997
496,GePbS3,1.7578999999999998
497,GeS,1.2375999999999996
498,GeS2,2.2648
499,GeSe,0.8988
500,GeSe2,1.4381000000000002
501,H7Se2NO6,4.2222
502,HfHg4(AsCl3)2,1.3812000000000002
503,HfHg4(PCl3)2,2.0914
504,HfO2,4.0165
505,HfS2,1.2237
506,HfS3,1.1326
507,HfSe2,0.5342000000000002
508,Hg3Bi2(SCl4)2,2.7814
509,Hg3Bi2(TeCl4)2,3.0056000000000003
510,Hg8Bi3As4Cl13,1.4999
511,HgBr,2.2557
512,HgBr2,1.6827
513,HgBrCl,2.5934999999999997
514,HgCl,2.724300000000001
515,HgCl2,2.8686
516,HgI,1.6426000000000005
517,HgO,1.1867
518,HgPS3,1.7549
519,HgSe,1.0432
520,Ho(CuTe)3,0.7792000000000003
521,Ho2(MoO4)3,3.5751
522,Ho2HfS5,1.2606000000000002
523,Ho2O3,3.9458
524,Ho2S3,1.4612999999999996
525,HoN,0.0874999999999999
526,In2As2Cl2O5,3.1511000000000005
527,In2B(PO4)3,3.9141
528,In2Bi3Se7I,1.1486999999999998
529,In2HgS4,0.3467000000000002
530,In2HgSe4,0.6337000000000002
531,In2HgTe4,0.5295000000000001
532,In2O3,0.9288999999999996
533,In2S3,0.8348999999999998
534,In2Se2O7,2.8578
535,In2Se3,0.9901999999999996
536,In3CuSe5,0.2720000000000002
537,In4As5(BrO4)3,2.9879999999999995
538,In4Bi3S10,1.0139000000000005
539,In4Se3,0.1504000000000003
540,In4Te3,0.1223999999999998
541,In5AgS8,0.1034999999999994
542,In5AgTe8,0.1787999999999998
543,In5CuS8,0.1614000000000004
544,In6S7,0.3186
545,In6Se7,0.4608000000000007
546,InAgO2,0.2347000000000001
547,InAgS2,0.3772999999999999
548,InAgTe2,0.0649999999999999
549,InBi2S4Br,1.6270000000000002
550,InBi2S4Cl,1.593
551,InBi2Se4Br,1.2945000000000002
552,InCuGeSe4,0.6493000000000002
553,InHg7S6Cl5,1.4549000000000003
554,InP,0.4546000000000001
555,InPS4,2.4754000000000005
556,InS,1.3508000000000004
557,InSb2S4Br,1.5308000000000002
558,InSb2S4Cl,1.5524999999999998
559,InSb2Se4Br,1.1103000000000005
560,InSe,0.4590000000000001
561,IrS2,0.5371000000000006
562,IrSe2,0.0517000000000003
563,K10Zn4Sn4S17,2.1803999999999997
564,K2Ag3Sb3S7,1.8381999999999996
565,K2Al2B2O7,4.5949
566,K2Au(IO3)5,1.9927
567,K2BaNb2S11,0.9735999999999998
568,K2Bi8Se13,0.8361000000000001
569,K2Cd2Te3,1.3224
570,K2Cd3S4,1.7876
571,K2Cd3Se4,1.4027999999999998
572,K2Cd3Te4,1.438
573,K2Ce(PO4)2,1.4179000000000002
574,K2FeGe3Se8,0.1131999999999999
575,K2Ga3CuSe6,1.4218
576,K2Gd2Sb2Se9,0.9220000000000002
577,K2Ge2PbS6,2.2112999999999996
578,K2Ge3(BO5)2,3.8683
579,K2Hg(PSe3)2,1.3922
580,K2Hg3(GeS4)2,1.5520999999999998
581,K2Ho4Cu4S9,0.8687000000000005
582,K2In2P3Se10,1.5675
583,K2In3AgSe6,1.4829
584,K2In3CuSe6,1.1284
585,K2La2Sb2S9,1.1627
586,K2La2Ti3O10,2.0397999999999996
587,K2Mn(SnSe3)2,0.8791
588,K2MnSnSe4,0.2896000000000001
589,K2Mo2Se2O11,2.787
590,K2NbCuS4,1.9582
591,K2NbCuSe4,1.6164
592,K2Nd2Ti3O10,2.2681
593,K2PAuS4,1.5691000000000002
594,K2PdSe10,1.1765
595,K2RbSb,0.6879
596,K2ReH9,5.212999999999999
597,K2S,2.3201
598,K2Se,2.0925
599,K2SmP2S7,2.2591
600,K2Sn(AuS2)2,1.6433
601,K2Sn2Hg3S8,1.4179
602,K2Sn3(SbS5)2,1.8166
603,K2Te,2.141
604,K2TeI6,1.7449
605,K2Th(CuS2)2,1.1260000000000003
606,K2Ti(CuS2)2,1.6735000000000002
607,K2VAgS4,1.3049999999999995
608,K2VCuS4,1.2343
609,K2Zn(SnSe3)2,1.5684000000000002
610,K2ZnTe2,2.0537
611,K3B6ClO10,5.3729
612,K3Bi2I9,2.5425
613,K3Cd(BO2)5,3.818
614,K3Cr2(PS4)3,0.9572
615,K3NaSn3Se8,1.4211000000000005
616,K3Nb2AsSe11,1.1647999999999998
617,K3Sm(AsS4)2,1.6795000000000002
618,K3Ta2AsS11,1.8918
619,K3Ta2AsSe11,1.1878000000000002
620,K3Th2Cu3S7,1.5469999999999997
621,K3Ti2P5S18,1.1872999999999998
622,K4Ge(PSe3)4,1.3986
623,K4GeS4,2.7133
624,K4GeSe4,2.0003
625,K4Nb2S11,1.3942000000000003
626,K5In3P6Se19,1.0646000000000002
627,K6Cd4Sn3Se13,1.4058
628,K6CdTe4,1.6614
629,KAg2PS4,1.2441
630,KAg2SbS3,1.6882999999999997
631,KAg2SbS4,0.5695999999999999
632,KAsSe2,1.5959
633,KAu(IO3)4,2.1181
634,KBaAsSe3,1.6299
635,KBaB5O9,4.8693
636,KBaSbSe3,1.7736
637,KBi3S5,1.4227
638,KBiS2,1.4158000000000002
639,KBiSe2,0.8130999999999999
640,KBr,4.3224
641,KCl,5.027
642,KCu2BiS3,0.6686000000000005
643,KCu2SbS3,0.9539
644,KCu3S2,0.4727000000000005
645,KCu4AsS4,1.2885000000000004
646,KF,5.949400000000001
647,KH3(SeO3)2,4.3334
648,KI,3.8513
649,KIO3,2.8533
650,KIn(TeO3)2,2.8719
651,KInS2,1.9107
652,KInSe2,1.4816
653,KLiCO3,4.5495
654,KNa2Sb,0.6720999999999999
655,KNb3(SeO6)2,2.3298
656,KNb3(TeO6)2,2.4149000000000003
657,KP(HO2)2,5.4325
658,KPSe3,1.4182
659,KPSe6,1.8828
660,KSb,0.6095000000000002
661,KSb(SO4)2,4.2351
662,KSb5S8,1.3375
663,KSbS2,1.601
664,KSbSe2,1.1298
665,KSiBiS4,2.0549
666,KSm2CuS4,0.5692000000000004
667,KSnAuS3,1.6528
668,KSnAuSe3,1.4172999999999998
669,KTa3(TeO6)2,2.9431000000000003
670,KTaO3,2.0995
671,KTeP2,1.2093000000000005
672,KThCuS3,2.0422
673,KTiPO5,3.0442
674,KUClO3,1.7582999999999998
675,KV4Ag11O16,0.8009000000000002
676,KY(TeO3)2,3.1251
677,KZn4(BO3)3,2.8200000000000003
678,La10Se14O,1.5518999999999998
679,La2Fe(SeO)2,1.1414
680,La2HfS5,1.1290000000000004
681,La2Mn(SeO)2,1.7513000000000003
682,La2MoO5,0.5754000000000001
683,La2O3,3.8248
684,La2S3,1.0358
685,La2Se3,1.5389999999999997
686,La2TiCoO6,0.5484
687,La2Zn(SeO)2,2.4958
688,La2ZrS5,1.1334999999999995
689,La3CuGeSe7,1.1936
690,La3LuSe6,0.4844999999999997
691,La3Mo4O16F,3.6136
692,La4Cd4In2S13,1.1568999999999994
693,La4Fe(SbS5)2,0.0799000000000003
694,La4InSbS9,2.2196
695,La6Sb4(SO4)3,1.9578999999999995
696,La8Sb2S15,1.9357999999999995
697,LaCuSO,1.668499999999999
698,LaCuSeO,1.5380999999999991
699,LaCuTeO,1.1839000000000004
700,LaF3,6.0448
701,LaGaO3,3.3483
702,LaGaS3,2.2220000000000004
703,LaMg2H7Pd,0.7104999999999997
704,LaTaN2O,0.6712999999999996
705,LaVI5O16,2.3631
706,LaZnAsO,0.5760000000000005
707,Li2B4O7,5.668
708,Li2CdGeS4,2.2472
709,Li2CdSnS4,1.9513
710,Li2Ga2GeS6,2.1339
711,Li2In2GeS6,2.3229000000000006
712,Li2In2GeSe6,1.5416
713,Li2In2SiS6,2.4279999999999995
714,Li2In2SiSe6,1.8159
715,Li2PtO3,1.734
716,Li2TeMoO6,3.0987
717,Li2TeWO6,3.640099999999999
718,Li2ZnSnS4,2.3137
719,Li3Bi,0.3428999999999997
720,Li3PS4,2.8091
721,Li3ScN2,2.2440999999999995
722,LiAlB14,1.2527
723,LiAsS2,1.0664000000000002
724,LiAsSe2,0.7504
725,LiB3,0.0918999999999998
726,LiB3O5,6.3532
727,LiBi3(ClO2)2,2.7135
728,LiBiS2,1.4793000000000005
729,LiBr,4.9350000000000005
730,LiCa3As2H,1.4416999999999995
731,LiCdBO3,2.1155999999999997
732,LiCl,6.25
733,LiF,8.7161
734,LiGa(GeSe3)2,1.5103999999999995
735,LiGaO2,3.1981
736,LiGaS2,2.9608000000000003
737,LiGaSe2,2.0656
738,LiGaTe2,1.5885000000000002
739,LiH3(SeO3)2,4.011399999999999
740,LiI,4.3818
741,LiIO3,3.7255
742,LiIn(IO3)4,2.6987
743,LiInS2,2.2212
744,LiInSe2,1.5731
745,LiInTe2,1.3847
746,LiMgAs,1.3722999999999996
747,LiMgBi,0.3587000000000002
748,LiMgN,2.2706999999999997
749,LiMoIO6,2.2334
750,LiNbO3,3.3358000000000003
751,LiSbS2,0.0910999999999999
752,LiSbSe2,0.2286999999999999
753,LiSbTe2,0.1759000000000004
754,LiSiB6,1.4627
755,LiTaO3,3.7003
756,LiZnBO3,3.5248
757,LiZnN,0.5187000000000004
758,Lu2O3,4.021100000000001
759,Mg2Ge,0.1689000000000002
760,Mg2GeSe4,1.4937999999999998
761,Mg2Si,0.2179999999999999
762,Mg3As2,1.431
763,Mg3AsN,2.2817999999999996
764,Mg3N2,1.5099999999999998
765,Mg3P2,1.6067999999999998
766,Mg3Sb2,1.3212000000000002
767,Mg5B3O9F,5.118399999999999
768,MgCu2GeS4,0.6525000000000007
769,MgCu2SiS4,1.6730999999999998
770,MgF2,6.824
771,MgGeN2,2.6358
772,MgO,4.4292
773,MgSe,2.5765
774,MgSiN2,3.9662000000000006
775,MgTe,2.3186
776,Mn(PbO2)2,0.4894999999999996
777,Mn(SbSe2)2,0.3928000000000002
778,Mn11Si19,0.8562999999999992
779,MnF2,2.5363
780,MnI2,1.1707999999999998
781,MnO,1.310499999999999
782,MnO2,0.5244999999999997
783,MnP4,0.4786000000000001
784,MoO3,1.9098
