,formula,target
581,K2Ho4Cu4S9,0.8687000000000005
623,K4GeS4,2.7133
731,LiCdBO3,2.1155999999999997
81,Ba2DyInSe5,1.1264000000000003
575,K2Ga3CuSe6,1.4218
557,InSb2S4Br,1.5308000000000002
711,Li2In2GeS6,2.3229000000000006
1164,V2Zn3TeO10,2.6796
21,AgP15,1.2132000000000005
306,Cs2AgBiCl6,1.8663
239,Ca3Sb2,0.0853999999999999
95,Ba2GdGaSe5,1.3594000000000002
1045,Sn3WO6,2.1615
630,KAg2SbS3,1.6882999999999997
103,Ba2NaCu3S5,0.4504000000000001
348,CsB3O5,5.304
487,Ge(SeO3)2,3.728
906,PrTl2InSe4,1.2316000000000005
305,Cs2AgBiBr6,1.3547
353,CsCdBO3,1.6462
871,P2Ru,0.4791999999999996
235,Ca2Sn,0.0559000000000002
518,HgPS3,1.7549
444,FeBi25O39,2.2279
337,Cs3Sb,0.6126
755,LiTaO3,3.7003
1162,V2O5,2.2826000000000004
604,K2TeI6,1.7449
892,PbSeO4,3.1922999999999995
160,BaF2,6.6029
371,CsLaHgSe3,1.4545
1020,SiAs,1.4518999999999995
467,GaCuO2,0.7812999999999999
681,La2Mn(SeO)2,1.7513000000000003
1104,Te3As2,0.4326000000000007
522,Ho2HfS5,1.2606000000000002
1041,SmCuSeO,1.2864999999999993
846,Nb3CuO8,0.5998000000000006
176,BaSe,1.9488
778,Mn11Si19,0.8562999999999992
898,Pr2Se3,1.4255999999999998
561,IrS2,0.5371000000000006
35,AlN,4.0467
1073,SrO,3.2748
751,LiSbS2,0.0910999999999999
331,Cs3Bi,0.1789999999999998
615,K3NaSn3Se8,1.4211000000000005
43,As2Rh,0.2625000000000002
979,ReSe2,1.1434000000000002
741,LiIO3,3.7255
676,KY(TeO3)2,3.1251
673,KTiPO5,3.0442
1155,TlN3,1.7584
464,GaAs,0.1861000000000001
661,KSb(SO4)2,4.2351
310,Cs2Cd3Te4,1.5586999999999998
905,PrMoO4F,4.0857
1205,ZnCu2GeS4,0.3693999999999997
1226,ZrS3,1.1132999999999995
435,Eu(LuSe2)2,0.1428000000000002
776,Mn(PbO2)2,0.4894999999999996
1001,SbSeI,1.3811000000000004
963,RbHgSbTe3,0.5502000000000002
640,KBr,4.3224
1099,Tb4GaSbS9,2.0623000000000005
452,Ga2PbS4,2.3027999999999995
827,NaInSe2,1.0191999999999997
1025,SiP2,1.4262
116,Ba2ThCu2Se5,0.7546000000000004
1081,SrTh(PS4)2,2.2546999999999997
1220,ZnSnO3,1.0809999999999995
885,Pb3Se2(BrO3)2,2.8328999999999995
255,Cd(InS2)2,1.0503999999999998
910,PtSe2,0.6193
1047,SnCl2,3.1002
1004,SbTeRh,0.5520999999999994
1158,Tm(CuTe)3,0.3903000000000007
841,Nb2AgPS10,1.3724999999999996
1125,Tl2GeTe3,0.4684999999999997
53,AsRuS,0.9146
653,KLiCO3,4.5495
262,Cd4P2Cl3,1.3836
665,KSiBiS4,2.0549
1017,Si(Bi3O5)4,2.347799999999999
958,RbF,5.5244
1010,ScAgO2,2.1264000000000003
705,LaVI5O16,2.3631
1012,ScNiSb,0.2679
224,Ca(GdS2)2,1.4034
688,La2ZrS5,1.1334999999999995
383,CsSmCdSe3,2.0217
499,GeSe,0.8988
313,Cs2Hg3S4,1.7324999999999997
427,ErN,0.1242999999999998
922,Rb2Hg3(GeS4)2,2.0942
1148,TlGaTe2,0.5555999999999996
152,BaAl4Se7,2.3933
80,Ba2DyGaTe5,0.4117999999999999
10,Ag8GeS6,0.6102000000000003
37,AlSb,1.2255000000000005
859,NdF3,7.6164
828,NaInTe2,0.6416
1197,Zn3(BO3)2,2.7833
336,Cs3Nb9(TeO8)4,1.4336000000000002
159,BaCuTeF,0.9884000000000004
1036,Sm3B(SO)3,1.5301000000000005
372,CsLi(B3O5)2,5.2081
902,PrCuSO,1.6415999999999995
733,LiF,8.7161
278,CdP2,1.4556
509,Hg3Bi2(TeCl4)2,3.0056000000000003
206,BiClO,2.5681000000000003
1198,Zn3(PS4)2,2.4313999999999996
439,EuIn2(GeIr)4,0.1271000000000004
1000,SbSeBr,1.4377999999999995
263,Cd4P2I3,1.379
367,CsInSe2,1.6302
1061,Sr(PrS2)2,2.0955
183,BaTiO3,2.2929999999999997
972,RbSbS2,1.9493
1204,ZnB12(H5O12)2,5.783799999999999
744,LiInSe2,1.5731
942,Rb3Sb2I9,1.9237
355,CsCl,4.9883999999999995
1018,Si3N4,4.2503
743,LiInS2,2.2212
1031,Sm2O3,3.7823
419,Dy4Te3S4,1.3965999999999994
655,KNb3(SeO6)2,2.3298
111,Ba2SmInSe5,1.0779999999999998
1009,ScAg(PSe3)2,1.6441
1115,ThTeO,0.2423999999999999
881,PSe,2.2421
651,KInS2,1.9107
430,Eu(ErSe2)2,0.1958000000000002
1136,Tl3VS4,1.9554
261,Cd4P2Br3,1.3992999999999998
1095,Tb2(MoO4)3,3.5663
90,Ba2GaBiTe5,1.0651999999999997
525,HoN,0.0874999999999999
209,BiP3(PbO4)3,3.6994
1159,Tm2O3,3.9787
6,Ag3AsSe3,0.8906000000000001
940,Rb3Sb,0.0878000000000001
552,InCuGeSe4,0.6493000000000002
804,Na2Zn(GeS3)2,2.2664999999999997
695,La6Sb4(SO4)3,1.9578999999999995
409,CuSbS2,0.7226999999999997
771,MgGeN2,2.6358
689,La3CuGeSe7,1.1936
257,Cd(InTe2)2,0.8481000000000005
39,As2Ir,0.8155000000000001
980,Rh2S3,0.4203000000000001
851,Nd2HfS5,1.0667
100,Ba2InAgS4,1.7053999999999996
400,CuBiSeO,0.3006000000000002
2,Ag2HgI4,1.2763999999999998
1055,SnS2,1.5147999999999997
849,NbCuO3,0.959
595,K2RbSb,0.6879
1077,SrSeO4,3.5358
564,K2Ag3Sb3S7,1.8381999999999996
790,Na2EuGeSe4,0.1751
577,K2Ge2PbS6,2.2112999999999996
178,BaSn2S5,1.5453
1200,Zn3P2,0.3144
1064,Sr2SmTaO6,3.7716
1065,Sr2TiO4,1.9141999999999997
736,LiGaS2,2.9608000000000003
1209,ZnGeN2,1.6955
742,LiIn(IO3)4,2.6987
1057,SnSe2,0.7018
74,Ba(InSe2)2,1.687
853,Nd2S3,0.7595999999999998
814,NaAsSe2,1.0293
587,K2Mn(SnSe3)2,0.8791
1166,V3Bi(PbO4)3,2.6886
1211,ZnHg3(SCl2)2,0.0392
144,Ba4Ga4SnSe12,1.3292000000000002
770,MgF2,6.824
173,BaPd(IO3)4,1.9057999999999995
1085,Ta2O5,0.2637
424,Er2Se3,0.7923
869,P2Pt,1.0185999999999993
585,K2La2Sb2S9,1.1627
205,BiBrO,2.2251
995,SbPbBrO2,1.8655
191,Bi2(MoO4)3,2.4798
625,K4Nb2S11,1.3942000000000003
315,Cs2Li3(BO2)5,4.5354
521,Ho2(MoO4)3,3.5751
701,LaGaO3,3.3483
230,Ca2Bi2O5,2.4956999999999994
1122,TiTlPS5,1.1811
603,K2Te,2.141
874,P4Ru,1.2586000000000013
519,HgSe,1.0432
541,In5AgS8,0.1034999999999994
463,GaAgTe2,0.1926000000000001
754,LiSiB6,1.4627
782,MnO2,0.5244999999999997
891,PbSe,0.4256999999999999
267,CdBiClO2,2.8427
1173,VZn2BiO6,2.7248
746,LiMgAs,1.3722999999999996
52,AsPRu,0.4142999999999999
349,CsBi3Se5,0.9987999999999996
1228,ZrSe3,0.3979000000000003
210,BiPO4,3.7758
170,BaLa2Te5O14,3.2283
300,CoSb3,0.1633000000000004
1206,ZnCu2SiS4,1.6100000000000003
544,In6S7,0.3186
182,BaTeMo2O9,2.6494999999999997
1212,ZnI2,2.9076000000000004
485,GdScS3,1.1773999999999996
729,LiBr,4.9350000000000005
508,Hg3Bi2(SCl4)2,2.7814
596,K2ReH9,5.212999999999999
721,Li3ScN2,2.2440999999999995
1117,Ti6H2O13,2.8867000000000003
644,KCu3S2,0.4727000000000005
528,In2Bi3Se7I,1.1486999999999998
31,AlAgTe2,1.0469000000000004
619,K3Ta2AsSe11,1.1878000000000002
792,Na2Ge2Se5,1.4023
515,HgCl2,2.8686
167,BaGe2,0.5255000000000001
712,Li2In2GeSe6,1.5416
1094,Tb(CuTe)3,0.7199
70,Ba(BO2)2,4.522399999999999
51,AsPPt,0.7984
911,Rb2AgPS4,2.2636000000000003
829,NaLa2TaO6,3.9792
923,Rb2Mo3Se3O16,2.6974
20,AgN3,1.5714
471,GaGeTe,0.1672000000000002
109,Ba2SmGaSe5,1.7080000000000002
714,Li2In2SiSe6,1.8159
679,La2Fe(SeO)2,1.1414
913,Rb2Cd(IBr)2,3.1710000000000003
187,BeO,7.463900000000001
800,Na2Te,2.0282
817,NaBr,4.0895
1027,SiSn,0.4291999999999998
149,Ba8Al10B12O41,4.4373
50,AsP,0.4581999999999997
845,Nb2Tl4S11,1.2121
233,Ca2ScSbO6,3.6318
626,K5In3P6Se19,1.0646000000000002
830,NaNb2PS10,1.3602
94,Ba2GaSe4,1.0042
1114,ThSeO,0.7690000000000001
1044,Sn3Ir2Se3,0.4375999999999997
1131,Tl2Te3,0.6388999999999996
1171,VO,0.9700999999999996
704,LaTaN2O,0.6712999999999996
304,CrPbO4,2.1744000000000003
47,AsBr3,3.1271000000000004
219,BiTeI,1.2325
326,Cs2Th(PS3)3,2.2752999999999997
553,InHg7S6Cl5,1.4549000000000003
1069,Sr4V2(Se2O7)3,2.7193
1083,SrZrS3,0.5511999999999997
777,Mn(SbSe2)2,0.3928000000000002
880,PRuS,0.5699000000000005
1098,Tb4Al2O9,4.0883
949,Rb5Li6(BO2)11,4.1483
426,ErBiW2O9,2.5433999999999997
396,Cu3Hg2(Te3O8)2,0.2151999999999998
682,La2MoO5,0.5754000000000001
279,CdP4,0.6551
1096,Tb2EuSe4,0.1933000000000002
113,Ba2SnSe4,1.2645999999999995
295,CeTl2P2S7,0.2328999999999998
1132,Tl2TeBr6,2.1632
646,KF,5.949400000000001
1163,V2Pb4(Se2O7)3,2.3938000000000006
1157,TlSe,0.1979999999999999
312,Cs2Hg3I8,1.7313999999999998
764,Mg3N2,1.5099999999999998
395,Cu2WSe4,1.2756999999999996
428,Eu(BiSe2)2,0.0541
516,HgI,1.6426000000000005
654,KNa2Sb,0.6720999999999999
121,Ba2YInSe5,1.1767999999999996
1028,Sm(CuTe)3,0.6511000000000005
894,PdS2,0.4209999999999998
511,HgBr,2.2557
1008,Sc2S3,1.0349999999999997
302,CrB2(PbO2)6,1.8898
931,Rb2Ti(AgS2)2,1.5994
234,Ca2Si,0.5509000000000004
82,Ba2DyInTe5,0.7071000000000005
993,SbOsSe,1.123400000000001
756,LiZnBO3,3.5248
158,BaCu2SnSe4,0.4529999999999998
451,Ga2O3,2.0077999999999996
145,Ba4LiGa5Se12,1.7354
76,Ba12In4S19,1.978
57,B2O3,6.3017
73,Ba(InS2)2,2.2042
506,HfS3,1.1326
201,Bi5IO7,2.7325000000000004
1150,TlHg6Se4Br5,1.989
457,Ga2SnGeS6,0.9682
1139,TlAsS2,1.677
808,Na3Sb,0.3946
498,GeS2,2.2648
783,MnP4,0.4786000000000001
324,Cs2TeBr6,2.1121
971,RbPSe6,1.8608
680,La2HfS5,1.1290000000000004
154,BaBSbS4,2.3423000000000003
318,Cs2NbCuSe4,1.6350999999999998
431,Eu(GaS2)2,0.2343000000000001
648,KI,3.8513
780,MnI2,1.1707999999999998
737,LiGaSe2,2.0656
964,RbI,3.7765
903,PrF3,7.5968
642,KCu2BiS3,0.6686000000000005
492,GeI2,2.0217
821,NaH3(SeO3)2,4.3395
825,NaIn3S5,1.2428
225,Ca(LaS2)2,2.1455
1016,ScTlTe2,0.0445999999999999
316,Cs2MgGe3Se8,1.4687
660,KSb,0.6095000000000002
888,PbI2,2.4455
1227,ZrSe2,0.3296000000000001
434,Eu(InSe2)2,0.0786000000000002
618,K3Ta2AsS11,1.8918
58,B2Se2O7,3.9418
259,Cd4As2Br3,0.9704
62,B6As,2.6454000000000004
1188,YSbPt,0.1097999999999999
86,Ba2ErInTe5,0.7491000000000003
60,B3Pb3NO10,3.0129
951,RbAg2SbS4,0.6177999999999999
1102,Te2Mo,0.8632999999999997
1223,ZrHg4(PCl3)2,2.1134
155,BaBiClO2,3.1773999999999996
1169,VFeSb,0.3487
29,AlAgS2,1.8992
199,Bi2Te3,0.3388
1074,SrPbO3,0.7941000000000003
948,Rb4Ti3S14,1.0541
258,Cd2InCuTe4,0.1765999999999996
551,InBi2Se4Br,1.2945000000000002
907,PrTlSe2,1.2621000000000002
241,Ca4Bi6O13,1.8461999999999996
657,KP(HO2)2,5.4325
299,CoPS,1.1231
588,K2MnSnSe4,0.2896000000000001
65,BH(PbO2)2,3.0854
747,LiMgBi,0.3587000000000002
633,KAu(IO3)4,2.1181
343,CsAg2AsS3,1.6273000000000002
1032,Sm2S3,0.7441
1007,Sc2O3,3.8235
696,La8Sb2S15,1.9357999999999995
387,CsYCdSe3,2.0854999999999997
114,Ba2SnSe5,1.1384
512,HgBr2,1.6827
380,CsSbS2,1.7363999999999995
1063,Sr2ScSbO6,3.5074
852,Nd2O3,3.708
983,Sb2O3,2.2239000000000004
1179,Y2S3,1.5992000000000002
914,Rb2Cd(PSe3)2,1.7916999999999998
174,BaReH9,3.8349
15,AgBiS2,0.4917999999999995
335,Cs3Nb2AsSe11,1.0014
8,Ag5IO6,0.0205000000000001
180,BaTaNO2,0.3398000000000003
1193,Zn2InCuSe4,0.2425000000000001
694,La4InSbS9,2.2196
1067,Sr3Ti2O7,1.8404999999999996
101,Ba2InBiS5,1.4528999999999996
216,BiSbTe3,0.2132999999999993
718,Li2ZnSnS4,2.3137
534,In2Se2O7,2.8578
598,K2Se,2.0925
1090,TaNO,1.9337999999999995
953,RbBi3Se5,0.984
1109,TePb3Cl4O3,3.2599
750,LiNbO3,3.3358000000000003
1030,Sm2Mn3(SbS3)4,0.1398000000000001
129,Ba3FeS4Br,0.4962
608,K2VCuS4,1.2343
166,BaGa4Se7,1.4955999999999998
789,Na2CdSnS4,1.951
189,BeSe,2.6636999999999995
637,KBi3S5,1.4227
700,LaF3,6.0448
936,Rb3Bi2I9,2.2165
699,LaCuTeO,1.1839000000000004
493,GeO2,1.2157
554,InP,0.4546000000000001
1222,ZnTe,1.0732999999999997
838,NaSc(SeO3)2,3.8413
123,Ba2ZnSe3,1.6214000000000002
842,Nb2O5,1.6713
501,H7Se2NO6,4.2222
1174,WO3,1.3529
833,NaSb(PS3)2,2.0182999999999995
924,Rb2NbCuS4,1.9749
319,Cs2PdSe8,1.1887
280,CdS,1.125
670,KTaO3,2.0995
818,NaCdAsS3,1.9753
921,Rb2GeB4O9,3.8449
621,K3Ti2P5S18,1.1872999999999998
477,GaTe,1.0066000000000002
1181,Y6Zn(SiS7)2,2.0178000000000003
1177,Y(CuTe)3,0.7632000000000003
1053,SnPbS3,1.0929000000000002
391,Cu2GeS3,0.1110999999999995
562,IrSe2,0.0517000000000003
238,Ca3N2,1.1111
27,Al2Te3,1.7992000000000004
14,AgBiPbS3,0.0682999999999998
578,K2Ge3(BO5)2,3.8683
502,HfHg4(AsCl3)2,1.3812000000000002
791,Na2Ga2GeS6,2.6215
722,LiAlB14,1.2527
332,Cs3Bi2Br9,2.5995999999999997
855,Nd2ZrS5,1.0763999999999996
715,Li2PtO3,1.734
992,SbOsS,1.1191999999999993
246,CaO,3.630100000000001
99,Ba2In2Se5,1.3945
531,In2HgTe4,0.5295000000000001
497,GeS,1.2375999999999996
33,AlCuSe2,0.8921999999999999
91,Ba2GaS4,1.8917
961,RbH2(IO3)3,3.5082999999999993
1202,ZnAs,0.2952999999999997
322,Cs2Sn3(SbS5)2,1.8595
16,AgBiSe2,0.2615999999999996
752,LiSbSe2,0.2286999999999999
163,BaGa2SiS6,3.0907
292,CeBiW2O9,0.1476999999999995
277,CdIClO3,3.3467
377,CsRb2Sb,0.6525000000000001
1145,TlCuCl3,0.4143000000000001
643,KCu2SbS3,0.9539
1015,ScTlSe2,0.6146000000000003
441,FeAsS,0.7373000000000003
443,FeBi(SeO3)3,2.6249
98,Ba2In2S5,1.9866
616,K3Nb2AsSe11,1.1647999999999998
282,CdSb2Se3Br2,1.1429
385,CsSmZnSe3,2.0424
356,CsCu2AsS3,1.3532000000000002
580,K2Hg3(GeS4)2,1.5520999999999998
386,CsTbZnTe3,1.3573
1059,Sr(LaS2)2,2.2358
703,LaMg2H7Pd,0.7104999999999997
211,BiPbBrO2,1.5539000000000005
333,Cs3Bi2I9,2.3796
900,Pr2Te4O11,3.3043
403,CuHg(SeO3)2,0.7590999999999999
142,Ba3ThSe7,0.923
560,InSe,0.4590000000000001
1161,UHg4(AsCl3)2,0.3263
398,CuBi(PSe3)2,0.6399000000000004
1088,Ta7Cu3O19,1.1738999999999995
505,HfS2,1.2237
799,Na2Se,2.0153
1035,Sm2ZrSe5,0.8425000000000002
294,CeO2,1.8647
161,BaGa2GeS6,2.7663
1075,SrS,2.497
611,K3B6ClO10,5.3729
204,BiBr3,2.8833
1140,TlAsSe2,1.0901
1144,TlCr5S8,0.1494999999999997
249,CaSnO3,2.3301
954,RbBiS2,1.3389999999999997
93,Ba2GaSbTe5,0.9728
25,Al2S3,3.0435000000000003
597,K2S,2.3201
105,Ba2NdGaSe5,1.6574000000000002
172,BaO,2.0906
344,CsAg5Te3,0.0200999999999997
571,K2Cd3Se4,1.4027999999999998
192,Bi2CO5,2.2747
999,SbSI,1.6276000000000004
360,CsGdZnTe3,0.8742999999999999
856,Nd4(GeS4)3,1.9952999999999992
749,LiMoIO6,2.2334
1034,Sm2Te3,0.5334000000000003
232,Ca2Ge,0.5756000000000001
376,CsPSe6,1.6167
802,Na2TeSe3,1.2031
429,Eu(DySe2)2,0.1657000000000001
1068,Sr4Te3(ClO2)4,3.3574
476,GaSe,1.2121
459,GaAgGeS4,1.662
3,Ag2Mo(I2O7)2,1.9610999999999996
346,CsAsSe2,1.6394
212,BiPbClO2,2.0736999999999997
1167,VAg(IO4)2,1.4028999999999998
1127,Tl2Hg3Se4,1.0356999999999998
491,GeAs2,0.7195999999999998
66,BP,1.2434999999999992
867,P2Pd,0.3418999999999998
933,Rb2VAgS4,1.3323
823,NaIn(IO3)4,3.0219
1199,Zn3As2,0.1646999999999998
393,Cu2Se,0.0518999999999998
108,Ba2ScTaO6,3.0173000000000005
787,Na2Be4B4O11,4.983300000000001
412,Dy(CuTe)3,0.7643000000000004
815,NaBiS2,1.4468999999999994
879,PPdSe,0.9677000000000002
446,FePS,0.5054000000000007
717,Li2TeWO6,3.640099999999999
868,P2Pd3S8,1.5779
884,Pb3O4,1.2818999999999998
620,K3Th2Cu3S7,1.5469999999999997
269,CdCl2,3.5244
797,Na2Nb4Se4O19,2.3695
244,CaI2,3.8971
442,FeAsSe,0.4485999999999999
1040,SmCuSe2,0.8167999999999997
878,PPdS,1.0142999999999995
1153,TlInSe2,0.7351000000000002
75,Ba(ZnAs)2,0.2974000000000001
208,BiIO,1.473
327,Cs2Ti(AgS2)2,1.6053000000000002
447,FeSi2,0.6966000000000001
877,POsSe,0.5156999999999998
594,K2PdSe10,1.1765
806,Na2Zn(SnS3)2,1.7271
873,P4Os,1.3036000000000003
584,K2In3CuSe6,1.1284
190,BeTe,2.0172999999999996
762,Mg3As2,1.431
135,Ba3MgTa2O9,3.2733
483,Gd2Te3,0.1129999999999995
767,Mg5B3O9F,5.118399999999999
1215,ZnSb,0.0282
321,Cs2SiB4O9,4.8121
966,RbInTe3O8,3.0269000000000004
675,KV4Ag11O16,0.8009000000000002
668,KSnAuSe3,1.4172999999999998
745,LiInTe2,1.3847
843,Nb2Pb2Se4O15,2.6620999999999997
195,Bi2O3,2.1944999999999997
781,MnO,1.310499999999999
162,BaGa2GeSe6,1.9186
287,CdSnO3,0.9762
674,KUClO3,1.7582999999999998
474,GaP,1.6039
576,K2Gd2Sb2Se9,0.9220000000000002
422,Er(CuTe)3,0.3683999999999994
495,GePb2(SeO3)4,3.3095999999999997
54,AsS,1.9674000000000005
1146,TlGaS2,1.7885
425,Er2Te3,0.0521000000000002
569,K2Cd2Te3,1.3224
1137,Tl4CdI6,2.3902000000000005
96,Ba2GdGaTe5,0.7637
836,NaSbSe2,0.6374999999999997
415,Dy2S3,0.5937999999999999
724,LiAsSe2,0.7504
453,Ga2PbSe4,2.0313
1043,Sn2WO5,2.2257999999999996
716,Li2TeMoO6,3.0987
1092,TaTlS3,0.5957999999999997
579,K2Hg(PSe3)2,1.3922
671,KTeP2,1.2093000000000005
226,Ca(NdS2)2,2.0612999999999997
185,BaZnSO,2.2367
726,LiB3O5,6.3532
117,Ba2V2Te2O11,3.2676000000000003
214,BiSCl,1.9636000000000005
536,In3CuSe5,0.2720000000000002
388,CsYHgSe3,1.3946
64,BAs,1.2036999999999995
901,PrBN2,2.1062000000000003
987,Sb2Te3,0.1314000000000001
840,NaY(Te2O5)2,3.0942000000000003
916,Rb2Cd3S4,1.7838
967,RbMoPO6,2.8368
1106,TeI4,1.7639000000000002
97,Ba2HgS5,1.6693000000000002
753,LiSbTe2,0.1759000000000004
897,Pr2S3,0.7775000000000003
478,Gd(CuS)3,0.9673000000000008
347,CsAu,1.0233
659,KPSe6,1.8828
1203,ZnAs2,0.22409999999999988
565,K2Al2B2O7,4.5949
558,InSb2S4Cl,1.5524999999999998
410,CuSbSe2,0.4985999999999997
692,La4Cd4In2S13,1.1568999999999994
194,Bi2Mo2Se2O13,2.8105
418,Dy4GaSbS9,2.0612
1042,Sn2SbS2I3,1.0658
533,In2S3,0.8348999999999998
631,KAg2SbS4,0.5695999999999999
957,RbCl,4.8388
1149,TlHg6S4Br5,2.1407
1219,ZnSiP2,1.3641000000000003
362,CsGeI3,0.9905000000000002
549,InBi2S4Br,1.6270000000000002
200,Bi4Pb7Se13,0.5369000000000002
962,RbH3(SeO3)2,4.1504
71,Ba(GaS2)2,2.9073
281,CdSb,0.0200999999999997
960,RbGeB3O7,4.5867
740,LiI,4.3818
784,MoO3,1.9098
168,BaHgS2,1.1569
79,Ba2DyGaSe5,1.6672
1013,ScSbPd,0.0155000000000002
120,Ba2YGaTe5,0.4222000000000001
1172,VO2,0.21220000000000008
18,AgCl,0.9522000000000002
798,Na2S,2.4399
628,K6CdTe4,1.6614
614,K3Cr2(PS4)3,0.9572
514,HgCl,2.724300000000001
227,Ca(PrS2)2,2.0570000000000004
524,Ho2S3,1.4612999999999996
990,Sb8I2O11,1.2782
807,Na3MoO4F,4.5355
734,LiGa(GeSe3)2,1.5103999999999995
758,Lu2O3,4.021100000000001
247,CaS,2.3819
1168,VCu3S4,1.0358000000000005
985,Sb2S3,1.2866
870,P2Rh,0.3704999999999998
283,CdSe,0.5724
563,K10Zn4Sn4S17,2.1803999999999997
46,As2Se3,1.4466
831,NaNbSe2O7,2.9067000000000003
379,CsSb(SO4)2,4.089700000000001
1097,Tb2O3,3.9006
1076,SrSe,2.2313
1192,Zn(InTe2)2,0.8291
354,CsCeCdSe3,0.0183999999999997
301,CoSbS,0.3673999999999999
890,PbS,0.4666999999999994
17,AgBr,0.7303999999999999
1091,TaTl3S4,2.5325
351,CsBiSe2,0.9529999999999998
115,Ba2TaInO6,3.945899999999999
986,Sb2Se3,0.7564000000000002
1072,SrCrO4,2.6186000000000003
920,Rb2Cu2SnS4,0.9012999999999995
647,KH3(SeO3)2,4.3334
844,Nb2Tl3CuSe12,0.5732000000000004
556,InS,1.3508000000000004
325,Cs2TeI6,1.3877
342,Cs4Zr3S14,1.4329000000000005
364,CsI,3.8556000000000004
203,BiBPbO4,2.8773
38,AlV(TeO4)2,2.8360999999999996
1116,Ti(Bi3O5)4,2.3129999999999997
254,Cd(GaSe2)2,1.3487
198,Bi2Te2Se,0.5441999999999996
887,PbCl2,3.7938999999999994
489,Ge3Ru2,0.3814000000000002
635,KBaB5O9,4.8693
820,NaF,6.204
908,PtS,0.3848000000000002
612,K3Bi2I9,2.5425
819,NaCl,5.0037
359,CsGaS3,2.4313
404,CuI,1.6314999999999997
991,SbI3,2.1446000000000005
854,Nd2Se3,1.4284999999999997
546,InAgO2,0.2347000000000001
759,Mg2Ge,0.1689000000000002
896,Pr10Se14O,1.4217999999999995
375,CsPPbO4,4.0581
1118,TiCoSb,1.0431999999999997
946,Rb4Ge3B6O17,4.401199999999999
504,HfO2,4.0165
275,CdHg6(As2Br3)2,1.3414
861,NdMoO4F,4.0564
