,formula,target
11,AgAsS2,2.2
132,Ba3Ho2(PS4)4,3.3
765,Mg3P2,1.4
1105,TeI,1.1
303,CrO3,1.4
760,Mg2GeSe4,2.02
401,CuBr,2.9987500000000002
69,BSbPbS4,1.8
904,PrLuSe3,1.56
710,Li2Ga2GeS6,3.65
927,Rb2Sn3(SbS5)2,2.33
112,Ba2SmTaO6,3.02
445,FeP4,0.32
274,CdHg4(AsI2)2,1.45
581,K2Ho4Cu4S9,2.43
623,K4GeS4,0.8
731,LiCdBO3,4.28
81,Ba2DyInSe5,2.27
575,K2Ga3CuSe6,1.72
557,InSb2S4Br,1.8
711,Li2In2GeS6,3.45
1164,V2Zn3TeO10,2.96
21,AgP15,1.47
306,Cs2AgBiCl6,2.77
239,Ca3Sb2,1.4
95,Ba2GdGaSe5,1.87
1045,Sn3WO6,2.49
630,KAg2SbS3,2.1
103,Ba2NaCu3S5,0.45
348,CsB3O5,7.42
487,Ge(SeO3)2,5.289999999999999
906,PrTl2InSe4,0.93
305,Cs2AgBiBr6,2.19
353,CsCdBO3,2.58
871,P2Ru,0.9
235,Ca2Sn,0.9
518,HgPS3,2.6
444,FeBi25O39,2.8
337,Cs3Sb,1.6
755,LiTaO3,4.1
1162,V2O5,2.3916666666666666
604,K2TeI6,1.38
892,PbSeO4,4.3
160,BaF2,9.1425
371,CsLaHgSe3,2.485
1020,SiAs,1.5
467,GaCuO2,1.47
681,La2Mn(SeO)2,1.6
1104,Te3As2,1.67375
522,Ho2HfS5,1.0
1041,SmCuSeO,2.6
846,Nb3CuO8,1.47
176,BaSe,3.626666666666667
778,Mn11Si19,0.74
898,Pr2Se3,1.85
561,IrS2,0.9
35,AlN,6.1
1073,SrO,5.734999999999999
751,LiSbS2,1.36
331,Cs3Bi,0.625
615,K3NaSn3Se8,2.2
43,As2Rh,1.15
979,ReSe2,1.0699999999999998
741,LiIO3,4.1850000000000005
676,KY(TeO3)2,3.8
673,KTiPO5,3.67
1155,TlN3,3.58
464,GaAs,1.4828000000000001
661,KSb(SO4)2,4.64
310,Cs2Cd3Te4,2.48
905,PrMoO4F,3.64
1205,ZnCu2GeS4,2.1
1226,ZrS3,2.2249999999999996
435,Eu(LuSe2)2,1.7
776,Mn(PbO2)2,1.5
1001,SbSeI,1.72
963,RbHgSbTe3,0.2
640,KBr,7.6
1099,Tb4GaSbS9,2.44
452,Ga2PbS4,2.38
827,NaInSe2,2.8
1025,SiP2,1.89
116,Ba2ThCu2Se5,1.75
1081,SrTh(PS4)2,3.02
1220,ZnSnO3,3.9
885,Pb3Se2(BrO3)2,3.73
255,Cd(InS2)2,2.3600000000000003
910,PtSe2,0.1
1047,SnCl2,3.9
1004,SbTeRh,0.5
1158,Tm(CuTe)3,0.14
841,Nb2AgPS10,1.78
1125,Tl2GeTe3,0.365
53,AsRuS,1.2
653,KLiCO3,6.32
262,Cd4P2Cl3,2.205
665,KSiBiS4,2.25
1017,Si(Bi3O5)4,3.225
958,RbF,10.4
1010,ScAgO2,3.8
705,LaVI5O16,3.58
1012,ScNiSb,0.11
224,Ca(GdS2)2,2.55
688,La2ZrS5,2.01
383,CsSmCdSe3,2.46
499,GeSe,1.1833333333333333
313,Cs2Hg3S4,2.8
427,ErN,2.7
922,Rb2Hg3(GeS4)2,2.8
1148,TlGaTe2,1.8
152,BaAl4Se7,3.4
80,Ba2DyGaTe5,1.13
10,Ag8GeS6,1.18
37,AlSb,1.6526666666666665
859,NdF3,6.15
828,NaInTe2,1.6
1197,Zn3(BO3)2,2.6
336,Cs3Nb9(TeO8)4,3.22
159,BaCuTeF,2.3
1036,Sm3B(SO)3,2.5
372,CsLi(B3O5)2,6.89
902,PrCuSO,3.03
733,LiF,11.7
278,CdP2,2.1025
509,Hg3Bi2(TeCl4)2,2.8
206,BiClO,3.46
1198,Zn3(PS4)2,3.07
439,EuIn2(GeIr)4,0.26
1000,SbSeBr,1.855
263,Cd4P2I3,2.17
367,CsInSe2,2.81
1061,Sr(PrS2)2,2.7
183,BaTiO3,3.058
972,RbSbS2,2.063333333333333
1204,ZnB12(H5O12)2,4.6
744,LiInSe2,2.83
942,Rb3Sb2I9,1.94
355,CsCl,7.949999999999999
1018,Si3N4,5.1
743,LiInS2,3.573333333333333
1031,Sm2O3,5.0
419,Dy4Te3S4,1.43
655,KNb3(SeO6)2,3.46
111,Ba2SmInSe5,2.22
1009,ScAg(PSe3)2,1.55
1115,ThTeO,1.45
881,PSe,2.5
651,KInS2,3.0
430,Eu(ErSe2)2,1.7
1136,Tl3VS4,1.8099999999999998
261,Cd4P2Br3,2.19
1095,Tb2(MoO4)3,1.505
90,Ba2GaBiTe5,1.43
525,HoN,1.8566666666666667
209,BiP3(PbO4)3,3.7
1159,Tm2O3,4.53
6,Ag3AsSe3,2.0900000000000003
940,Rb3Sb,1.0
552,InCuGeSe4,1.3
804,Na2Zn(GeS3)2,3.145
695,La6Sb4(SO4)3,2.6
409,CuSbS2,1.39
771,MgGeN2,4.300000000000001
689,La3CuGeSe7,2.0
257,Cd(InTe2)2,1.182
39,As2Ir,1.0
980,Rh2S3,0.8
851,Nd2HfS5,0.7
100,Ba2InAgS4,2.32
400,CuBiSeO,0.82
2,Ag2HgI4,2.47
1055,SnS2,2.43
849,NbCuO3,2.0
595,K2RbSb,1.2
1077,SrSeO4,4.75
564,K2Ag3Sb3S7,2.2
790,Na2EuGeSe4,2.0
577,K2Ge2PbS6,2.85
178,BaSn2S5,2.35
1200,Zn3P2,1.1749999999999998
1064,Sr2SmTaO6,3.38
1065,Sr2TiO4,3.41
736,LiGaS2,3.8433333333333337
1209,ZnGeN2,3.05
742,LiIn(IO3)4,4.27
1057,SnSe2,1.62
74,Ba(InSe2)2,2.63
853,Nd2S3,2.65
814,NaAsSe2,1.595
587,K2Mn(SnSe3)2,2.0
1166,V3Bi(PbO4)3,2.5
1211,ZnHg3(SCl2)2,2.65
144,Ba4Ga4SnSe12,2.16
770,MgF2,11.1
173,BaPd(IO3)4,1.97
1085,Ta2O5,4.2
424,Er2Se3,1.66
869,P2Pt,0.7
585,K2La2Sb2S9,2.2
205,BiBrO,2.92
995,SbPbBrO2,2.67
191,Bi2(MoO4)3,2.9
625,K4Nb2S11,2.2433333333333336
315,Cs2Li3(BO2)5,7.3
521,Ho2(MoO4)3,1.375
701,LaGaO3,4.4
230,Ca2Bi2O5,3.34
1122,TiTlPS5,1.3
603,K2Te,1.9
874,P4Ru,0.51
519,HgSe,0.2416666666666667
541,In5AgS8,1.76
463,GaAgTe2,1.1
754,LiSiB6,2.27
782,MnO2,1.3
891,PbSe,0.24166666666666667
267,CdBiClO2,3.08
1173,VZn2BiO6,2.4
746,LiMgAs,0.7
52,AsPRu,0.8
349,CsBi3Se5,0.43
1228,ZrSe3,1.45
210,BiPO4,3.85
170,BaLa2Te5O14,3.81
300,CoSb3,0.495
1206,ZnCu2SiS4,3.15
544,In6S7,0.8466666666666667
182,BaTeMo2O9,3.12
1212,ZnI2,4.53
485,GdScS3,2.1
729,LiBr,7.725
508,Hg3Bi2(SCl4)2,3.26
596,K2ReH9,5.71
721,Li3ScN2,2.9
1117,Ti6H2O13,3.4
644,KCu3S2,1.46
528,In2Bi3Se7I,1.38
31,AlAgTe2,1.85
619,K3Ta2AsSe11,1.45
792,Na2Ge2Se5,2.38
515,HgCl2,4.45
167,BaGe2,1.0
712,Li2In2GeSe6,2.3
1094,Tb(CuTe)3,0.46
70,Ba(BO2)2,6.4433333333333325
51,AsPPt,0.4
911,Rb2AgPS4,2.6
829,NaLa2TaO6,4.5
923,Rb2Mo3Se3O16,3.1
20,AgN3,3.67
471,GaGeTe,1.1
109,Ba2SmGaSe5,2.27
714,Li2In2SiSe6,2.54
679,La2Fe(SeO)2,0.7
913,Rb2Cd(IBr)2,3.35
187,BeO,10.39
800,Na2Te,2.3
817,NaBr,7.263333333333333
1027,SiSn,0.59
149,Ba8Al10B12O41,3.1
50,AsP,0.23
845,Nb2Tl4S11,1.8
233,Ca2ScSbO6,3.68
626,K5In3P6Se19,2.2
830,NaNb2PS10,1.72
94,Ba2GaSe4,1.63
1114,ThSeO,1.65
1044,Sn3Ir2Se3,0.43
1131,Tl2Te3,0.516
1171,VO,0.3
704,LaTaN2O,2.0
304,CrPbO4,2.25
47,AsBr3,2.6
219,BiTeI,0.46
326,Cs2Th(PS3)3,2.8
553,InHg7S6Cl5,2.54
1069,Sr4V2(Se2O7)3,2.66
1083,SrZrS3,0.9
777,Mn(SbSe2)2,0.31
880,PRuS,1.4
1098,Tb4Al2O9,4.59
949,Rb5Li6(BO2)11,6.53
426,ErBiW2O9,3.26
396,Cu3Hg2(Te3O8)2,2.56
682,La2MoO5,0.745
279,CdP4,1.0
1096,Tb2EuSe4,2.0
113,Ba2SnSe4,1.9
295,CeTl2P2S7,2.4
1132,Tl2TeBr6,2.06
646,KF,10.3
1163,V2Pb4(Se2O7)3,3.37
1157,TlSe,0.7638461538461538
312,Cs2Hg3I8,2.56
764,Mg3N2,2.8
395,Cu2WSe4,1.65
428,Eu(BiSe2)2,1.02
516,HgI,2.37
654,KNa2Sb,1.05
121,Ba2YInSe5,2.31
1028,Sm(CuTe)3,0.23
894,PdS2,0.75
511,HgBr,2.6
1008,Sc2S3,2.0
302,CrB2(PbO2)6,1.8
931,Rb2Ti(AgS2)2,2.33
234,Ca2Si,1.9
82,Ba2DyInTe5,1.35
993,SbOsSe,0.4
756,LiZnBO3,3.1
158,BaCu2SnSe4,0.48
451,Ga2O3,4.470000000000001
145,Ba4LiGa5Se12,2.65
76,Ba12In4S19,2.56
57,B2O3,4.895
73,Ba(InS2)2,3.06
506,HfS3,2.9166666666666665
201,Bi5IO7,2.76
1150,TlHg6Se4Br5,2.8
457,Ga2SnGeS6,2.04
1139,TlAsS2,2.185
808,Na3Sb,1.09
498,GeS2,3.5700000000000003
783,MnP4,0.28
324,Cs2TeBr6,2.12
971,RbPSe6,2.18
680,La2HfS5,0.7
154,BaBSbS4,2.34
318,Cs2NbCuSe4,2.19
431,Eu(GaS2)2,2.25
648,KI,6.133333333333334
780,MnI2,4.220000000000001
737,LiGaSe2,3.3466666666666662
964,RbI,6.185
903,PrF3,5.6
642,KCu2BiS3,1.29
492,GeI2,1.5
821,NaH3(SeO3)2,4.9
825,NaIn3S5,2.18
225,Ca(LaS2)2,2.7
1016,ScTlTe2,0.85
316,Cs2MgGe3Se8,2.04
660,KSb,0.9
888,PbI2,2.535555555555556
1227,ZrSe2,2.0
434,Eu(InSe2)2,1.31
618,K3Ta2AsS11,2.21
58,B2Se2O7,4.64
259,Cd4As2Br3,1.8633333333333333
62,B6As,1.51
1188,YSbPt,0.16
86,Ba2ErInTe5,1.35
60,B3Pb3NO10,3.64
951,RbAg2SbS4,2.3
1102,Te2Mo,1.1266666666666667
1223,ZrHg4(PCl3)2,3.22
155,BaBiClO2,3.71
1169,VFeSb,0.46
29,AlAgS2,3.13
199,Bi2Te3,0.25
1074,SrPbO3,1.78
948,Rb4Ti3S14,1.59
258,Cd2InCuTe4,0.85
551,InBi2Se4Br,1.21
907,PrTlSe2,1.18
241,Ca4Bi6O13,2.76
657,KP(HO2)2,6.975
299,CoPS,0.4
588,K2MnSnSe4,1.7
65,BH(PbO2)2,3.76
747,LiMgBi,0.4
633,KAu(IO3)4,2.75
343,CsAg2AsS3,2.7
1032,Sm2S3,2.98
1007,Sc2O3,6.1
696,La8Sb2S15,2.3
387,CsYCdSe3,2.56
114,Ba2SnSe5,1.8
512,HgBr2,3.59
380,CsSbS2,2.8
1063,Sr2ScSbO6,3.57
852,Nd2O3,4.4
983,Sb2O3,3.255
1179,Y2S3,2.9
914,Rb2Cd(PSe3)2,2.58
174,BaReH9,3.44
15,AgBiS2,0.9
335,Cs3Nb2AsSe11,1.35
8,Ag5IO6,1.4
180,BaTaNO2,1.78
1193,Zn2InCuSe4,1.1
694,La4InSbS9,2.07
1067,Sr3Ti2O7,3.26
101,Ba2InBiS5,1.55
216,BiSbTe3,0.19
718,Li2ZnSnS4,2.87
534,In2Se2O7,2.97
598,K2Se,1.8
1090,TaNO,2.5999999999999996
953,RbBi3Se5,0.57
1109,TePb3Cl4O3,3.79
750,LiNbO3,4.066666666666666
1030,Sm2Mn3(SbS3)4,1.5
129,Ba3FeS4Br,1.65
608,K2VCuS4,1.82
166,BaGa4Se7,2.64
789,Na2CdSnS4,2.52
189,BeSe,4.0
637,KBi3S5,1.21
700,LaF3,6.6
936,Rb3Bi2I9,1.995
699,LaCuTeO,2.31
493,GeO2,5.576666666666667
554,InP,1.3685
1222,ZnTe,2.288888888888889
838,NaSc(SeO3)2,5.5
123,Ba2ZnSe3,2.75
842,Nb2O5,3.08
501,H7Se2NO6,4.81
1174,WO3,2.8000000000000003
833,NaSb(PS3)2,2.21
924,Rb2NbCuS4,2.64
319,Cs2PdSe8,1.5
280,CdS,2.535185185185185
670,KTaO3,3.5
818,NaCdAsS3,2.93
921,Rb2GeB4O9,5.54
621,K3Ti2P5S18,1.61
477,GaTe,1.6700000000000002
1181,Y6Zn(SiS7)2,2.38
1177,Y(CuTe)3,0.72
1053,SnPbS3,0.9750000000000001
391,Cu2GeS3,0.53
562,IrSe2,0.95
238,Ca3N2,1.55
27,Al2Te3,2.35
14,AgBiPbS3,1.2
578,K2Ge3(BO5)2,5.38
502,HfHg4(AsCl3)2,2.47
791,Na2Ga2GeS6,3.29
722,LiAlB14,1.935
332,Cs3Bi2Br9,2.5
855,Nd2ZrS5,1.83
715,Li2PtO3,2.3
992,SbOsS,1.2
246,CaO,7.004
99,Ba2In2Se5,2.12
531,In2HgTe4,1.0933333333333333
497,GeS,1.69
33,AlCuSe2,2.6
91,Ba2GaS4,2.55
961,RbH2(IO3)3,4.07
1202,ZnAs,0.9
322,Cs2Sn3(SbS5)2,2.34
16,AgBiSe2,0.34
752,LiSbSe2,0.68
163,BaGa2SiS6,3.75
292,CeBiW2O9,2.34
277,CdIClO3,4.3
377,CsRb2Sb,1.5
1145,TlCuCl3,2.98
643,KCu2SbS3,1.615
1015,ScTlSe2,0.79
441,FeAsS,0.23
443,FeBi(SeO3)3,2.54
98,Ba2In2S5,2.47
616,K3Nb2AsSe11,1.53
282,CdSb2Se3Br2,1.4
385,CsSmZnSe3,2.5300000000000002
356,CsCu2AsS3,2.3
580,K2Hg3(GeS4)2,2.67
386,CsTbZnTe3,2.12
1059,Sr(LaS2)2,2.85
703,LaMg2H7Pd,1.0
211,BiPbBrO2,2.385
333,Cs3Bi2I9,1.85
900,Pr2Te4O11,3.65
403,CuHg(SeO3)2,3.25
142,Ba3ThSe7,1.96
560,InSe,1.2545
1161,UHg4(AsCl3)2,1.9
398,CuBi(PSe3)2,1.2
1088,Ta7Cu3O19,2.47
505,HfS2,2.9
799,Na2Se,2.0
1035,Sm2ZrSe5,1.41
294,CeO2,3.41
161,BaGa2GeS6,3.245
1075,SrS,4.779999999999999
611,K3B6ClO10,6.89
204,BiBr3,2.66
1140,TlAsSe2,1.375
1144,TlCr5S8,1.01
249,CaSnO3,4.4
954,RbBiS2,1.2733333333333334
93,Ba2GaSbTe5,1.66
25,Al2S3,4.1
597,K2S,2.1
105,Ba2NdGaSe5,2.18
172,BaO,4.8
344,CsAg5Te3,0.65
571,K2Cd3Se4,2.36
192,Bi2CO5,3.42
999,SbSI,1.925
360,CsGdZnTe3,2.13
856,Nd4(GeS4)3,2.62
749,LiMoIO6,2.8
1034,Sm2Te3,0.7
232,Ca2Ge,1.0
376,CsPSe6,1.9
802,Na2TeSe3,1.9100000000000001
429,Eu(DySe2)2,1.8
1068,Sr4Te3(ClO2)4,4.0
476,GaSe,2.084230769230769
459,GaAgGeS4,3.0
3,Ag2Mo(I2O7)2,3.06
346,CsAsSe2,1.9300000000000002
212,BiPbClO2,2.45
1167,VAg(IO4)2,2.24
1127,Tl2Hg3Se4,1.57
491,GeAs2,1.0533333333333335
66,BP,4.2
867,P2Pd,0.65
933,Rb2VAgS4,1.83
823,NaIn(IO3)4,4.25
1199,Zn3As2,0.948888888888889
393,Cu2Se,1.284
108,Ba2ScTaO6,4.19
787,Na2Be4B4O11,7.3
412,Dy(CuTe)3,0.34
815,NaBiS2,0.41000000000000003
879,PPdSe,0.15
446,FePS,0.25
717,Li2TeWO6,4.0
868,P2Pd3S8,2.12
884,Pb3O4,2.12
620,K3Th2Cu3S7,2.49
269,CdCl2,5.75
797,Na2Nb4Se4O19,3.56
244,CaI2,5.98
442,FeAsSe,0.6
1040,SmCuSe2,2.1
878,PPdS,1.39
1153,TlInSe2,1.2063636363636363
75,Ba(ZnAs)2,0.23
208,BiIO,2.005
327,Cs2Ti(AgS2)2,2.44
447,FeSi2,0.916
877,POsSe,1.4
594,K2PdSe10,1.48
806,Na2Zn(SnS3)2,2.93
873,P4Os,0.5
584,K2In3CuSe6,1.68
190,BeTe,2.89
762,Mg3As2,2.4499999999999997
135,Ba3MgTa2O9,4.28
483,Gd2Te3,0.74
767,Mg5B3O9F,5.63
1215,ZnSb,1.0833333333333333
321,Cs2SiB4O9,6.53
966,RbInTe3O8,3.9
675,KV4Ag11O16,2.0
668,KSnAuSe3,2.28
745,LiInTe2,1.46
843,Nb2Pb2Se4O15,2.79
195,Bi2O3,2.855
781,MnO,3.6
162,BaGa2GeSe6,2.515
287,CdSnO3,3.0
674,KUClO3,2.37
474,GaP,2.76
576,K2Gd2Sb2Se9,1.33
422,Er(CuTe)3,0.24
495,GePb2(SeO3)4,4.1
54,AsS,2.4
1146,TlGaS2,3.4
425,Er2Te3,0.9
569,K2Cd2Te3,1.93
1137,Tl4CdI6,2.8
96,Ba2GdGaTe5,1.12
836,NaSbSe2,1.3866666666666667
415,Dy2S3,2.955
724,LiAsSe2,1.2366666666666666
453,Ga2PbSe4,1.83
1043,Sn2WO5,2.6
716,Li2TeMoO6,3.5
1092,TaTlS3,0.78
579,K2Hg(PSe3)2,2.25
671,KTeP2,1.4
226,Ca(NdS2)2,2.7
185,BaZnSO,3.9
726,LiB3O5,7.843333333333334
117,Ba2V2Te2O11,3.16
214,BiSCl,1.91
536,In3CuSe5,0.6
388,CsYHgSe3,2.54
64,BAs,1.455
901,PrBN2,4.0
987,Sb2Te3,0.2557142857142857
840,NaY(Te2O5)2,3.9
916,Rb2Cd3S4,2.92
967,RbMoPO6,2.96
1106,TeI4,1.1
97,Ba2HgS5,2.4
753,LiSbTe2,0.13
897,Pr2S3,2.64
478,Gd(CuS)3,1.62
347,CsAu,2.3
659,KPSe6,2.16
1203,ZnAs2,1.0266666666666666
565,K2Al2B2O7,6.89
558,InSb2S4Cl,1.8
410,CuSbSe2,1.05
692,La4Cd4In2S13,2.27
194,Bi2Mo2Se2O13,3.15
418,Dy4GaSbS9,2.58
1042,Sn2SbS2I3,1.5
533,In2S3,2.0
631,KAg2SbS4,2.2
957,RbCl,8.278
1149,TlHg6S4Br5,3.03
1219,ZnSiP2,2.07
362,CsGeI3,1.6
549,InBi2S4Br,1.5
200,Bi4Pb7Se13,0.29
962,RbH3(SeO3)2,4.84
71,Ba(GaS2)2,4.13
281,CdSb,0.4982352941176471
960,RbGeB3O7,5.58
740,LiI,5.84
784,MoO3,3.6625
168,BaHgS2,1.93
79,Ba2DyGaSe5,2.35
1013,ScSbPd,0.23
120,Ba2YGaTe5,1.08
1172,VO2,0.49833333333333335
18,AgCl,5.13
798,Na2S,2.4
628,K6CdTe4,2.51
614,K3Cr2(PS4)3,1.35
514,HgCl,3.3800000000000003
227,Ca(PrS2)2,2.9
524,Ho2S3,0.5
990,Sb8I2O11,2.72
807,Na3MoO4F,4.77
734,LiGa(GeSe3)2,2.64
758,Lu2O3,5.5
247,CaS,5.593333333333334
1168,VCu3S4,1.0
985,Sb2S3,1.70875
870,P2Rh,1.0
283,CdSe,1.8592000000000002
563,K10Zn4Sn4S17,3.1500000000000004
46,As2Se3,1.7857142857142858
831,NaNbSe2O7,3.7249999999999996
379,CsSb(SO4)2,4.68
1097,Tb2O3,3.0
1076,SrSe,4.42
1192,Zn(InTe2)2,1.8733333333333333
354,CsCeCdSe3,2.4
301,CoSbS,0.305
890,PbS,0.3628571428571429
17,AgBr,2.52
1091,TaTl3S4,2.4400000000000004
351,CsBiSe2,1.07
115,Ba2TaInO6,4.17
986,Sb2Se3,1.161111111111111
1072,SrCrO4,2.45
920,Rb2Cu2SnS4,2.08
647,KH3(SeO3)2,4.9366666666666665
844,Nb2Tl3CuSe12,0.8
556,InS,2.01375
325,Cs2TeI6,1.5
342,Cs4Zr3S14,2.35
364,CsI,6.3566666666666665
203,BiBPbO4,3.2
38,AlV(TeO4)2,2.9
1116,Ti(Bi3O5)4,3.09
254,Cd(GaSe2)2,2.376666666666667
198,Bi2Te2Se,0.3
887,PbCl2,3.953333333333333
489,Ge3Ru2,0.43000000000000005
635,KBaB5O9,3.65
820,NaF,10.5
908,PtS,0.6066666666666667
612,K3Bi2I9,2.1
819,NaCl,8.5
359,CsGaS3,3.0
404,CuI,3.028
991,SbI3,2.348
854,Nd2Se3,1.725
546,InAgO2,4.2
759,Mg2Ge,1.67
896,Pr10Se14O,1.89
375,CsPPbO4,4.39
1118,TiCoSb,0.95
946,Rb4Ge3B6O17,5.42
504,HfO2,5.55
275,CdHg6(As2Br3)2,1.915
861,NdMoO4F,3.66
997,SbRuSe,0.9
589,K2Mo2Se2O11,3.3
1087,Ta4Cu2O11,2.6500000000000004
273,CdGeP2,1.7266666666666666
389,CsYZnSe3,2.35
475,GaS,2.586153846153846
1079,SrTaNO2,1.99
433,Eu(HoSe2)2,1.8
286,CdSnAs2,0.3633333333333333
550,InBi2S4Cl,1.5
252,CaZnSO,3.7
136,Ba3Nb2Se9,1.3
837,NaSbTe2,0.47
693,La4Fe(SbS5)2,1.0
834,NaSbF6,3.76
720,Li3PS4,3.68
801,Na2TeS3,2.35
769,MgCu2SiS4,3.2
1147,TlGaSe2,1.65
1071,SrBiClO2,3.52
591,K2NbCuSe4,2.14
652,KInSe2,2.68
1103,Te2Ru,0.25
687,La2Zn(SeO)2,3.4
296,Co2Te3O8,3.6
938,Rb3Na(MoO4)2,4.84
730,LiCa3As2H,1.4
624,K4GeSe4,0.64
1006,Sc(CuSe)3,0.3
1225,ZrS2,2.75
140,Ba3Ta2ZnO9,4.32
473,GaN,3.440625
645,KCu4AsS4,1.9
55,AsSeI,1.76
950,Rb7Th2(P2Se7)3,2.07
1152,TlInS2,2.3175
862,Ni2Te3O8,3.84
309,Cs2Cd3(B4O7)4,4.76
49,AsOsS,1.3
148,Ba5In4Te4S7,2.13
106,Ba2NdInSe5,2.2
290,CdTeO3,3.73
146,Ba5(Ga2Se5)2,2.2
131,Ba3GeS5,3.0
1051,SnI4,2.38
763,Mg3AsN,1.33
850,Nd10Se14O,1.98
796,Na2Mo2Se2O11,3.1
1050,SnI2,2.4
658,KPSe3,2.08
607,K2VAgS4,1.85
1221,ZnSnP2,1.6275
440,Fe2B(PO4)3,3.52
605,K2Th(CuS2)2,2.17
87,Ba2GaAsSe5,1.39
1,Ag2GeSe3,0.905
340,Cs4BiAs3Se7,1.02
1135,Tl3AsSe3,1.3
26,Al2Se3,3.125
772,MgO,7.745
1054,SnS,1.1972727272727273
1134,Tl2TeS3,1.6
627,K6Cd4Sn3Se13,2.33
366,CsInS2,3.4
143,Ba3V2(SeO4)4,2.87
540,In4Te3,0.51
171,BaNaB5O9,4.78
872,P2Se5,2.2
941,Rb3Sb2Br9,2.48
601,K2Sn2Hg3S8,2.45
1165,V3As2O9,0.76
1107,TeO2,3.0
272,CdGeAs2,0.6588888888888889
1048,SnGe,0.6666666666666666
835,NaSbS2,1.6400000000000001
399,CuBiPbS3,0.12
965,RbInS2,3.3
48,AsI3,2.4333333333333336
260,Cd4As2I3,2.0949999999999998
488,Ge2Sb2Te5,0.5
702,LaGaS3,2.5
461,GaAgS2,2.656
88,Ba2GaBiS5,2.38
28,AlAgO2,3.6
358,CsF,10.0
169,BaIn2(P2O7)2,3.97
956,RbCd(BO2)3,4.2
1100,TbWClO4,4.24
449,Ga2HgS4,2.815
669,KTa3(TeO6)2,4.06
30,AlAgSe2,2.55
381,CsSbSe2,1.7
416,Dy2Te3,0.69
974,RbTa3(TeO6)2,3.88
824,NaIn(TeO3)2,4.0
766,Mg3Sb2,0.81
617,K3Sm(AsS4)2,2.2
545,In6Se7,0.64
707,Li2B4O7,7.3
1195,Zn2MoSeO7,4.2
220,BiTeNO6,3.62
786,Na(GeP)3,2.06
186,Be3N2,3.8
638,KBiS2,0.8933333333333334
345,CsAgSb4S7,2.04
1039,SmBiW2O9,3.39
270,CdCu2GeS4,2.05
1175,WSe2,1.465
1078,SrSnO3,4.1
197,Bi2Se3,0.375
795,Na2In2SiS6,3.27
196,Bi2S3,1.3199999999999998
242,Ca5B3O9F,6.53
164,BaGa2SiSe6,2.88
1143,TlCl,3.419090909090909
341,Cs4Ge(PSe3)4,2.0
213,BiSBr,1.9
470,GaCuTe2,1.0899999999999999
1049,SnGeS3,2.23
460,GaAgO2,2.2
466,GaCuGeSe4,1.38
237,Ca3(BN2)2,4.0
725,LiB3,2.0
863,NiO,4.0
480,Gd2O3,5.3
1086,Ta2Tl4S11,1.26
